name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date,lng,lat
HANOVER COUNTY SHERIFF'S OFFICE,MECHANICSVILLE CONVENIENCE CENTER,7427 VERDI LANE,MECHANICSVILLE,VA,23116,"http://maps.google.com/maps?q=7427 VERDI LANE,+MECHANICSVILLE,+VA+23116&hl=en","7427 VERDI LANE, MECHANICSVILLE, VA 23116",DEA,NTBD_2018_OCT,-77.35571999999999,37.646815999999994
HENRICO POLICE DEPARTMENT,HENRICO TRAINING CENTER ENTRANCE IS ON SHRADER ROAD,7721 E. PARHAM ROAD,HENRICO,VA,23294,"http://maps.google.com/maps?q=7721 E. PARHAM ROAD,+HENRICO,+VA+23294&hl=en","7721 E. PARHAM ROAD, HENRICO, VA 23294",DEA,NTBD_2018_OCT,-77.526924,37.630238
HENRICO POLICE DEPARTMENT,WEGMANS,12200 WEGMANS BOULEVARD,HENRICO,VA,23233,"http://maps.google.com/maps?q=12200 WEGMANS BOULEVARD,+HENRICO,+VA+23233&hl=en","12200 WEGMANS BOULEVARD, HENRICO, VA 23233",DEA,NTBD_2018_OCT,,
KING GEORGE SHERIFF'S OFFICE,KING GEORGE SHERIFF'S FRONT PARKING LOT,10445 GOVERNMENT CENTER BLVD.,KING GEORGE,VA,22485,"http://maps.google.com/maps?q=10445 GOVERNMENT CENTER BLVD.,+KING GEORGE,+VA+22485&hl=en","10445 GOVERNMENT CENTER BLVD., KING GEORGE, VA 22485",DEA,NTBD_2018_OCT,-77.16134,38.25327
KING WILLIAM COUNTY SHERIFF'S OFFICE,CENTRAL CROSSING FOOD LION PARKING LOT AREA NEAR FRONT OF STORE,4915 RICHMOND TAPPAHANNOCK HIGHWAY,AYLETT,VA,23009,"http://maps.google.com/maps?q=4915 RICHMOND TAPPAHANNOCK HIGHWAY,+AYLETT,+VA+23009&hl=en","4915 RICHMOND TAPPAHANNOCK HIGHWAY, AYLETT, VA 23009",DEA,NTBD_2018_OCT,-77.13396,37.744087
LOUISA COUNTY SHERIFF'S OFFICE,LOUISA COUNTY SHERIFF'S OFFICE,1 WOOLFOLK AVE,LOUISA,VA,23093,"http://maps.google.com/maps?q=1 WOOLFOLK AVE,+LOUISA,+VA+23093&hl=en","1 WOOLFOLK AVE, LOUISA, VA 23093",DEA,NTBD_2018_OCT,-78.003113,38.023421
ORANGE (TOWN OF) POLICE DEPARTMENT,CVS PHARMACY FRONT SIDEWALK,308 RADNEY ROAD,ORANGE,VA,22960,"http://maps.google.com/maps?q=308 RADNEY ROAD,+ORANGE,+VA+22960&hl=en","308 RADNEY ROAD, ORANGE, VA 22960",DEA,NTBD_2018_OCT,-78.11740999999999,38.260822
ORANGE (TOWN OF) POLICE DEPARTMENT,ORANGE PHARMACY FRONT SIDEWALK,130 WEST MAIN STREET,ORANGE,VA,22960,"http://maps.google.com/maps?q=130 WEST MAIN STREET,+ORANGE,+VA+22960&hl=en","130 WEST MAIN STREET, ORANGE, VA 22960",DEA,NTBD_2018_OCT,-78.1112907519364,38.2449753360171
ORANGE COUNTY SHERIFF'S OFFICE,LOW CLUBHOUSE LOWER PARKING LOT,205 LAKE OF THE WOODS PARKWAY,LOCUST GROVE,VA,22508,"http://maps.google.com/maps?q=205 LAKE OF THE WOODS PARKWAY,+LOCUST GROVE,+VA+22508&hl=en","205 LAKE OF THE WOODS PARKWAY, LOCUST GROVE, VA 22508",DEA,NTBD_2018_OCT,,
ORANGE COUNTY SHERIFF'S OFFICE,SHADY GROVE BAPTIST CHURCH COMMUNITY HEALTH FAIR,21024 PINEY WOODS ROAD,ORANGE,VA,22960,"http://maps.google.com/maps?q=21024 PINEY WOODS ROAD,+ORANGE,+VA+22960&hl=en","21024 PINEY WOODS ROAD, ORANGE, VA 22960",DEA,NTBD_2018_OCT,-78.0122,38.169292
POWHATAN COUNTY SHERIFF'S OFFICE,POWHATAN COUNTY COURTHOUSE,3880 OLD BUCKINGHAM ROAD,POWHATAN,VA,23139,"http://maps.google.com/maps?q=3880 OLD BUCKINGHAM ROAD,+POWHATAN,+VA+23139&hl=en","3880 OLD BUCKINGHAM ROAD, POWHATAN, VA 23139",DEA,NTBD_2018_OCT,-77.91733,37.538166
STAFFORD COUNTY SHERIFF'S OFFICE,STAFFORD HOSPITAL CENTER SOUTH SIDE OF HOSPITAL NEAR ER,101 HOSPITAL CENTER BLVD,STAFFORD,VA,22554,"http://maps.google.com/maps?q=101 HOSPITAL CENTER BLVD,+STAFFORD,+VA+22554&hl=en","101 HOSPITAL CENTER BLVD, STAFFORD, VA 22554",DEA,NTBD_2018_OCT,-77.40418000000001,38.414642
VIRGINIA STATE POLICE,VIRGINIA STATE POLICE DIVISION I HQS POC: SGT MELANIE MCKENNEY,9300 BROOK ROAD,GLEN ALLEN,VA,23060,"http://maps.google.com/maps?q=9300 BROOK ROAD,+GLEN ALLEN,+VA+23060&hl=en","9300 BROOK ROAD, GLEN ALLEN, VA 23060",DEA,NTBD_2018_OCT,-77.45985999999999,37.65318
CHESTERFIELD COUNTY POLICE DEPARTMENT,WEGMANS,12501 STONE VILLAGE WAY,MIDLOTHIAN,VA,23113,"http://maps.google.com/maps?q=12501 STONE VILLAGE WAY,+MIDLOTHIAN,+VA+23113&hl=en","12501 STONE VILLAGE WAY, MIDLOTHIAN, VA 23113",DEA,NTBD_2018_OCT,-77.6277526,37.5023725
CHESAPEAKE POLICE DEPARTMENT,CHESAPEAKE POLICE 2ND PRECINCT,1209 20TH STREET,CHESAPEAKE,VA,23324,"http://maps.google.com/maps?q=1209 20TH STREET,+CHESAPEAKE,+VA+23324&hl=en","1209 20TH STREET, CHESAPEAKE, VA 23324",DEA,NTBD_2018_OCT,-76.2732592755102,36.8215021326531
CHESAPEAKE POLICE DEPARTMENT,CHESAPEAKE POLICE 4TH PRECINCT,4764 STATION HOUSE ROAD,CHESAPEAKE,VA,23321,"http://maps.google.com/maps?q=4764 STATION HOUSE ROAD,+CHESAPEAKE,+VA+23321&hl=en","4764 STATION HOUSE ROAD, CHESAPEAKE, VA 23321",DEA,NTBD_2018_OCT,-76.42785,36.84735
GLOUCESTER COUNTY SHERIFF'S OFFICE,GLOUCESTER PHARMACY,7453 HARGETT BLVD,GLOUCESTER,VA,23061,"http://maps.google.com/maps?q=7453 HARGETT BLVD,+GLOUCESTER,+VA+23061&hl=en","7453 HARGETT BLVD, GLOUCESTER, VA 23061",DEA,NTBD_2018_OCT,-76.54553,37.4181
GLOUCESTER COUNTY SHERIFF'S OFFICE,WALGREEN'S PHARMACY FRONT ENTRANCE,2418 GEORGE WASHINGTON MEMORIAL HIGHWAY,HAYES,VA,23072,"http://maps.google.com/maps?q=2418 GEORGE WASHINGTON MEMORIAL HIGHWAY,+HAYES,+VA+23072&hl=en","2418 GEORGE WASHINGTON MEMORIAL HIGHWAY, HAYES, VA 23072",DEA,NTBD_2018_OCT,-76.50010999999999,37.27609
HAMPTON POLICE DIVISION,SENTARA CAREPLEX HOSPITAL NEAR EMERGENCY ROOM ENTRANCE,3000 COLISEUM DRIVE,HAMPTON,VA,23666,"http://maps.google.com/maps?q=3000 COLISEUM DRIVE,+HAMPTON,+VA+23666&hl=en","3000 COLISEUM DRIVE, HAMPTON, VA 23666",DEA,NTBD_2018_OCT,-76.39764,37.063553000000006
HENRICO POLICE DEPARTMENT,EASTERN HENRICO RECREATION CENTER,1440 N. LABURNUM AVENUE,RICHMOND,VA,23223,"http://maps.google.com/maps?q=1440 N. LABURNUM AVENUE,+RICHMOND,+VA+23223&hl=en","1440 N. LABURNUM AVENUE, RICHMOND, VA 23223",DEA,NTBD_2018_OCT,-77.37881999999999,37.566722999999996
JAMES CITY COUNTY POLICE DEPARTMENT,JAMES CITY COUNTY POLICE DEPARTMENT LAW ENFORCEMENT CENTER,4600 OPPORTUNITY WAY,WILLIAMSBURG,VA,23188,"http://maps.google.com/maps?q=4600 OPPORTUNITY WAY,+WILLIAMSBURG,+VA+23188&hl=en","4600 OPPORTUNITY WAY, WILLIAMSBURG, VA 23188",DEA,NTBD_2018_OCT,-76.75887,37.33579
KING AND QUEEN SHERIFF'S OFFICE,NICK'S RESTAURANT SIDE PARKING LOT,3483 LEWIS B. PULLER HWY,SHACKLEFORDS,VA,23156,"http://maps.google.com/maps?q=3483 LEWIS B. PULLER HWY,+SHACKLEFORDS,+VA+23156&hl=en","3483 LEWIS B. PULLER HWY, SHACKLEFORDS, VA 23156",DEA,NTBD_2018_OCT,,
KING AND QUEEN SHERIFF'S OFFICE,PAMUNKEY REGIONAL LIBRARY FRONT PARKING LOT,396 NEWTOWN ROAD,SAINT STEPHENS CHURCH,VA,23148,"http://maps.google.com/maps?q=396 NEWTOWN ROAD,+SAINT STEPHENS CHURCH,+VA+23148&hl=en","396 NEWTOWN ROAD, SAINT STEPHENS CHURCH, VA 23148",DEA,NTBD_2018_OCT,,
NEW KENT COUNTY SHERIFF'S OFFICE,NEW KENT SHERIFF'S OFFICE,11995 COURTHOUSE CIRCLE,NEW KENT,VA,23124,"http://maps.google.com/maps?q=11995 COURTHOUSE CIRCLE,+NEW KENT,+VA+23124&hl=en","11995 COURTHOUSE CIRCLE, NEW KENT, VA 23124",DEA,NTBD_2018_OCT,-76.977264,37.517464000000004
NEWPORT NEWS POLICE DEPARTMENT,NEWPORT NEWS PD NORTH PRECINCT LOT BETWEEN POLICE AND FIRE DEPARTMENTS,368 DESHAZOR DRIVE,NEWPORT NEWS,VA,23608,"http://maps.google.com/maps?q=368 DESHAZOR DRIVE,+NEWPORT NEWS,+VA+23608&hl=en","368 DESHAZOR DRIVE, NEWPORT NEWS, VA 23608",DEA,NTBD_2018_OCT,-76.54385,37.12893
NEWPORT NEWS POLICE DEPARTMENT,NEWPORT NEWS PD SOUTH PRECINCT,3303 JEFFERSON AVENUE,NEWPORT NEWS,VA,23607,"http://maps.google.com/maps?q=3303 JEFFERSON AVENUE,+NEWPORT NEWS,+VA+23607&hl=en","3303 JEFFERSON AVENUE, NEWPORT NEWS, VA 23607",DEA,NTBD_2018_OCT,-76.42429,36.986618
NEWPORT NEWS POLICE DEPARTMENT,SENTARA PORT WARWICK AT THE EMERGENCY ROOM ENTRANCE,1031 LOFTIS BLVD.,NEWPORT NEWS,VA,23606,"http://maps.google.com/maps?q=1031 LOFTIS BLVD.,+NEWPORT NEWS,+VA+23606&hl=en","1031 LOFTIS BLVD., NEWPORT NEWS, VA 23606",DEA,NTBD_2018_OCT,-76.48553000000001,37.084755
NORFOLK POLICE DEPARTMENT,NORFOLK POLICE 3RD DIVISION FRONT ENTRANCE,901 ASBURY AVENUE,NORFOLK,VA,23513,"http://maps.google.com/maps?q=901 ASBURY AVENUE,+NORFOLK,+VA+23513&hl=en","901 ASBURY AVENUE, NORFOLK, VA 23513",DEA,NTBD_2018_OCT,-76.25005999999999,36.911892
NORFOLK POLICE DEPARTMENT,NORFOLK POLICE OPERATIONS CENTER FRONT ENTRANCE,3661 E. VIRGINIA BEACH BLVD,NORFOLK,VA,23502,"http://maps.google.com/maps?q=3661 E. VIRGINIA BEACH BLVD,+NORFOLK,+VA+23502&hl=en","3661 E. VIRGINIA BEACH BLVD, NORFOLK, VA 23502",DEA,NTBD_2018_OCT,-76.23745,36.854855
NORFOLK POLICE DEPARTMENT,NORFOLK POLICE TRAINING CENTER FRONT ENTRANCE,2500 N. MILITARY HWY,NORFOLK,VA,23502,"http://maps.google.com/maps?q=2500 N. MILITARY HWY,+NORFOLK,+VA+23502&hl=en","2500 N. MILITARY HWY, NORFOLK, VA 23502",DEA,NTBD_2018_OCT,-76.21408000000001,36.881943
NORFOLK STATE UNIVERSITY POLICE DEPARTMENT,NORFOLK STATE UNIVERSITY PD LOBBY AREA,2501 CORPREW AVE,NORFOLK,VA,23504,"http://maps.google.com/maps?q=2501 CORPREW AVE,+NORFOLK,+VA+23504&hl=en","2501 CORPREW AVE, NORFOLK, VA 23504",DEA,NTBD_2018_OCT,-76.2599,36.85049
OLD DOMINION UNIVERSITY POLICE DEPARTMENT,CVS,3717 HAMPTON BLVD,NORFOLK,VA,23508,"http://maps.google.com/maps?q=3717 HAMPTON BLVD,+NORFOLK,+VA+23508&hl=en","3717 HAMPTON BLVD, NORFOLK, VA 23508",DEA,NTBD_2018_OCT,-76.30212399999999,36.87904
POQUOSON POLICE DEPARTMENT,POQUOSON PHARMACY PARKING LOT,498 WYTHE CREEK ROAD,POQUOSON,VA,23662,"http://maps.google.com/maps?q=498 WYTHE CREEK ROAD,+POQUOSON,+VA+23662&hl=en","498 WYTHE CREEK ROAD, POQUOSON, VA 23662",DEA,NTBD_2018_OCT,-76.391464,37.1285
PORTSMOUTH POLICE DEPARTMENT,PORTSMOUTH FIRE STATION #3 FRONT DOOR,4001 RIVERSHORE ROAD,PORTSMOUTH,VA,23703,"http://maps.google.com/maps?q=4001 RIVERSHORE ROAD,+PORTSMOUTH,+VA+23703&hl=en","4001 RIVERSHORE ROAD, PORTSMOUTH, VA 23703",DEA,NTBD_2018_OCT,-76.37821,36.87869
PORTSMOUTH POLICE DEPARTMENT,PORTSMOUTH POLICE DEPARTMENT HEADQUARTERS,801 WATER ST,PORTSMOUTH,VA,23704,"http://maps.google.com/maps?q=801 WATER ST,+PORTSMOUTH,+VA+23704&hl=en","801 WATER ST, PORTSMOUTH, VA 23704",DEA,NTBD_2018_OCT,-76.296875,36.835353999999995
PORTSMOUTH POLICE DEPARTMENT,PORTSMOUTH SAFETY TOWN OUTSIDE FRONT DOOR,4404 DEEP CREEK BLVD,PORTSMOUTH,VA,23702,"http://maps.google.com/maps?q=4404 DEEP CREEK BLVD,+PORTSMOUTH,+VA+23702&hl=en","4404 DEEP CREEK BLVD, PORTSMOUTH, VA 23702",DEA,NTBD_2018_OCT,-76.32992,36.802456
SURRY COUNTY SHERIFF'S OFFICE,SURRY COUNTY CIRCUIT COURT HOUSE PARKING LOT,28 COLONIAL TRAIL EAST,SURRY,VA,23883,"http://maps.google.com/maps?q=28 COLONIAL TRAIL EAST,+SURRY,+VA+23883&hl=en","28 COLONIAL TRAIL EAST, SURRY, VA 23883",DEA,NTBD_2018_OCT,-76.73607,37.10924
TAPPAHANNOCK PD / ESSEX COUNTY SO,WAL-MART PARKING LOT OUTSIDE BETWEEN TWO ENTRANCES,1660 TAPPAHANNOCK BLVD,TAPPAHANNOCK,VA,22560,"http://maps.google.com/maps?q=1660 TAPPAHANNOCK BLVD,+TAPPAHANNOCK,+VA+22560&hl=en","1660 TAPPAHANNOCK BLVD, TAPPAHANNOCK, VA 22560",DEA,NTBD_2018_OCT,-76.86372,37.90757
WILLIAMSBURG POLICE DEPARTMENT,WILLIAMSBURG FIRE DEPARTMENT,WILLIAMSBURG FIRE DEPARTMENT440 N BOUNDARY STREET,WILLIAMSBURG,VA,23185,"http://maps.google.com/maps?q=WILLIAMSBURG FIRE DEPARTMENT,+WILLIAMSBURG,+VA+23185&hl=en","WILLIAMSBURG FIRE DEPARTMENT440 N BOUNDARY STREET, WILLIAMSBURG, VA 23185",DEA,NTBD_2018_OCT,,
YORK-POQUOSON SHERIFF'S OFFICE,YORK-POQUOSON SHERIFF'S OFFICE D.A.R.E. OFFICE NEXT TO SUBWAY,5338-D GEORGE WASHINGTON MEMORIAL HWY,YORKTOWN,VA,23692,"http://maps.google.com/maps?q=5338-D GEORGE WASHINGTON MEMORIAL HWY,+YORKTOWN,+VA+23692&hl=en","5338-D GEORGE WASHINGTON MEMORIAL HWY, YORKTOWN, VA 23692",DEA,NTBD_2018_OCT,,
CHESAPEAKE POLICE DEPARTMENT,CHESAPEAKE POLICE 3RD PRECINCT,949 NORTH GEORGE WASHINGTON HIGHWAY,CHESAPEAKE,VA,23323,"http://maps.google.com/maps?q=949 NORTH GEORGE WASHINGTON HIGHWAY,+CHESAPEAKE,+VA+23323&hl=en","949 NORTH GEORGE WASHINGTON HIGHWAY, CHESAPEAKE, VA 23323",DEA,NTBD_2018_OCT,,
CHESAPEAKE POLICE DEPARTMENT,CHESAPEAKE POLICE 5TH PRECINCT,400 VOLVO PARKWAY,CHESAPEAKE,VA,23320,"http://maps.google.com/maps?q=400 VOLVO PARKWAY,+CHESAPEAKE,+VA+23320&hl=en","400 VOLVO PARKWAY, CHESAPEAKE, VA 23320",DEA,NTBD_2018_OCT,-76.24503,36.76624
CHESAPEAKE SHERIFF'S OFFICE,CHESAPEAKE SHERIFF'S OFFICE ADMIN BUILDING ACROSS FROM CORRECTIONAL CENTER,401 ALBEMARLE DRIVE,CHESAPEAKE,VA,23322,"http://maps.google.com/maps?q=401 ALBEMARLE DRIVE,+CHESAPEAKE,+VA+23322&hl=en","401 ALBEMARLE DRIVE, CHESAPEAKE, VA 23322",DEA,NTBD_2018_OCT,-76.25084,36.71783
HENRICO POLICE DEPARTMENT,VARINA PUBLIC LIBRARY,1875 NEW MARKET ROAD,HENRICO,VA,23231,"http://maps.google.com/maps?q=1875 NEW MARKET ROAD,+HENRICO,+VA+23231&hl=en","1875 NEW MARKET ROAD, HENRICO, VA 23231",DEA,NTBD_2018_OCT,-77.3805015,37.459039
VIRGINIA STATE POLICE,VIRGINIA STATE POLICE - AREA 47 STATION POC: SGT ANDREA FISCHER,1557 S. MILITARY HIGHWAY,CHESAPEAKE,VA,23320,"http://maps.google.com/maps?q=1557 S. MILITARY HIGHWAY,+CHESAPEAKE,+VA+23320&hl=en","1557 S. MILITARY HIGHWAY, CHESAPEAKE, VA 23320",DEA,NTBD_2018_OCT,-76.23649,36.79607
HIGHLAND COUNTY SHERIFF'S OFFICE,HIGHLAND COUNTY SHERIFF'S OFFICE,145 WEST MAIN STREET,MONTEREY,VA,24465,"http://maps.google.com/maps?q=145 WEST MAIN STREET,+MONTEREY,+VA+24465&hl=en","145 WEST MAIN STREET, MONTEREY, VA 24465",DEA,NTBD_2018_OCT,-79.58168,38.412785
STAUNTON POLICE DEPARTMENT,AUGUSTA HEALTH STAUNTON URGENT CARE FISHER AUTO PARKING LEFT OF URGENT CARE BUILDING,795 STATLER BLVD,STAUNTON,VA,24401,"http://maps.google.com/maps?q=795 STATLER BLVD,+STAUNTON,+VA+24401&hl=en","795 STATLER BLVD, STAUNTON, VA 24401",DEA,NTBD_2018_OCT,-79.06606,38.139790000000005
WAYNESBORO POLICE DEPARTMENT,NEIGHBORHOOD MARKET PARKING LOT,1211 WEST BROAD STREET,WAYNESBORO,VA,22980,"http://maps.google.com/maps?q=1211 WEST BROAD STREET,+WAYNESBORO,+VA+22980&hl=en","1211 WEST BROAD STREET, WAYNESBORO, VA 22980",DEA,NTBD_2018_OCT,-78.89494,38.071194
AMELIA COUNTY SHERFF'S OFFICE,AMELIA PHARMACY INC. FRONT SIDEWALK BY STORE ENTRANCE,15412 PATRICK HENRY HWY.,AMELIA,VA,23002,"http://maps.google.com/maps?q=15412 PATRICK HENRY HWY.,+AMELIA,+VA+23002&hl=en","15412 PATRICK HENRY HWY., AMELIA, VA 23002",DEA,NTBD_2018_OCT,-77.96109,37.357662
AMELIA COUNTY SHERFF'S OFFICE,RITE AID PHARMACY FRONT SIDEWALK BY STORE ENTRANCE,15105 PATRICK HENRY HWY,AMELIA,VA,23002,"http://maps.google.com/maps?q=15105 PATRICK HENRY HWY,+AMELIA,+VA+23002&hl=en","15105 PATRICK HENRY HWY, AMELIA, VA 23002",DEA,NTBD_2018_OCT,-77.978122,37.351728
COLONIAL HEIGHTS POLICE DEPARTMENT,ASHLEY FURNITURE HOMESTORE PARKING LOT,1899 SOUTHPARK BLVD,COLONIAL HEIGHTS,VA,23834,"http://maps.google.com/maps?q=1899 SOUTHPARK BLVD,+COLONIAL HEIGHTS,+VA+23834&hl=en","1899 SOUTHPARK BLVD, COLONIAL HEIGHTS, VA 23834",DEA,NTBD_2018_OCT,-77.39029000000001,37.25226
DINWIDDIE COUNTY SHERIFF'S OFFICE,EASTSIDE ENHANCEMENT CENTER,7301 BOYDTON PLANK ROAD,PETERSBURG,VA,23803,"http://maps.google.com/maps?q=7301 BOYDTON PLANK ROAD,+PETERSBURG,+VA+23803&hl=en","7301 BOYDTON PLANK ROAD, PETERSBURG, VA 23803",DEA,NTBD_2018_OCT,-77.50399999999999,37.171215000000004
HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE DEPARTMENT PARKING LOT BY MAIN ENTRANCE,300 N. MAIN STREET,HOPEWELL,VA,23860,"http://maps.google.com/maps?q=300 N. MAIN STREET,+HOPEWELL,+VA+23860&hl=en","300 N. MAIN STREET, HOPEWELL, VA 23860",DEA,NTBD_2018_OCT,-77.28738,37.303955
PETERSBURG POLICE DEPARTMENT,CVS PHARMACY,2100 SOUTH CRATER RD,PETERSBURG,VA,23805,"http://maps.google.com/maps?q=2100 SOUTH CRATER RD,+PETERSBURG,+VA+23805&hl=en","2100 SOUTH CRATER RD, PETERSBURG, VA 23805",DEA,NTBD_2018_OCT,-77.380221,37.202468
PETERSBURG SHERIFF'S OFFICE,WALMART #2160 PARKING LOT-PETERSBURG,3500 SOUTH CRATER ROAD,PETERSBURG,VA,23805,"http://maps.google.com/maps?q=3500 SOUTH CRATER ROAD,+PETERSBURG,+VA+23805&hl=en","3500 SOUTH CRATER ROAD, PETERSBURG, VA 23805",DEA,NTBD_2018_OCT,-77.3675695331644,37.1796681
PRINCE GEORGE COUNTY POLICE DEPARTMENT,PRINCE GEORGE COUNTY POLICE DEPARTMENT SIDE PARKING LOT,6600 COURTHOUSE ROAD,PRINCE GEORGE,VA,23875,"http://maps.google.com/maps?q=6600 COURTHOUSE ROAD,+PRINCE GEORGE,+VA+23875&hl=en","6600 COURTHOUSE ROAD, PRINCE GEORGE, VA 23875",DEA,NTBD_2018_OCT,-77.28556,37.222195
BLACKSTONE (TOWN OF) POLICE DEPARTMENT,BLACKSTONE POLICE DEPT CONFERENCE ROOM,101 WEST ELM STREET,BLACKSTONE,VA,23824,"http://maps.google.com/maps?q=101 WEST ELM STREET,+BLACKSTONE,+VA+23824&hl=en","101 WEST ELM STREET, BLACKSTONE, VA 23824",DEA,NTBD_2018_OCT,-77.99789,37.079556
CURRITUCK COUNTY SHERIFF'S OFFICE,CURRITUCK FAMILY YMCA,130 COMMUNITY WAY,BARCO,NC,27917,"http://maps.google.com/maps?q=130 COMMUNITY WAY,+BARCO,+NC+27917&hl=en","130 COMMUNITY WAY, BARCO, NC 27917",DEA,NTBD_2018_OCT,-76.0119774,36.391072
FARMVILLE POLICE DEPARTMENT/LONGWOOD UNIVERSITY PD,MIDTOWN SQUARE IN FRONT OF CHICK-FIL-A,156 S. SOUTH STREET,FARMVILLE,VA,23901,"http://maps.google.com/maps?q=156 S. SOUTH STREET,+FARMVILLE,+VA+23901&hl=en","156 S. SOUTH STREET, FARMVILLE, VA 23901",DEA,NTBD_2018_OCT,-78.39215,37.300667
LAWRENCEVILLE POLICE DEPARTMENT,LAWRENCEVILLE MUNICIPAL BUILDING AT THE ENTRANCE TO THE POLICE DEPARTMENT,400 N. MAIN STREET,LAWRENCEVILLE,VA,23868,"http://maps.google.com/maps?q=400 N. MAIN STREET,+LAWRENCEVILLE,+VA+23868&hl=en","400 N. MAIN STREET, LAWRENCEVILLE, VA 23868",DEA,NTBD_2018_OCT,-77.847066,36.759592
ALLEGHANY COUNTY SHERIFF'S OFFICE,CVS/KROGER CLIFTON FORGE,1618 MAIN ST,CLIFTON FORGE,VA,24422,"http://maps.google.com/maps?q=1618 MAIN ST,+CLIFTON FORGE,+VA+24422&hl=en","1618 MAIN ST, CLIFTON FORGE, VA 24422",DEA,NTBD_2018_OCT,-79.81085999999999,37.81532
ALLEGHANY COUNTY SHERIFF'S OFFICE,WALMART SUPERCENTER,313 W. THACKER RD,COVINGTON,VA,24426,"http://maps.google.com/maps?q=313 W. THACKER RD,+COVINGTON,+VA+24426&hl=en","313 W. THACKER RD, COVINGTON, VA 24426",DEA,NTBD_2018_OCT,-79.991264,37.770309999999995
AMHERST COUNTY SHERIFF'S OFFICE,AMHERST COUNTY SHERIFF'S OFFICE PHONE NUMBER 434-946-9381,115 TAYLOR ST,AMHERST,VA,24521,"http://maps.google.com/maps?q=115 TAYLOR ST,+AMHERST,+VA+24521&hl=en","115 TAYLOR ST, AMHERST, VA 24521",DEA,NTBD_2018_OCT,-79.05006999999999,37.585613
APPOMATTOX COUNTY SHERIFF'S OFFICE,HOMETOWN PHARMACY,199 OLD COURTHOUSE ROAD,APPOMATTOX,VA,24522,"http://maps.google.com/maps?q=199 OLD COURTHOUSE ROAD,+APPOMATTOX,+VA+24522&hl=en","199 OLD COURTHOUSE ROAD, APPOMATTOX, VA 24522",DEA,NTBD_2018_OCT,-78.833145,37.36414
BLACKSBURG POLICE DEPARTMENT,BLACKSBURG RECREATION CENTER PARKING LOT,725 PATRICK HENRY DRIVE,BLACKSBURG,VA,24060,"http://maps.google.com/maps?q=725 PATRICK HENRY DRIVE,+BLACKSBURG,+VA+24060&hl=en","725 PATRICK HENRY DRIVE, BLACKSBURG, VA 24060",DEA,NTBD_2018_OCT,-80.41115,37.244152
BOTETOURT COUNTY SHERIFF'S OFFICE,KROGER DALEVILLE,72 KINGSTON DRIVE,DALEVILLE,VA,24083,"http://maps.google.com/maps?q=72 KINGSTON DRIVE,+DALEVILLE,+VA+24083&hl=en","72 KINGSTON DRIVE, DALEVILLE, VA 24083",DEA,NTBD_2018_OCT,-79.90982,37.396029999999996
BRAXTON CO. SHERRI'FS OFFICE,BRAXTON COUNTY COURT HOUSE IN FRONT OF COURTHOUSE,300 MAIN STREET,SUTTON,WV,26601,"http://maps.google.com/maps?q=300 MAIN STREET,+SUTTON,+WV+26601&hl=en","300 MAIN STREET, SUTTON, WV 26601",DEA,NTBD_2018_OCT,-80.70858,38.66451
BUENA VISTA POLICE DEPARTMENT,CVS PHARMACY EXTERIOR BREEZEWAY,2148 E. MIDLAND TRAIL,BUENA VISTA,VA,24416,"http://maps.google.com/maps?q=2148 E. MIDLAND TRAIL,+BUENA VISTA,+VA+24416&hl=en","2148 E. MIDLAND TRAIL, BUENA VISTA, VA 24416",DEA,NTBD_2018_OCT,-79.37808000000001,37.743973
CARROLL COUNTY SHERIFF'S OFFICE,CVS PHARMACY - HILLSVILLE,915 WEST STUART DRIVE,HILLSVILLE,VA,24343,"http://maps.google.com/maps?q=915 WEST STUART DRIVE,+HILLSVILLE,+VA+24343&hl=en","915 WEST STUART DRIVE, HILLSVILLE, VA 24343",DEA,NTBD_2018_OCT,-80.743546,36.7555
CHRISTIANSBURG POLICE DEPARTMENT,CVS PHARMACY PARKING LOT NEAR ENTRANCE,550 NORTH FRANKLIN ST,CHRISTIANSBURG,VA,24073,"http://maps.google.com/maps?q=550 NORTH FRANKLIN ST,+CHRISTIANSBURG,+VA+24073&hl=en","550 NORTH FRANKLIN ST, CHRISTIANSBURG, VA 24073",DEA,NTBD_2018_OCT,-80.41409,37.136925
CLAY COUNTY SHERIFF DEPT.,CLAY COUNTY COURT HOUSE FRONT DOOR/COURTYARD SQUARE,246 MAIN STREET,CLAY,WV,25043,"http://maps.google.com/maps?q=246 MAIN STREET,+CLAY,+WV+25043&hl=en","246 MAIN STREET, CLAY, WV 25043",DEA,NTBD_2018_OCT,-81.077156,38.4602
CRAIG COUNTY SHERIFF'S OFFICE,MARKET STREET PHARMACY PARKING LOT,317 MARKET ST,NEW CASTLE,VA,24127,"http://maps.google.com/maps?q=317 MARKET ST,+NEW CASTLE,+VA+24127&hl=en","317 MARKET ST, NEW CASTLE, VA 24127",DEA,NTBD_2018_OCT,-80.110726,37.503509
