,name,state,postal,googleMapsUrl,address,source,source_date,lat,lng
1840,BONNIE HURLBURT STUDENT CENTER,VA,24141,"http://maps.google.com/maps?q=700 CLEMENT ST.,+RADFORD,+VA+24141&hl=en","700 CLEMENT ST., RADFORD, VA 24141",DEA,NTBD2018,37.1364175,-80.5474269
1845,KROGER AT VALLEY GATEWAY NEAR FRONT ENTRANCE,VA,24012,"http://maps.google.com/maps?q=3970 VALLEY GATEWAY BLVD,+ROANOKE,+VA+24012&hl=en","3970 VALLEY GATEWAY BLVD, ROANOKE, VA 24012",DEA,NTBD2018,37.3130902,-79.8803238
1847,ROANOKE COUNTY FIRE STATION #1 PARKING LOT,VA,24019,"http://maps.google.com/maps?q=150 HERSHBERGER ROAD,+ROANOKE,+VA+24019&hl=en","150 HERSHBERGER ROAD, ROANOKE, VA 24019",DEA,NTBD2018,37.322777,-79.939397
1849,DEPARTMENT OF VETERANS AFFAIRS ENTRANCE TO BUILDING 143,VA,24153,"http://maps.google.com/maps?q=1970 ROANOKE BOULEVARD,+SALEM,+VA+24153&hl=en","1970 ROANOKE BOULEVARD, SALEM, VA 24153",DEA,NTBD2018,37.2761016,-80.0236843
1858,WALGREENS,NC,27701,"http://maps.google.com/maps?q=1812 HOLLOWAY STREET,+DURHAM,+NC+27701&hl=en","1812 HOLLOWAY STREET, DURHAM, NC 27701",DEA,NTBD2018,35.99255,-78.8698057
1859,KROGER PARKING LOT,WV,25951,"http://maps.google.com/maps?q=308 STOKES DRIVE,+HINTON,+WV+25951&hl=en","308 STOKES DRIVE, HINTON, WV 25951",DEA,NTBD2018,37.6600096,-80.8911248
1860,NC STATE UNIVERSITY POLICE DEPARTMENT FRONT LOBBY,NC,27695,"http://maps.google.com/maps?q=2610 WOLF VILLAGE WAY,+RALEIGH,+NC+27695&hl=en","2610 WOLF VILLAGE WAYCAMPUS BOX 7220, RALEIGH, NC 27695",DEA,NTBD2018,39.5029459,-78.7687253
1868,WAL-MART,NC,28504,"http://maps.google.com/maps?q=4101 W. VERNON AVE.,+KINSTON,+NC+28504&hl=en","4101 W. VERNON AVE., KINSTON, NC 28504",DEA,NTBD2018,35.2648774,-77.6462744
1873,JOHN SLACK PARK SHERIFF W WHITE,WV,25165,"https://www.google.com/maps/place/John+Slack+Park,+Coal+River+Rd,+Racine,+WV+25165/@38.1386451,-81.6459542,18z/data=!3m1!4b1!4m8!1m2!2m1!1sJOHN+SLACK+PARK+SHERIFF+W+WHITE!3m4!1s0x884f24565a845b1f:0x864dd6dd424054bc!8m2!3d38.1387023!4d-81.6449472","SR#3 GENERAL DELIVERY, RACINE, WV 25165",DEA,NTBD2018,38.1386451,-81.6459542
1876,FOOD CITY PHARMACY VANSANT FOOD CITY,VA,24656,"http://maps.google.com/maps?q=18765 RIVERSIDE DRIVE,+VANSANT,+VA+24656&hl=en","18765 RIVERSIDE DRIVE, VANSANT, VA 24656",DEA,NTBD2018,37.2367133,-82.104197
1882,MOOSE DRUG COMPANY,NC,28124,"http://maps.google.com/maps?q=8374 FRANKLIN ST. W.,+MOUNT PLEASANT,+NC+28124&hl=en","8374 FRANKLIN ST. W., MOUNT PLEASANT, NC 28124",DEA,NTBD2018,35.3990287,-80.435976
1885,CARTER COUNTY DETENTION CENTER INSIDE LOBBY AREA. OPEN 24HRS PER DAY.,TN,37643,"http://maps.google.com/maps?q=900 3RD ST.,+ELIZABETHTON,+TN+37643&hl=en","900 3RD ST., ELIZABETHTON, TN 37643",DEA,NTBD2018,36.3477361,-82.2093065
1887,DRUG EMPORIUM,WV,25302,"http://maps.google.com/maps?q=1603 KANAWHA BLVDWEST,+CHARLESTON,+WV+25302&hl=en","1603 KANAWHA BLVDWEST, CHARLESTON, WV 25302",DEA,NTBD2018,38.3675923,-81.6672736
1899,KENNA VOLUNTEER FIRE DEPARTMENT,WV,25248,"http://maps.google.com/maps?q=RT 21 AT PLEASANT VALLEY ROAD,+KENNA,+WV+25248&hl=en","RT 21 AT PLEASANT VALLEY ROAD, KENNA, WV 25248",DEA,NTBD2018,38.4504852,-81.6667695
1900,BUTLER FIRE DEPARTMENT,TN,37640,"http://maps.google.com/maps?q=PIERCE TOWN ROAD,+BUTLER,+TN+37640&hl=en","PIERCE TOWN ROAD, BUTLER, TN 37640",DEA,NTBD2018,36.3534563,-82.0371142
1902,SHADY VALLEY FIRE DEPT.,TN,37688,"http://maps.google.com/maps?q=10114 US 421 N,+SHADY VALLEY,+TN+37688&hl=en","10114 US 421 N, SHADY VALLEY, TN 37688",DEA,NTBD2018,36.5223319,-81.9337247
1907,KANNAPOLIS YMCA,NC,28081,"http://maps.google.com/maps?q=101 YMCA DRIVE,+KANNAPOLIS,+NC+28081&hl=en","101 YMCA DRIVE, KANNAPOLIS, NC 28081",DEA,NTBD2018,35.5037086,-80.6349246
1910,WAL-MART SUPER CENTER FOUNTAIN PLACE MALL,WV,25601,"http://maps.google.com/maps?q=U.S.  119/WV 73,+LOGAN,+WV+25601&hl=en","U.S.  119/WV 73, LOGAN, WV 25601",DEA,NTBD2018,37.8254661,-81.9987585
1911,MATEWAN POLICE DEPARTMENT,WV,25678,"https://www.google.com/maps/place/Matewan+Police+Department/@37.6220489,-82.165378,17z/data=!3m1!4b1!4m5!3m4!1s0x884f86da8821bd29:0x5ce5719aa95a2f4!8m2!3d37.6220489!4d-82.1631893?hl=en","ROUTE 65 MCCOY ALLEY, MATEWAN, WV 25678",DEA,NTBD2018,37.6220489,-82.165378
1912,MAGIC MART,WV,24801,"http://maps.google.com/maps?q=COAL HERITAGE RD,+WELCH,+WV+24801&hl=en","COAL HERITAGE RD, WELCH, WV 24801",DEA,NTBD2018,37.4240428,-81.5825056
1916,OAK HILL PD,WV,25901,"http://maps.google.com/maps?q=691 VIRGINIA ST,+OAK HILL,+WV+25901&hl=en","691 VIRGINIA ST, OAK HILL, WV 25901",DEA,NTBD2018,37.97947,-81.1465798
1917,CRAB ORCHARD PHARMACY,WV,25827,"http://maps.google.com/maps?q=1299 ROBERT C. BYRD DRIVE,+CRAB ORCHARD,+WV+25827&hl=en","1299 ROBERT C. BYRD DRIVE, CRAB ORCHARD, WV 25827",DEA,NTBD2018,37.7398147,-81.2345651
1918,RICHLANDS POLICE DEPARTMENT FRONT LOBBY,VA,24641,"http://maps.google.com/maps?q=1851 CRANWELL DRIVE,+RICHLANDS,+VA+24641&hl=en","1851 CRANWELL DRIVE, RICHLANDS, VA 24641",DEA,NTBD2018,37.0955747,-81.8001436
1919,BLUE DEVIL DRUG,VA,24224,"http://maps.google.com/maps?q=19408 HWY 58,+CASTLEWOOD,+VA+24224&hl=en","19408 HWY 58, CASTLEWOOD, VA 24224",DEA,NTBD2018,36.8733129,-82.3003417
1921,NEW GARDEN PHARMACY,VA,24260,"http://maps.google.com/maps?q=5300 REDBUD HWY,+HONAKER,+VA+24260&hl=en","5300 REDBUD HWY, HONAKER, VA 24260",DEA,NTBD2018,37.016249,-81.9743371
1929,FOOD LION BLOWING ROCK,NC,28605,"http://maps.google.com/maps?q=7533 VALLEY BLVD,+BLOWING ROCK,+NC+28605&hl=en","7533 VALLEY BLVD, BLOWING ROCK, NC 28605",DEA,NTBD2018,36.1373202,-81.669681
1930,FOOD LION WATAUGA VILLAGE SHOPPING CENTER,NC,28607,"http://maps.google.com/maps?q=350 VILLAGE DRIVE,+BOONE,+NC+28607&hl=en","350 VILLAGE DRIVE, BOONE, NC 28607",DEA,NTBD2018,36.1948661,-81.6412412
1931,FOOD LOION HWY 421 SOUTH,NC,28607,"http://maps.google.com/maps?q=1864 OLD US 421 SOUTH,+BOONE,+NC+28607&hl=en","1864 OLD US 421 SOUTH, BOONE, NC 28607",DEA,NTBD2018,36.2262187,-81.6111283
1932,FOSCOE FIRE DEPT.,NC,28604,"http://maps.google.com/maps?q=9230 HWY 105 SOUTH,+BANNER ELK,+NC+28604&hl=en","9230 HWY 105 SOUTH, BANNER ELK, NC 28604",DEA,NTBD2018,36.1568127,-81.7764378
1936,WVSP-OAK HILL SGT. J.L. MILAM/3044692915,WV,25901,"http://maps.google.com/maps?q=3057 MAIN ST,+OAK HILL,+WV+25901&hl=en","3057 MAIN ST, OAK HILL, WV 25901",DEA,NTBD2018,37.99733,-81.132296
1939,FOOD CITY,VA,24283,"http://maps.google.com/maps?q=16410 WISE ST,+SAINT PAUL,+VA+24283&hl=en","16410 WISE ST, SAINT PAUL, VA 24283",DEA,NTBD2018,36.9047973,-82.3162436
1941,MAGIC MART,WV,24870,"https://www.google.com/maps/place/Magic+Mart/@37.6931418,-81.6539174,17z/data=!3m1!4b1!4m5!3m4!1s0x884fa9baaaaaaaab:0xa4f685e36ae180af!8m2!3d37.6931418!4d-81.6517287?hl=en","759 OCEANA SQUARE/RTE 971, OCEANA, WV 24870",DEA,NTBD2018,37.6391418,-81.6539174
1942,RITE AID,WV,25882,"http://maps.google.com/maps?q=401 MORAN AVE,+MULLENS,+WV+25882&hl=en","401 MORAN AVE, MULLENS, WV 25882",DEA,NTBD2018,37.5854408,-81.37938
1943,RITE AID,WV,24874,"http://maps.google.com/maps?q=448 APPALACHIAN HWY,+PINEVILLE,+WV+24874&hl=en","448 APPALACHIAN HWY, PINEVILLE, WV 24874",DEA,NTBD2018,37.5872786,-81.533045
1950,ASHEVILLE REGIONAL AIRPORT,NC,28732,"http://maps.google.com/maps?q=61 TERMINAL DRIVE,+FLETCHER,+NC+28732&hl=en","61 TERMINAL DRIVE, FLETCHER, NC 28732",DEA,NTBD2018,35.4347918,-82.537607
1951,CVS PHARMACY,NC,28711,"http://maps.google.com/maps?q=425 W. STATE STREET,+BLACK MOUNTAIN,+NC+28711&hl=en","425 W. STATE STREET, BLACK MOUNTAIN, NC 28711",DEA,NTBD2018,35.6134464,-82.3266641
1955,WALGREEN'S,NC,28803,"http://maps.google.com/maps?q=1835 HENDERSONVILLE RD,+ASHEVILLE,+NC+28803&hl=en","1835 HENDERSONVILLE RD, ASHEVILLE, NC 28803",DEA,NTBD2018,35.502641,-82.5243444
1957,WALGREEN'S,NC,28805,"http://maps.google.com/maps?q=91 S. TUNNEL RD,+ASHEVILLE,+NC+28805&hl=en","91 S. TUNNEL RD, ASHEVILLE, NC 28805",DEA,NTBD2018,35.5778019,-82.5209364
1958,CEREDO PD,WV,25507,"http://maps.google.com/maps?q=766 B STREET,+CEREDO,+WV+25507&hl=en","766 B STREET, CEREDO, WV 25507",DEA,NTBD2018,38.3975163,-82.5578678
1961,CVS PHARMACY,NC,28722,"http://maps.google.com/maps?q=333 W. MILLS STREET,+COLUMBUS,+NC+28722&hl=en","333 W. MILLS STREET, COLUMBUS, NC 28722",DEA,NTBD2018,35.2478581,-82.2034361
1962,FOOD CITY,TN,37725,"http://maps.google.com/maps?q=123 WEST HWY 25/70,+DANDRIDGE,+TN+37725&hl=en","123 WEST HWY 25/70, DANDRIDGE, TN 37725",DEA,NTBD2018,36.016677,-83.425661
1964,FOOD CITY NEAR THE FRONT ENTRANCE,VA,24228,"http://maps.google.com/maps?q=410 CHASE STREET,+CLINTWOOD,+VA+24228&hl=en","410 CHASE STREET, CLINTWOOD, VA 24228",DEA,NTBD2018,37.1498145,-82.4538654
1966,FAIRFIELD GLADE POLICE DEPT,TN,38558,"http://maps.google.com/maps?q=7258 PEAVINE RD,+CROSSVILLE,+TN+38558&hl=en","7258 PEAVINE RD, CROSSVILLE, TN 38558",DEA,NTBD2018,36.005929,-84.8849858
1968,GATLINBURG PD,TN,37738,"http://maps.google.com/maps?q=1230 E. PKWY,+GATLINBURG,+TN+37738&hl=en","1230 E. PKWY, GATLINBURG, TN 37738",DEA,NTBD2018,35.7257518,-83.4795704
1975,HAWKINS COUNTY SHERIFF'S OFFICE,TN,37857,"http://maps.google.com/maps?q=117 JUSTIC CENTER DR,+ROGERSVILLE,+TN+37857&hl=en","117 JUSTIC CENTER DR, ROGERSVILLE, TN 37857",DEA,NTBD2018,36.4200824,-82.9951054
1980,KENTUCKY STATE POLICE,KY,40831,"http://maps.google.com/maps?q=3319 SOUTH US 421,+HARLAN,+KY+40831&hl=en","3319 SOUTH US 421, HARLAN, KY 40831",DEA,NTBD2018,36.8148548,-83.3147427
1982,KENTUCKY STATE POLICE,KY,41701,"http://maps.google.com/maps?q=100 JUSTICE DRIVE,+HAZARD,+KY+41701&hl=en","100 JUSTICE DRIVE, HAZARD, KY 41701",DEA,NTBD2018,37.29815,-83.2165098
1983,KENTUCKY STATE POLICE,KY,41102,"http://maps.google.com/maps?q=5975 STATE ROUTE US 60,+ASHLAND,+KY+41102&hl=en","5975 STATE ROUTE US 60, ASHLAND, KY 41102",DEA,NTBD2018,38.4372128,-82.6904356
1986,KENTUCKY STATE POLICE POST 9 PIKEVILLE,KY,41501,"http://maps.google.com/maps?q=3499 N MAYO TRAIL,+PIKEVILLE,+KY+41501&hl=en","3499 N MAYO TRAIL, PIKEVILLE, KY 41501",DEA,NTBD2018,37.5163804,-82.5628152
1991,FOOD CITY STORE NEAR FRONT ENTRANCE,VA,24277,"http://maps.google.com/maps?q=205 RIVER BEND ROAD,+PENNINGTON GAP,+VA+24277&hl=en","205 RIVER BEND ROAD, PENNINGTON GAP, VA 24277",DEA,NTBD2018,36.7627541,-83.0151821
1995,WALGREENS,TN,37354,"http://maps.google.com/maps?q=4440 US 411,+MADISONVILLE,+TN+37354&hl=en","4440 US 411, MADISONVILLE, TN 37354",DEA,NTBD2018,35.5167341,-84.3597286
1997,CARL D. PERKINS COMMUNITY CENTER,KY,40351,"http://maps.google.com/maps?q=CRAYTON JACKSON LANE,+MOREHEAD,+KY+40351&hl=en","CRAYTON JACKSON LANE, MOREHEAD, KY 40351",DEA,NTBD2018,38.1811975,-83.4689512
2001,FOOD CITY EAST,TN,37821,"http://maps.google.com/maps?q=416 EASTERN PLAZA,+NEWPORT,+TN+37821&hl=en","416 EASTERN PLAZA, NEWPORT, TN 37821",DEA,NTBD2018,35.9669266,-83.1813682
2006,WALMART,KY,40361,"http://maps.google.com/maps?q=305 LETTON DRIVE,+PARIS,+KY+40361&hl=en","305 LETTON DRIVE, PARIS, KY 40361",DEA,NTBD2018,38.1970063,-84.27808
2008,PUTNAM COUNTY SHERIFF'S DEPARTMENT,WV,25213,"http://maps.google.com/maps?q=SHERIFF'S DEPARTMENT,+WINFIELD,+WV+25213&hl=en","SHERIFF'S DEPARTMENT3389 WINFIELD ROAD, WINFIELD, WV 25213",DEA,NTBD2018,38.5333053,-81.8917558
2010,KSP POST 8 MOREHEAD,KY,40351,"http://maps.google.com/maps?q=1595 FLEMINGSBURG ROAD,+MOREHEAD,+KY+40351&hl=en","1595 FLEMINGSBURG ROAD, MOREHEAD, KY 40351",DEA,NTBD2018,38.1865667,-83.4767118
2012,FOOD COUNTRY OUTSIDE NEAR MAIN ENTRANCE,VA,24244,"http://maps.google.com/maps?q=42158 US 58,+DUFFIELD,+VA+24244&hl=en","42158 US 58, DUFFIELD, VA 24244",DEA,NTBD2018,36.710032,-82.7969772
2018,SULLIVAN COUNTY SHERIFF'S OFFICE,TN,37617,"http://maps.google.com/maps?q=140 BLOUNTSVILLE BYPASS,+BLOUNTVILLE,+TN+37617&hl=en","140 BLOUNTSVILLE BYPASS, BLOUNTVILLE, TN 37617",DEA,NTBD2018,36.536178,-82.3220721
2024,FOOD CITY - WEBER CITY NEAR FRONT ENTRANCE,VA,24290,"http://maps.google.com/maps?q=FRANK B. SMITH LN,+WEBER CITY,+VA+24290&hl=en","FRANK B. SMITH LN, WEBER CITY, VA 24290",DEA,NTBD2018,36.628614,-82.551171
2025,WEST VIRGINIA STATE POLICE SGT B K WELLMAN/3045285555,WV,25705,"http://maps.google.com/maps?q=3339 US ROUTE 60 EAST,+HUNTINGTON,+WV+25705&hl=en","3339 US ROUTE 60 EAST, HUNTINGTON, WV 25705",DEA,NTBD2018,38.4103222,-82.3746619
2027,WEST VIRGINIA STATE POLICE SGT. C.H.FLOWERS/304-586-2000,WV,25213,"http://maps.google.com/maps?q=3389 WINFIELD ROAD,+WINFIELD,+WV+25213&hl=en","3389 WINFIELD ROAD, WINFIELD, WV 25213",DEA,NTBD2018,38.5350399,-81.8705259
2031,FOOD CITY NEAR FRONT ENTRANCE,VA,24293,"http://maps.google.com/maps?q=207 WOODLAND DRIVE,+WISE,+VA+24293&hl=en","207 WOODLAND DRIVE, WISE, VA 24293",DEA,NTBD2018,36.9760627,-82.5924489
2032,WALMART,TN,37303,"http://maps.google.com/maps?q=1815 DECATUR PIKE,+ATHENS,+TN+37303&hl=en","1815 DECATUR PIKE, ATHENS, TN 37303",DEA,NTBD2018,35.4524931,-84.6312344
2033,ADAIR COUNTY SHERIFF'S OFFICE TACO BELL (PICK UP IN PARKING LOT),KY,42728,"http://maps.google.com/maps?q=899 JAMES TOWN STREET,+COLUMBIA,+KY+42728&hl=en","899 JAMES TOWN STREET, COLUMBIA, KY 42728",DEA,NTBD2018,37.0927952,-85.303584
2043,"SPRING CITY, CITY HALL TENT LOCATED IN THE FRONT PARKING LOT",TN,37381,"http://maps.google.com/maps?q=229 FRONT STREET,+SPRING CITY,+TN+37381&hl=en","229 FRONT STREET, SPRING CITY, TN 37381",DEA,NTBD2018,35.6918299,-84.8623718
2044,RUSSELL COUNTY SHERIFF'S OFFICE,KY,42629,"http://maps.google.com/maps?q=410 MONUMENT SQUARE #109,+JAMESTOWN,+KY+42629&hl=en","410 MONUMENT SQUARE #109, JAMESTOWN, KY 42629",DEA,NTBD2018,43.4560156,-71.220611
2047,NEW HAVEN VOLUNTEER FIRE DEPT,WV,25265,"http://maps.google.com/maps?q=407 5TH STREET,+NEW HAVEN,+WV+25265&hl=en","407 5TH STREET, NEW HAVEN, WV 25265",DEA,NTBD2018,38.9867078,-81.9728399
2049,WAVERLY VFD,WV,26184,"http://maps.google.com/maps?q=15425 EMERSON AVE,+WAVERLY,+WV+26184&hl=en","15425 EMERSON AVE, WAVERLY, WV 26184",DEA,NTBD2018,39.3395511,-81.398308
2052,BROWN COUNTY SHERIFFS OFFICE PARKING LOT,OH,45121,"http://maps.google.com/maps?q=750 MOUNT ORAB PIKE,+GEORGETOWN,+OH+45121&hl=en","750 MOUNT ORAB PIKE, GEORGETOWN, OH 45121",DEA,NTBD2018,38.874702,-83.8996653
2057,VIOLET TOWNSHIP MAINTENANCE GARAGE,OH,43147,"http://maps.google.com/maps?q=490 N CENTER ST,+PICKERINGTON,+OH+43147&hl=en","490 N CENTER STCORNER OF N CENTER & STEMEN RD, PICKERINGTON, OH 43147",DEA,NTBD2018,33.4621469,-111.8310735
2076,PICKERINGTON POLICE DEPARTMENT,OH,43147,"http://maps.google.com/maps?q=1311 REFUGEE RD.,+PICKERINGTON,+OH+43147&hl=en","1311 REFUGEE RD., PICKERINGTON, OH 43147",DEA,NTBD2018,39.9097788,-82.7923032
2081,CORNER OF 2ND ST AND PUTNAM ST,OH,45750,"http://maps.google.com/maps?q=CORNER OF 2ND ST AND PUTNAM ST,+MARIETTA,+OH+45750&hl=en","CORNER OF 2ND ST AND PUTNAM ST, MARIETTA, OH 45750",DEA,NTBD2018,39.4153499,-81.4546766
2085,WHITE OAK PHARMACY PARKING LOT,OH,45712,"http://maps.google.com/maps?q=8465 STATE ROUTE 339,+BARLOW,+OH+45712&hl=en","8465 STATE ROUTE 339, BARLOW, OH 45712",DEA,NTBD2018,39.397123,-81.666881
2087,WILLIAMSTOWN PD,WV,26187,"http://maps.google.com/maps?q=100 WEST 5TH ST,+WILLIAMSTOWN,+WV+26187&hl=en","100 WEST 5TH ST, WILLIAMSTOWN, WV 26187",DEA,NTBD2018,39.4007706,-81.4494855
2096,CENTRAL JOINT FIRE DEPARTMENT,OH,45103,"http://maps.google.com/maps?q=2401 OLD SR 32,+BATAVIA,+OH+45103&hl=en","2401 OLD SR 32, BATAVIA, OH 45103",DEA,NTBD2018,39.0737655,-84.1399975
2100,HARRISON COUNTY SHERIFF'S OFFICE,KY,41031,"http://maps.google.com/maps?q=113 W. PIKE ST.,+CYNTHIANA,+KY+41031&hl=en","113 W. PIKE ST., CYNTHIANA, KY 41031",DEA,NTBD2018,38.3890393,-84.2990118
2118,HARRIS TEETER- STEELECROFT,NC,28278,"http://maps.google.com/maps?q=13000 S TRYON,+CHARLOTTE,+NC+28278&hl=en","13000 S TRYON, CHARLOTTE, NC 28278",DEA,NTBD2018,35.1032504,-80.9908197
2129,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,NC,28422,"http://maps.google.com/maps?q=240 HOSPITAL DRIVE NE,+BOLIVIA,+NC+28422&hl=en","240 HOSPITAL DRIVE NE, BOLIVIA, NC 28422",DEA,NTBD2018,34.0312766,-78.2602512
2134,WEST FLORENCE HIGH SCHOOL,SC,29505,"http://maps.google.com/maps?q=221 BELTLINE DR.,+FLORENCE,+SC+29505&hl=en","221 BELTLINE DR., FLORENCE, SC 29505",DEA,NTBD2018,34.1945369,-79.825194
2136,FORT JACKSON MAIN POST EXCHANGE,SC,29207,"http://maps.google.com/maps?q=4110 MOSEBY STREET,+COLUMBIA,+SC+29207&hl=en","4110 MOSEBY STREET, COLUMBIA, SC 29207",DEA,NTBD2018,34.0225072,-80.9436517
2137,HOLLY RIDGE POLICE DEPARTMENT LT. EWAN S RICHARDS,NC,28445,"http://maps.google.com/maps?q=313,+HOLLY RIDGE,+NC+28445&hl=en","313SOUND ROAD, HOLLY RIDGE, NC 28445",DEA,NTBD2018,34.4950567,-77.5496046
2138,IRMO POLICE DEPARTMENT,SC,29063,"http://maps.google.com/maps?q=1230 COLUMBIA AVE.,+IRMO,+SC+29063&hl=en","1230 COLUMBIA AVE., IRMO, SC 29063",DEA,NTBD2018,34.0854886,-81.1799605
2155,CVS PHARMACY,NC,28460,"http://maps.google.com/maps?q=1309 NC HWY 210,+SNEADS FERRY,+NC+28460&hl=en","1309 NC HWY 210, SNEADS FERRY, NC 28460",DEA,NTBD2018,34.5256545,-77.4344699
2162,USC COLUMBIA CAMPUS,SC,29208,"http://maps.google.com/maps?q=CORNER GREENE AND BULL ST.,+COLUMBIA,+SC+29208&hl=en","CORNER GREENE AND BULL ST., COLUMBIA, SC 29208",DEA,NTBD2018,33.9972769,-81.0263024
2170,CLYBURN CENTER FOR PRIMARY CARE,SC,29801,"http://maps.google.com/maps?q=1000 CLYBURN PLACE,+AIKEN,+SC+29801&hl=en","1000 CLYBURN PLACE, AIKEN, SC 29801",DEA,NTBD2018,33.5734196,-81.7121368
2173,PINE ST. AND GOLD ST.,SC,29835,"http://maps.google.com/maps?q=100 N. PINE ST.,+MC CORMICK,+SC+29835&hl=en","100 N. PINE ST., MC CORMICK, SC 29835",DEA,NTBD2018,33.9136008,-82.2940126
2175,OCSO SUBSTATION,SC,29678,"http://maps.google.com/maps?q=302 MEMORIAL DRIVE,+SENECA,+SC+29678&hl=en","302 MEMORIAL DRIVE, SENECA, SC 29678",DEA,NTBD2018,34.6942016,-82.9892468
2177,BAPTIST EASLEY HOSPITAL,SC,29640,"http://maps.google.com/maps?q=200 FLEET DR,+EASLEY,+SC+29640&hl=en","200 FLEET DR, EASLEY, SC 29640",DEA,NTBD2018,34.8405496,-82.606976
2179,CLEMSON FREE CLINIC,SC,29631,"http://maps.google.com/maps?q=1200 CLEMSON,+CLEMSON,+SC+29631&hl=en","1200 CLEMSON, CLEMSON, SC 29631",DEA,NTBD2018,34.690034,-82.8298961
2182,PIGGLY WIGGLY,SC,29510,"http://maps.google.com/maps?q=15 W. ASHLAND ST.,+ANDREWS,+SC+29510&hl=en","15 W. ASHLAND ST., ANDREWS, SC 29510",DEA,NTBD2018,33.4548866,-79.5609586
2186,FRANKLIN COUNTY SHERIFF CID,GA,30521,"https://www.google.com/maps/place/Franklin+County+Detention+Center/@34.3690191,-83.2443742,17z/data=!3m1!4b1!4m5!3m4!1s0x88589f7815f0ea0d:0x3c7a43441d9ae795!8m2!3d34.3690191!4d-83.2421855?hl=en","159 A. T. MAULDIN DRIVE, CARNESVILLE, GA 30521",DEA,NTBD2018,34.3690191,-83.2443742
2193,SANTEE COOPER,SC,29461,"http://maps.google.com/maps?q=1 RIVERWOOD DRIVE,+MONCKS CORNER,+SC+29461&hl=en","1 RIVERWOOD DRIVE, MONCKS CORNER, SC 29461",DEA,NTBD2018,33.199181,-79.9805852
2195,VINCENT DRUG STORE,SC,29455,"http://maps.google.com/maps?q=110 PLANTED ROW LANE,+JOHNS ISLAND,+SC+29455&hl=en","110 PLANTED ROW LANE, JOHNS ISLAND, SC 29455",DEA,NTBD2018,32.6075017,-80.1471506
2201,WALMART,SC,29464,"http://maps.google.com/maps?q=1481 N. HIGHWAY 17,+MOUNT PLEASANT,+SC+29464&hl=en","1481 N. HIGHWAY 17, MOUNT PLEASANT, SC 29464",DEA,NTBD2018,32.8140601,-79.8456052
2205,WALGREENS,GA,30101,"http://maps.google.com/maps?q=6090 LAKE ACWORTH DRIVE,+ACWORTH,+GA+30101&hl=en","6090 LAKE ACWORTH DRIVE, ACWORTH, GA 30101",DEA,NTBD2018,34.0761987,-84.6548193
2208,ALPHARETTA FIRE STATION 83,GA,30009,"http://maps.google.com/maps?q=9600 WEST SIDE PKWY,+ALPHARETTA,+GA+30009&hl=en","9600 WEST SIDE PKWY, ALPHARETTA, GA 30009",DEA,NTBD2018,34.0503334,-84.3043566
2215,AVONDALE ESTATES PD,GA,30002,"http://maps.google.com/maps?q=21 N. AVONDALE PLAZA,+AVONDALE ESTATES,+GA+30002&hl=en","21 N. AVONDALE PLAZA, AVONDALE ESTATES, GA 30002",DEA,NTBD2018,33.7767372,-84.2662699
2216,BCSO CID ENTRANCE,TN,37311,"http://maps.google.com/maps?q=2290 BLYTHE AVE SE,+CLEVELAND,+TN+37311&hl=en","2290 BLYTHE AVE SE, CLEVELAND, TN 37311",DEA,NTBD2018,35.1333764,-84.8833379
2219,PRECINCT 1,GA,30060,"http://maps.google.com/maps?q=2380 COBB PKWY,+MARIETTA,+GA+30060&hl=en","2380 COBB PKWY, MARIETTA, GA 30060",DEA,NTBD2018,33.9013101,-84.482979
2221,CLIFTON SPRINGS HEALTH CENTER,GA,30058,"http://maps.google.com/maps?q=3110 CLIFTON SPRINGS ROAD,+LITHONIA,+GA+30058&hl=en","3110 CLIFTON SPRINGS ROAD, LITHONIA, GA 30058",DEA,NTBD2018,33.6932368,-84.2624345
2224,EAST DEKALB HEALTH CENTER,GA,30058,"http://maps.google.com/maps?q=2277 S. STONE MOUNTAIN-LITHONIA ROAD,+LITHONIA,+GA+30058&hl=en","2277 S. STONE MOUNTAIN-LITHONIA ROAD, LITHONIA, GA 30058",DEA,NTBD2018,33.7404918,-84.122651
2231,GWINNETT COUNTY POLICE DEPARTMENT,GA,30043,"http://maps.google.com/maps?q=2900 UNIVESTIY PARKWAY,+LAWRENCEVILLE,+GA+30043&hl=en","2900 UNIVESTIY PARKWAY, LAWRENCEVILLE, GA 30043",DEA,NTBD2018,33.982939,-83.9779224
2234,CVS PHARMACY,GA,30144,"http://maps.google.com/maps?q=2782 COBB PKWY.,+KENNESAW,+GA+30144&hl=en","2782 COBB PKWY., KENNESAW, GA 30144",DEA,NTBD2018,34.0231223,-84.625952
2238,MONROE POLICE DEPARTMENT,GA,30655,"http://maps.google.com/maps?q=WAYNE STREET,+MONROE,+GA+30655&hl=en","WAYNE STREET, MONROE, GA 30655",DEA,NTBD2018,33.7946614,-83.7140936
2240,WALMART SUPERCENTER TENT LOCATED AT THE PARKING LOT ENTRANCE,TN,37321,"http://maps.google.com/maps?q=3034 RHEA COUNTY HWY,+DAYTON,+TN+37321&hl=en","3034 RHEA COUNTY HWY, DAYTON, TN 37321",DEA,NTBD2018,35.4604181,-85.0439777
