name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date
COLLEGE PLACE POLICE DEPARTMENT,"WALMART *COLLECTION ON SUN, OCTOBER 28 ONLY*",1700 SE MEADOWBROOK BLVD,COLLEGE PLACE,WA,99324,"http://maps.google.com/maps?q=1700 SE MEADOWBROOK BLVD,+COLLEGE PLACE,+WA+99324&hl=en","1700 SE MEADOWBROOK BLVD, COLLEGE PLACE, WA 99324",DEA,NTBD_2018_OCT
MILTON-FREEWATER POLICE DEPARTMENT,MILTON-FREEWATER POLICE DEPARTMENT,722 S. MAIN ST.,MILTON FREEWATER,OR,97862,"http://maps.google.com/maps?q=722 S. MAIN ST.,+MILTON FREEWATER,+OR+97862&hl=en","722 S. MAIN ST., MILTON FREEWATER, OR 97862",DEA,NTBD_2018_OCT
PASCO POLICE DEPARTMENT,WALMART,4820 N ROAD 68,PASCO,WA,99301,"http://maps.google.com/maps?q=4820 N ROAD 68,+PASCO,+WA+99301&hl=en","4820 N ROAD 68, PASCO, WA 99301",DEA,NTBD_2018_OCT
BAKER CITY POLICE DEPT,BAKER CITY POLICE DEPT,1768 AUBURN AVE,BAKER CITY,OR,97814,"http://maps.google.com/maps?q=1768 AUBURN AVE,+BAKER CITY,+OR+97814&hl=en","1768 AUBURN AVE, BAKER CITY, OR 97814",DEA,NTBD_2018_OCT
CONNELL POLICE DEPARTMENT,CONNELL CITY HALL AVAILABLE M-F 9AM TO 5 PM,104 E ADAMS STREET,CONNELL,WA,99326,"http://maps.google.com/maps?q=104 E ADAMS STREET,+CONNELL,+WA+99326&hl=en","104 E ADAMS STREET, CONNELL, WA 99326",DEA,NTBD_2018_OCT
LA GRANDE PD,SAFEWAY PARKING LOT,2111 ADAMS AVE,LA GRANDE,OR,97850,"http://maps.google.com/maps?q=2111 ADAMS AVE,+LA GRANDE,+OR+97850&hl=en","2111 ADAMS AVE, LA GRANDE, OR 97850",DEA,NTBD_2018_OCT
ODESSA POLICE DEPARTMENT,ODESSA POLICE DEPARTMENT PLEASE CALL 509-725-3501 AT STATION FOR HELP,105 E FIRST AVENUE,ODESSA,WA,99159,"http://maps.google.com/maps?q=105 E FIRST AVENUE,+ODESSA,+WA+99159&hl=en","105 E FIRST AVENUE, ODESSA, WA 99159",DEA,NTBD_2018_OCT
MALHEUR COUNTY SHERIFF'S OFFICE,MALHEUR COUNTY SHERIFF'S OFFICE,151 B ST. WEST,VALE,OR,97918,"http://maps.google.com/maps?q=151 B ST. WEST,+VALE,+OR+97918&hl=en","151 B ST. WEST, VALE, OR 97918",DEA,NTBD_2018_OCT
WINNEMUCCA POLICE DEPT.,RIDLEY'S MARKET PARKING LOT,1125 W. WINNEMUCCA BL.,WINNEMUCCA,NV,89445,"http://maps.google.com/maps?q=1125 W. WINNEMUCCA  BL.,+WINNEMUCCA,+NV+89445&hl=en","1125 W. WINNEMUCCA BL., WINNEMUCCA, NV 89445",DEA,NTBD_2018_OCT
FERRY COUNTY CORRECTIONS,FERRY COUNTY CORRECTIONS,165 N JEFFERSON STREET,REPUBLIC,WA,99166,"http://maps.google.com/maps?q=165 N JEFFERSON STREET,+REPUBLIC,+WA+99166&hl=en","165 N JEFFERSON STREET, REPUBLIC, WA 99166",DEA,NTBD_2018_OCT
GUNNISON VALLEY POLICE DEPARTMENT,CENTERFIELD CITY HALL,130 S. MAIN ST.,CENTERFIELD,UT,84622,"http://maps.google.com/maps?q=130 S. MAIN ST.,+CENTERFIELD,+UT+84622&hl=en","130 S. MAIN ST., CENTERFIELD, UT 84622",DEA,NTBD_2018_OCT
NEPHI CITY POLICE DEPARTMENT,NEPHI CITY POLICE DEPARTMENT,42 EAST 200 NORTH,NEPHI,UT,84648,"http://maps.google.com/maps?q=42 EAST 200 NORTH,+NEPHI,+UT+84648&hl=en","42 EAST 200 NORTH, NEPHI, UT 84648",DEA,NTBD_2018_OCT
OTHELLO POLICE DEPARTMENT,OTHELLO POLICE DEPARTMENT,500 E MAIN STREET,OTHELLO,WA,99344,"http://maps.google.com/maps?q=500 E MAIN STREET,+OTHELLO,+WA+99344&hl=en","500 E MAIN STREET, OTHELLO, WA 99344",DEA,NTBD_2018_OCT
U.S. ARMY GARRISON DUGWAY POLICE DEPT,DUGWAY PROVING GROUND FIRE STATION,BLDG 5212DOOLOTTLE AVE,DUGWAY,UT,84022,"http://maps.google.com/maps?q=BLDG 5212,+DUGWAY,+UT+84022&hl=en","BLDG 5212DOOLOTTLE AVE, DUGWAY, UT 84022",DEA,NTBD_2018_OCT
UTAH HIGHWAY PATROL,BEAVER EMS BLD,1090 N. MAIN,BEAVER,UT,84713,"http://maps.google.com/maps?q=1090 N. MAIN,+BEAVER,+UT+84713&hl=en","1090 N. MAIN, BEAVER, UT 84713",DEA,NTBD_2018_OCT
IRON COUNTY SHERIFFS OFFICE,SMITH'S FOOD AND DRUG,633 SOUTH MAIN STREET,CEDAR CITY,UT,84720,"http://maps.google.com/maps?q=633 SOUTH MAIN STREET,+CEDAR CITY,+UT+84720&hl=en","633 SOUTH MAIN STREET, CEDAR CITY, UT 84720",DEA,NTBD_2018_OCT
BUREAU OF INDIAN AFFAIRS,IHS INDIAN HEALTH CLINIC,1 MAIN STREET,SUPAI,AZ,86435,"http://maps.google.com/maps?q=1 MAIN STREET,+SUPAI,+AZ+86435&hl=en","1 MAIN STREET, SUPAI, AZ 86435",DEA,NTBD_2018_OCT
ST. GEORGE POLICE DEPARTMENT,SMITH'S PARKING LOT,20 NORTH BLUFF STREET,SAINT GEORGE,UT,84770,"http://maps.google.com/maps?q=20 NORTH BLUFF STREET,+SAINT GEORGE,+UT+84770&hl=en","20 NORTH BLUFF STREET, SAINT GEORGE, UT 84770",DEA,NTBD_2018_OCT
NORTH LAS VEGAS P.D.,NORTH LAS VEGAS PD NORTHWEST AREA COMMAND STATION,3755 W. WASHBURN RD.,NORTH LAS VEGAS,NV,89031,"http://maps.google.com/maps?q=3755 W. WASHBURN RD.,+NORTH LAS VEGAS,+NV+89031&hl=en","3755 W. WASHBURN RD., NORTH LAS VEGAS, NV 89031",DEA,NTBD_2018_OCT
LAS VEGAS METROPOLITAN POLICE DEPT.,NORTHWEST AREA COMMAND,9850 W. CHEYENNE,LAS VEGAS,NV,89129,"http://maps.google.com/maps?q=9850 W. CHEYENNE,+LAS VEGAS,+NV+89129&hl=en","9850 W. CHEYENNE, LAS VEGAS, NV 89129",DEA,NTBD_2018_OCT
LAS VEGAS METROPOLITAN POLICE DEPT.,ENTERPRISE AREA COMMAND PARKING LOT,6975 W. WINDMILL,LAS VEGAS,NV,89113,"http://maps.google.com/maps?q=6975 W. WINDMILL,+LAS VEGAS,+NV+89113&hl=en","6975 W. WINDMILL, LAS VEGAS, NV 89113",DEA,NTBD_2018_OCT
HUALAPAI POLICE DEPARTMENT,HUALAPAI NATION POLICE DEPARTMENT LOBBY,468 DIAMOND CREEK ROAD,PEACH SPRINGS,AZ,86434,"http://maps.google.com/maps?q=468 DIAMOND CREEK ROAD,+PEACH SPRINGS,+AZ+86434&hl=en","468 DIAMOND CREEK ROAD, PEACH SPRINGS, AZ 86434",DEA,NTBD_2018_OCT
APACHE JUNCTION POLICE DEPARTMENT,APACHE JUNCTION POLICE DEPARTMENT INSIDE LOBBY,1001 N. IDAHO ROAD,APACHE JUNCTION,AZ,85119,"http://maps.google.com/maps?q=1001 N. IDAHO ROAD,+APACHE JUNCTION,+AZ+85119&hl=en","1001 N. IDAHO ROAD, APACHE JUNCTION, AZ 85119",DEA,NTBD_2018_OCT
AVONDALE POLICE DEPARTMENT,CVS BY THE FRONT ENTRANCE,280 N. AVONDALE BLVD,AVONDALE,AZ,85323,"http://maps.google.com/maps?q=280 N.  AVONDALE BLVD,+AVONDALE,+AZ+85323&hl=en","280 N. AVONDALE BLVD, AVONDALE, AZ 85323",DEA,NTBD_2018_OCT
BUCKEYE POLICE DEPARTMENT,BUCKEYE POLICE DEPARTMENT,21699 WEST YUMA RD. SUITE 104,BUCKEYE,AZ,85326,"http://maps.google.com/maps?q=21699 WEST YUMA RD. SUITE 104,+BUCKEYE,+AZ+85326&hl=en","21699 WEST YUMA RD. SUITE 104, BUCKEYE, AZ 85326",DEA,NTBD_2018_OCT
CAMP VERDE MARSHALS OFFICE,CAMP VERDE MARSHAL'S OFFICE,646 SOUTH 1ST STREET,CAMP VERDE,AZ,86322,"http://maps.google.com/maps?q=646 SOUTH 1ST STREET,+CAMP VERDE,+AZ+86322&hl=en","646 SOUTH 1ST STREET, CAMP VERDE, AZ 86322",DEA,NTBD_2018_OCT
CHANDLER POLICE DEPARTMENT,HAMILTON HIGH SCHOOL,3700 S. ARIZONA AVE.,CHANDLER,AZ,85248,"http://maps.google.com/maps?q=3700 S. ARIZONA AVE.,+CHANDLER,+AZ+85248&hl=en","3700 S. ARIZONA AVE., CHANDLER, AZ 85248",DEA,NTBD_2018_OCT
CHANDLER POLICE DEPARTMENT,WALGREENS,1919 N. DOBSON RD.,CHANDLER,AZ,85224,"http://maps.google.com/maps?q=1919 N. DOBSON RD.,+CHANDLER,+AZ+85224&hl=en","1919 N. DOBSON RD., CHANDLER, AZ 85224",DEA,NTBD_2018_OCT
CHANDLER POLICE DEPARTMENT,WALGREENS,1975 S. ALMA SCHOOL RD,CHANDLER,AZ,85286,"http://maps.google.com/maps?q=1975 S. ALMA SCHOOL RD,+CHANDLER,+AZ+85286&hl=en","1975 S. ALMA SCHOOL RD, CHANDLER, AZ 85286",DEA,NTBD_2018_OCT
CHINO VALLEY POLICE DEPARTMENT,CHINO VALLEY POLICE DEPARTMENT ENTRY LOBBY,1950 N. VOSS DRIVE,CHINO VALLEY,AZ,86323,"http://maps.google.com/maps?q=1950 N. VOSS DRIVE,+CHINO VALLEY,+AZ+86323&hl=en","1950 N. VOSS DRIVE, CHINO VALLEY, AZ 86323",DEA,NTBD_2018_OCT
COTTONWOOD POLICE DEPARTMENT,COTTONWOOD POLICE DEPARTMENT MAIN LOBBY,199 S 6TH ST,COTTONWOOD,AZ,86326,"http://maps.google.com/maps?q=199 S 6TH ST,+COTTONWOOD,+AZ+86326&hl=en","199 S 6TH ST, COTTONWOOD, AZ 86326",DEA,NTBD_2018_OCT
DAVIS-MONTHAN AFB,DAVIS MONTHAN BX/PHARMACY BLDG #2527,5405 E. GRANITE RD,TUCSON,AZ,85707,"http://maps.google.com/maps?q=5405 E. GRANITE RD,+TUCSON,+AZ+85707&hl=en","5405 E. GRANITE RD, TUCSON, AZ 85707",DEA,NTBD_2018_OCT
DPS,DEPARTMENT OF PUBLIC SAFETY,410 W. CENTENNIAL BLVD,CASA GRANDE,AZ,85122,"http://maps.google.com/maps?q=410 W. CENTENNIAL BLVD,+CASA GRANDE,+AZ+85122&hl=en","410 W. CENTENNIAL BLVD, CASA GRANDE, AZ 85122",DEA,NTBD_2018_OCT
EL MIRAGE POLICE DEPARTMENT,EL MIRAGE POLICE DEPARTMENT,12401 W. CINNABAR AVE,EL MIRAGE,AZ,85335,"http://maps.google.com/maps?q=12401 W. CINNABAR AVE,+EL MIRAGE,+AZ+85335&hl=en","12401 W. CINNABAR AVE, EL MIRAGE, AZ 85335",DEA,NTBD_2018_OCT
EL MIRAGE POLICE DEPARTMENT,FRY'S STORE,13982 WEST WADDELL,SURPRISE,AZ,85379,"http://maps.google.com/maps?q=13982 WEST WADDELL,+SURPRISE,+AZ+85379&hl=en","13982 WEST WADDELL, SURPRISE, AZ 85379",DEA,NTBD_2018_OCT
FORT MCDOWELL POLICE DEPARTMENT,FORT MCDOWELL PUBLIC SAFETY BLDG IN FRONT OF THE FIRE DEPARMENT,10755 N. FORT MCDOWELL ROAD,FORT MCDOWELL,AZ,85264,"http://maps.google.com/maps?q=10755 N. FORT MCDOWELL ROAD,+FORT MCDOWELL,+AZ+85264&hl=en","10755 N. FORT MCDOWELL ROAD, FORT MCDOWELL, AZ 85264",DEA,NTBD_2018_OCT
GILA RIVER POLICE DEPARTMENT,GILA RIVER FIRE DEPARTMENT FIRE STATION #423,599 W. SEEDFARM RD.,SACATON,AZ,85147,"http://maps.google.com/maps?q=599 W. SEEDFARM RD.,+SACATON,+AZ+85147&hl=en","599 W. SEEDFARM RD., SACATON, AZ 85147",DEA,NTBD_2018_OCT
GILBERT POLICE DEPARTMENT,GILBERT POLICE DEPARTMENT,75 E. CIVIC CENTER DR.,GILBERT,AZ,85296,"http://maps.google.com/maps?q=75 E. CIVIC CENTER DR.,+GILBERT,+AZ+85296&hl=en","75 E. CIVIC CENTER DR., GILBERT, AZ 85296",DEA,NTBD_2018_OCT
GLENDALE POLICE DEPARTMENT,CVS PHARMACY PARKING LOT SOUTHWEST CORNER OF OLIVE AND 51ST AVE,5125 W. OLIVE AVE,GLENDALE,AZ,85308,"http://maps.google.com/maps?q=5125 W. OLIVE AVE,+GLENDALE,+AZ+85308&hl=en","5125 W. OLIVE AVE, GLENDALE, AZ 85308",DEA,NTBD_2018_OCT
GLOBE POLICE DEPARTMENT,FRY'S FOOD AND DRUG STORE (PARKING LOT),2115 HWY 60 #200,GLOBE,AZ,85501,"http://maps.google.com/maps?q=2115 HWY 60 #200,+GLOBE,+AZ+85501&hl=en","2115 HWY 60 #200, GLOBE, AZ 85501",DEA,NTBD_2018_OCT
MAMMOTH POLICE DEPARTMENT,MAMMOTH POLICE DEPARTMENT,125 N. CLARK ST.,MAMMOTH,AZ,85618,"http://maps.google.com/maps?q=125 N. CLARK ST.,+MAMMOTH,+AZ+85618&hl=en","125 N. CLARK ST., MAMMOTH, AZ 85618",DEA,NTBD_2018_OCT
MARANA POLICE DEPARTMENT,TARGET FRONT ENTRANCE - SIDEWALK,3901 W. INA ROAD,TUCSON,AZ,85741,"http://maps.google.com/maps?q=3901 W. INA ROAD,+TUCSON,+AZ+85741&hl=en","3901 W. INA ROAD, TUCSON, AZ 85741",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,DREAMLAND VILLA,5502 EAST BUTTE,MESA,AZ,85205,"http://maps.google.com/maps?q=5502 EAST BUTTE,+MESA,+AZ+85205&hl=en","5502 EAST BUTTE, MESA, AZ 85205",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,HERMOSA PARK,2030 EAST SOUTHERN AVE,PHOENIX,AZ,85040,"http://maps.google.com/maps?q=2030 EAST SOUTHERN AVE,+PHOENIX,+AZ+85040&hl=en","2030 EAST SOUTHERN AVE, PHOENIX, AZ 85040",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,LEISURE WORLD,908 SOUTH POWER RD.,MESA,AZ,85206,"http://maps.google.com/maps?q=908 SOUTH POWER RD.,+MESA,+AZ+85206&hl=en","908 SOUTH POWER RD., MESA, AZ 85206",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,"MCSO DISTRICT IV, ANTHEM SUB-STATION",3701 WEST ANTHEM WAY(ANTHEM WAY & VENTURE CT),ANTHEM,AZ,85086,"http://maps.google.com/maps?q=3701 WEST ANTHEM WAY,+ANTHEM,+AZ+85086&hl=en","3701 WEST ANTHEM WAY(ANTHEM WAY & VENTURE CT), ANTHEM, AZ 85086",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,"MCSO DISTRICT IV,CAVE CREEK STATION",37622 NORTH CAVE CREEK ROAD,CAVE CREEK,AZ,85331,"http://maps.google.com/maps?q=37622 NORTH CAVE CREEK ROAD,+CAVE CREEK,+AZ+85331&hl=en","37622 NORTH CAVE CREEK ROAD, CAVE CREEK, AZ 85331",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,SUN CITY WEST POSSE OFFICE,20450 STARDUST BLVD,SUN CITY WEST,AZ,85375,"http://maps.google.com/maps?q=20450 STARDUST BLVD,+SUN CITY WEST,+AZ+85375&hl=en","20450 STARDUST BLVD, SUN CITY WEST, AZ 85375",DEA,NTBD_2018_OCT
MARICOPA COUNTY SHERIFF'S OFFICE,WALGREENS,5101 WEST INDIAN SCHOOL RD.,PHOENIX,AZ,85031,"http://maps.google.com/maps?q=5101 WEST INDIAN SCHOOL RD.,+PHOENIX,+AZ+85031&hl=en","5101 WEST INDIAN SCHOOL RD., PHOENIX, AZ 85031",DEA,NTBD_2018_OCT
MCAT,SAFEWAY,1601 NORTHPARK DRIVE,WINSLOW,AZ,86047,"http://maps.google.com/maps?q=1601 NORTHPARK DRIVE,+WINSLOW,+AZ+86047&hl=en","1601 NORTHPARK DRIVE, WINSLOW, AZ 86047",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,CENTRAL DISTRICT SUBSTATION (IN THE LOBBY),120 N. ROBSON,MESA,AZ,85201,"http://maps.google.com/maps?q=120 N. ROBSON,+MESA,+AZ+85201&hl=en","120 N. ROBSON, MESA, AZ 85201",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,FIESTA DISTRICT SUBSTATION (IN THE FRONT LOBBY),1010 W GROVE AVENUE,MESA,AZ,85210,"http://maps.google.com/maps?q=1010 W GROVE AVENUE,+MESA,+AZ+85210&hl=en","1010 W GROVE AVENUE, MESA, AZ 85210",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,FRY'S FOOD AND DRUG STORE-MCKELLIPS RD,5941 E. MCKELLIPS RD,MESA,AZ,85215,"http://maps.google.com/maps?q=5941 E. MCKELLIPS RD,+MESA,+AZ+85215&hl=en","5941 E. MCKELLIPS RD, MESA, AZ 85215",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,FRY'S FOOD AND DRUG STORE-SIGNAL BUTTE RD,2724 S. SIGNAL BUTTE RD,MESA,AZ,85209,"http://maps.google.com/maps?q=2724 S. SIGNAL BUTTE RD,+MESA,+AZ+85209&hl=en","2724 S. SIGNAL BUTTE RD, MESA, AZ 85209",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,RED MOUNTAIN DISTRICT SUBSTATION (FRONT PARKING LOT),4333 E. UNIVERSITY DR.,MESA,AZ,85205,"http://maps.google.com/maps?q=4333 E. UNIVERSITY DR.,+MESA,+AZ+85205&hl=en","4333 E. UNIVERSITY DR., MESA, AZ 85205",DEA,NTBD_2018_OCT
MESA POLICE DEPARTMENT,SUPERSTITION DISTRICT SUBSTATION (PARKING LOT),2430 S. ELLSWORTH ROAD,MESA,AZ,85209,"http://maps.google.com/maps?q=2430 S. ELLSWORTH ROAD,+MESA,+AZ+85209&hl=en","2430 S. ELLSWORTH ROAD, MESA, AZ 85209",DEA,NTBD_2018_OCT
ORO VALLEY POLICE DEPARTMENT,FRY'S,10661 N. ORACLE RD.,ORO VALLEY,AZ,85737,"http://maps.google.com/maps?q=10661 N. ORACLE RD.,+ORO VALLEY,+AZ+85737&hl=en","10661 N. ORACLE RD., ORO VALLEY, AZ 85737",DEA,NTBD_2018_OCT
PARADISE VALLEY POLICE DEPARTMENT,PARADISE VALLEY POLICE DEPARTMENT POLICE DEPARTMENT LOBBY,6433 EAST LINCOLN DRIVE,PARADISE VALLEY,AZ,85253,"http://maps.google.com/maps?q=6433 EAST LINCOLN DRIVE,+PARADISE VALLEY,+AZ+85253&hl=en","6433 EAST LINCOLN DRIVE, PARADISE VALLEY, AZ 85253",DEA,NTBD_2018_OCT
PASCUA YAQUI TRIBAL PD,SAN XAVIER DISTRICT OFFICE PARKING LOT,2018 SAN XAVIER RD.,TUCSON,AZ,85746,"http://maps.google.com/maps?q=2018 SAN XAVIER RD.,+TUCSON,+AZ+85746&hl=en","2018 SAN XAVIER RD., TUCSON, AZ 85746",DEA,NTBD_2018_OCT
PAYSON POLICE DEPARTMENT,WAL-MART (PARKING LOT) IN THE PARKING LOT ON THE FAR EAST SIDE.,300 N BEELINE HWY,PAYSON,AZ,85541,"http://maps.google.com/maps?q=300 N BEELINE HWY,+PAYSON,+AZ+85541&hl=en","300 N BEELINE HWY, PAYSON, AZ 85541",DEA,NTBD_2018_OCT
PEORIA POLICE DEPARTMENT,RIO VISTA COMMUNITY PARK INSIDE THE RECREATION CENTER,8866 WEST THUNDERBIRD RD.,PEORIA,AZ,85382,"http://maps.google.com/maps?q=8866 WEST THUNDERBIRD RD.,+PEORIA,+AZ+85382&hl=en","8866 WEST THUNDERBIRD RD., PEORIA, AZ 85382",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,AHWATUKEE TARGET STORE SOUTH MOUNTAIN PRECINCT,4734 E. RAY RD.,PHOENIX,AZ,85044,"http://maps.google.com/maps?q=4734 E. RAY RD.,+PHOENIX,+AZ+85044&hl=en","4734 E. RAY RD., PHOENIX, AZ 85044",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,BLACK MOUNTAIN PRECINCT FRY'S #694,2708 W. DOVE VALLEY RD.,PHOENIX,AZ,85085,"http://maps.google.com/maps?q=2708 W. DOVE VALLEY RD.,+PHOENIX,+AZ+85085&hl=en","2708 W. DOVE VALLEY RD., PHOENIX, AZ 85085",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,BLACK MOUNTAIN PRECINCT FRY'S #698,1311 E. BELL RD.,PHOENIX,AZ,85022,"http://maps.google.com/maps?q=1311 E. BELL RD.,+PHOENIX,+AZ+85022&hl=en","1311 E. BELL RD., PHOENIX, AZ 85022",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,CACTUS PARK PRECINCT FRY'S #127,4202 W. CACTUS RD.,PHOENIX,AZ,85029,"http://maps.google.com/maps?q=4202 W. CACTUS RD.,+PHOENIX,+AZ+85029&hl=en","4202 W. CACTUS RD., PHOENIX, AZ 85029",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,CACTUS PARK PRECINCT WALGREENS,4249 W. GLENDALE AVE.,PHOENIX,AZ,85051,"http://maps.google.com/maps?q=4249 W. GLENDALE AVE.,+PHOENIX,+AZ+85051&hl=en","4249 W. GLENDALE AVE., PHOENIX, AZ 85051",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,CENTRAL CITY PRECINCT,1902 SOUTH 16TH ST,PHOENIX,AZ,85034,"http://maps.google.com/maps?q=1902 SOUTH 16TH ST,+PHOENIX,+AZ+85034&hl=en","1902 SOUTH 16TH ST, PHOENIX, AZ 85034",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,DESERT HORIZON PRECINCT FRY'S #120,6321 E. GREENWAY RD.,SCOTTSDALE,AZ,85254,"http://maps.google.com/maps?q=6321 E. GREENWAY RD.,+SCOTTSDALE,+AZ+85254&hl=en","6321 E. GREENWAY RD., SCOTTSDALE, AZ 85254",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,MARYVALE PRECINCT FRY'S #126,6601 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85033,"http://maps.google.com/maps?q=6601 W. INDIAN SCHOOL RD.,+PHOENIX,+AZ+85033&hl=en","6601 W. INDIAN SCHOOL RD., PHOENIX, AZ 85033",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,MARYVALE PRECINCT FRY'S #79,2626 S. 83RD AVE.,PHOENIX,AZ,85043,"http://maps.google.com/maps?q=2626 S. 83RD AVE.,+PHOENIX,+AZ+85043&hl=en","2626 S. 83RD AVE., PHOENIX, AZ 85043",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,MOUNTAIN VIEW PRECINCT FRY'S #135,4505 E. THOMAS RD.,PHOENIX,AZ,85018,"http://maps.google.com/maps?q=4505 E. THOMAS RD.,+PHOENIX,+AZ+85018&hl=en","4505 E. THOMAS RD., PHOENIX, AZ 85018",DEA,NTBD_2018_OCT
PHOENIX POLICE DEPARTMENT,MOUNTAIN VIEW PRECINCT WALGREENS,3402 N. CENTRAL AVE,PHOENIX,AZ,85012,"http://maps.google.com/maps?q=3402 N. CENTRAL AVE,+PHOENIX,+AZ+85012&hl=en","3402 N. CENTRAL AVE, PHOENIX, AZ 85012",DEA,NTBD_2018_OCT
PIMA COUNTY SHERIFF'S DEPARTMENT,NANINI LIBRARY,7300 N. SHANNON RD.,TUCSON,AZ,85741,"http://maps.google.com/maps?q=7300 N. SHANNON RD.,+TUCSON,+AZ+85741&hl=en","7300 N. SHANNON RD., TUCSON, AZ 85741",DEA,NTBD_2018_OCT
PRESCOTT POLICE DEPARTMENT,PRESCOTT POLICE DEPARTMENT,222 SOUTH MARINA STREET,PRESCOTT,AZ,86303,"http://maps.google.com/maps?q=222 SOUTH MARINA STREET,+PRESCOTT,+AZ+86303&hl=en","222 SOUTH MARINA STREET, PRESCOTT, AZ 86303",DEA,NTBD_2018_OCT
PRESCOTT VALLEY POLICE DEPARTMENT,PRESCOTT VALLEY POLICE DEPARTMENT,7601 E. CIVIC CIRCLE,PRESCOTT VALLEY,AZ,86314,"http://maps.google.com/maps?q=7601 E. CIVIC CIRCLE,+PRESCOTT VALLEY,+AZ+86314&hl=en","7601 E. CIVIC CIRCLE, PRESCOTT VALLEY, AZ 86314",DEA,NTBD_2018_OCT
SAHUARITA POLICE DEPARTMENT,SAHUARITA POLICE DEPARTMENT,315 W. SAHUARITA CENTER WAY,SAHUARITA,AZ,85629,"http://maps.google.com/maps?q=315 W. SAHUARITA CENTER WAY,+SAHUARITA,+AZ+85629&hl=en","315 W. SAHUARITA CENTER WAY, SAHUARITA, AZ 85629",DEA,NTBD_2018_OCT
SCOTTSDALE POLICE DEPARTMENT,FOOTHILLS DISTRICT STATION PIMA AND MARKET ST BY THE FIRE STATION,20363 N PIMA RD.,SCOTTSDALE,AZ,85255,"http://maps.google.com/maps?q=20363 N PIMA RD.,+SCOTTSDALE,+AZ+85255&hl=en","20363 N PIMA RD., SCOTTSDALE, AZ 85255",DEA,NTBD_2018_OCT
SCOTTSDALE POLICE DEPARTMENT,GRANITE REEF SENIOR CENTER (INTERSECTION GRANITE REEF & MCDOWELL) MAIN ENTRANCE,1700 N. GRANITE REEF ROADIS JUST NORTH OF THE INTERSECTION,SCOTTSDALE,AZ,85257,"http://maps.google.com/maps?q=1700 N. GRANITE REEF ROAD,+SCOTTSDALE,+AZ+85257&hl=en","1700 N. GRANITE REEF ROADIS JUST NORTH OF THE INTERSECTION, SCOTTSDALE, AZ 85257",DEA,NTBD_2018_OCT
SEDONA POLICE DEPARTMENT,SEDONA POLICE DEPARTMENT SEDONA CITY COMPLEX SOUTH PARKING LOT (LOOK FOR SIGNS),100 ROADRUNNER DR,SEDONA,AZ,86336,"http://maps.google.com/maps?q=100 ROADRUNNER DR,+SEDONA,+AZ+86336&hl=en","100 ROADRUNNER DR, SEDONA, AZ 86336",DEA,NTBD_2018_OCT
SOUTH TUCSON POLICE DEPARTMENT,SOUTH TUCSON POLICE DEPARTMENT LOBBY ENTRANCE,1601 S. 6TH AVENUE,TUCSON,AZ,85713,"http://maps.google.com/maps?q=1601 S. 6TH AVENUE,+TUCSON,+AZ+85713&hl=en","1601 S. 6TH AVENUE, TUCSON, AZ 85713",DEA,NTBD_2018_OCT
TEMPE POLICE DEPARTMENT,"TEMPE POLICE SOUTH SUBSTATION S/E CORNER OF HARDY & CARVER, BETWEEN ELLIOT & WARNER",8201 S. HARDY DRIVE,TEMPE,AZ,85284,"http://maps.google.com/maps?q=8201 S. HARDY DRIVE,+TEMPE,+AZ+85284&hl=en","8201 S. HARDY DRIVE, TEMPE, AZ 85284",DEA,NTBD_2018_OCT
TOHONO O'DHAM NATION POLICE DEPARTMENT,TOHONO O'DHAM NATION POLICE DEPARTMENT TENT WILL BE SET UP IN FRONT OF TOPD,PD ROAD AND HWY 86,SELLS,AZ,85634,"http://maps.google.com/maps?q=PD ROAD AND HWY 86,+SELLS,+AZ+85634&hl=en","PD ROAD AND HWY 86, SELLS, AZ 85634",DEA,NTBD_2018_OCT
