name,address,state_x,postal_x,source_x,lat,lng,source_date_x,googleMapsUrl_x,county,googleMapsUrl_y,state_y,postal_y,source_y,source_date_y,_merge
RxDrugDropBox,"88 FIRST STREET, LEXINGTON, TN 38351",TN,38351.0,RXDrugDrop,35.64783,-88.39319,Dec2018,"https://www.google.com/maps/place/88%20First%20Street,%20%20Lexington,%20%20TN,%2038351",Henderson,,,,,,left_only
RxDrugDropBox,"7029 TELECOM DRIVE, MILAN, TN 38358",TN,38358.0,RXDrugDrop,35.90225,-88.75714,Dec2018,"https://www.google.com/maps/place/7029%20Telecom%20Drive,%20%20Milan,%20%20TN,%2038358",Gibson,,,,,,left_only
RxDrugDropBox,"300 INDUSTRIAL PARK DRIVE, SELMER, TN 38375",TN,38375.0,RXDrugDrop,35.1585,-88.59487,Dec2018,"https://www.google.com/maps/place/300%20Industrial%20Park%20Drive,%20%20Selmer,%20%20TN,%2038375",McNairy,,,,,,left_only
RxDrugDropBox,"707 NORTH MAIN STREET, COLUMBIA, TN 38401",TN,38401.0,RXDrugDrop,35.61608,-87.03368,Dec2018,"https://www.google.com/maps/place/707%20North%20Main%20Street,%20%20Columbia,%20%20TN,%2038401",Maury,,,,,,left_only
WALGREEN CO.,"1202 S JAMES CAMPBELL BLVD, COLUMBIA, TN 38401",TN,38401.0,DEA,35.60334,-87.0653,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C1202%20S%20JAMES%20CAMPBELL%20BLVD%2C+COLUMBIA%2C+TN+38401,Maury,,,,,,left_only
RxDrugDropBox,"111 WEST MAIN STREET, HOHENWALD, TN 38462",TN,38462.0,RXDrugDrop,35.54808,-87.55376,Dec2018,"https://www.google.com/maps/place/111%20West%20Main%20Street,%20%20Hohenwald,%20%20TN,%2038462",Lewis,,,,,,left_only
RxDrugDropBox,"437 SWAN AVENUE, HOHENWALD, TN 38462",TN,38462.0,RXDrugDrop,35.55378,-87.54091,Dec2018,"https://www.google.com/maps/place/437%20Swan%20Avenue,%20%20Hohenwald,%20%20TN,%2038462",Lewis,,,,,,left_only
RxDrugDropBox,"100 PUBLIC SQUARE, MT. PLEASANT, TN 38474",TN,38474.0,RXDrugDrop,35.5342,-87.20753,Dec2018,"https://www.google.com/maps/place/100%20Public%20Square,%20%20Mt.%20Pleasant,%20%20TN,%2038474",Maury,,,,,,left_only
GILES COUNTY SHERIFF'S OFFICE,"200 THOMAS GATLIN DRIVE, PULASKI, TN 38478",TN,38478.0,RXDrugDrop,35.21742000000001,-87.05606,Dec2018,"https://www.google.com/maps/place/200%20Thomas%20Gatlin%20Drive,%20%20Pulaski,%20%20TN,%2038478",Giles,,,,,,left_only
RxDrugDropBox,"10 EAST BROAD STREET, COOKEVILLE, TN 38501",TN,38501.0,RXDrugDrop,36.16341,-85.50555,Dec2018,"https://www.google.com/maps/place/10%20East%20Broad%20Street,%20%20Cookeville,%20%20TN,%2038501",Putnam,,,,,,left_only
RxDrugDropBox,"421 EAST SPRING STREET, COOKEVILLE, TN 38501",TN,38501.0,RXDrugDrop,36.16261,-85.51453000000002,Dec2018,"https://www.google.com/maps/place/421%20East%20Spring%20Street,%20%20Cookeville,%20%20TN,%2038501",Putnam,,,,,,left_only
WALGREEN CO.,"500 S WILLOW AVE, COOKEVILLE, TN 38501",TN,38501.0,DEA,36.15456,-85.51426,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C500%20S%20WILLOW%20AVE%2C+COOKEVILLE%2C+TN+38501,Putnam,,,,,,left_only
RxDrugDropBox,"215 WEST MAIN STREET, ALGOOD, TN 38506",TN,38506.0,RXDrugDrop,36.19272,-85.45123000000002,Dec2018,"https://www.google.com/maps/place/215%20West%20Main%20Street,%20%20Algood,%20%20TN,%2038506",Putnam,,,,,,left_only
RxDrugDropBox,"400 WEST LAKE AVENUE, CELINA, TN 38551",TN,38551.0,RXDrugDrop,36.55027000000001,-85.50726,Dec2018,"https://www.google.com/maps/place/400%20West%20Lake%20Avenue,%20%20Celina,%20%20TN,%2038551",Clay,,,,,,left_only
WALGREEN CO.,"82 ELMORE RD, CROSSVILLE, TN 38555",TN,38555.0,DEA,35.9620278333,-85.0370535,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C82%20ELMORE%20RD%2C+CROSSVILLE%2C+TN+38555,Cumberland,,,,,,left_only
HALL FAMILY PHARMACY,"433 WEST CENTRAL AVENUE, JAMESTOWN, TN 38556",TN,38556.0,DEA,36.43127,-84.9428,Dec2018,http://maps.google.com/maps?q=HALL%20FAMILY%20PHARMACY%2C433%20WEST%20CENTRAL%20AVENUE%2C+JAMESTOWN%2C+TN+38556,Fentress,http://maps.google.com/maps?q=HALL%20FAMILY%20PHARMACY%2C433%20WEST%20CENTRAL%20AVENUE%2C+JAMESTOWN%2C+TN+38556,TN,38556.0,DEA,Oct2018,both
RxDrugDropBox,"100 SOUTH SMITH ST., JAMESTOWN, TN 38556",TN,38556.0,RXDrugDrop,36.42699,-84.93308,Dec2018,"https://www.google.com/maps/place/100%20South%20Smith%20St.,%20%20Jamestown,%20%20TN,%2038556",Fentress,,,,,,left_only
RxDrugDropBox,"620 HOSPITAL DRIVE, GAINESBORO, TN 38562",TN,38562.0,RXDrugDrop,36.35021,-85.65635,Dec2018,"https://www.google.com/maps/place/620%20Hospital%20Drive,%20%20Gainesboro,%20%20TN,%2038562",Jackson,,,,,,left_only
RxDrugDropBox,"1010 JOHN T. POINDEXTER DRIVE, LIVINGSTON, TN 38570",TN,38570.0,RXDrugDrop,36.39634,-85.32411,Dec2018,"https://www.google.com/maps/place/1010%20John%20T.%20Poindexter%20Drive,%20%20Livingston,%20%20TN,%2038570",Overton,,,,,,left_only
RxDrugDropBox,"711 EAST COMMERCIAL AVENUE, MONTEREY, TN 38574",TN,38574.0,RXDrugDrop,36.14203,-85.2616,Dec2018,"https://www.google.com/maps/place/711%20East%20Commercial%20Avenue,%20%20Monterey,%20%20TN,%2038574",Putnam,,,,,,left_only
MS STATE VETERANS HOME,"120 VETERANS BLVD, OXFORD, MS 38655",MS,38655.0,DEA,34.329613,-89.51924,Dec2018,http://maps.google.com/maps?q=MS%20STATE%20VETERANS%20HOME%2C120%20VETERANS%20BLVD%2C+OXFORD%2C+MS+38655,Lafayette,,,,,,left_only
WALGREEN CO.,"817 W MAIN STREET, TUPELO, MS 38801",MS,38801.0,DEA,34.257256,-88.71616999999998,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C817%20W%20MAIN%20STREET%2C+TUPELO%2C+MS+38801,Lee,http://maps.google.com/maps?q=WALGREEN%20CO%2C817%20W%20MAIN%20STREET%2C+TUPELO%2C+MS+38801,MS,38801.0,DEA,Oct2018,both
WALGREEN CO.,"204 HIGHWAY 80 EAST, CLINTON, MS 39056",MS,39056.0,DEA,32.332754,-90.326269,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C204%20HIGHWAY%2080%20EAST%2C+CLINTON%2C+MS+39056,Hinds,,,,,,left_only
WALGREEN CO.,"1497 CANTON MART RD, JACKSON, MS 39211",MS,39211.0,DEA,32.366703,-90.14722,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C1497%20CANTON%20MART%20RD%2C+JACKSON%2C+MS+39211,Hinds,,,,,,left_only
WALGREEN CO.,"6130 HWY 49, HATTIESBURG, MS 39401",MS,39401.0,DEA,31.3242355,-89.3282045,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C6130%20HWY%2049%2C+HATTIESBURG%2C+MS+39401,Forrest,http://maps.google.com/maps?q=WALGREEN%20CO%2C6130%20HWY%2049%2C+HATTIESBURG%2C+MS+39401,MS,39401.0,DEA,Oct2018,both
WALGREEN CO.,"15371 DEDEAUX RD., GULFPORT, MS 39503",MS,39503.0,DEA,30.449503000000004,-89.09833499999998,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C15371%20DEDEAUX%20RD.%2C+GULFPORT%2C+MS+39503,Harrison,,,,,,left_only
USAF - KEESLER AFB MAIN PHARMACY,"301 FISHER ST BLDG 0468, BILOXI, MS 39534",MS,39534.0,DEA,30.411837,-88.912,Dec2018,http://maps.google.com/maps?q=USAF%20%20KEESLER%20AFB%20MAIN%20PHARMACY%2C301%20FISHER%20ST%20BLDG%200468%2C+BILOXI%2C+MS+39534,Harrison,,,,,,left_only
"APOTHECARE,LLC","82 MAIN STREET, PO BOX 919, MEADVILLE, MS 39653",MS,39653.0,DEA,31.472545,-90.892283,Dec2018,http://maps.google.com/maps?q=APOTHECARELLC%2C82%20MAIN%20STREET%2C+MEADVILLE%2C+MS+39653,Franklin,,,,,,left_only
USAF-14TH MEDICAL SQUADRON,"201 INDEPENDENCE DR, STE 109 BLDG 1100, COLUMBUS AFB, MS 39710",MS,39710.0,DEA,30.387923,-89.038216,Dec2018,http://maps.google.com/maps?q=USAFTH%20MEDICAL%20SQUADRON%2C201%20INDEPENDENCE%20DR%2C+COLUMBUS%20AFB%2C+MS+39710,Harrison,,,,,,left_only
Trimble County Sheriff's Office,"30 HWY 42 E, BEDFORD, KY 40006",KY,40006.0,MedReturn_Box,38.59338,-85.31735,Dec2018,"https://www.google.com/maps/place/30%20Hwy%2042%20E,%20Bedford%20KY%2040006",Trimble,,,,,,left_only
"KENTUCKY PHARMACY #1,LLC","182 FRANKFORT ROAD, SHELBYVILLE, KY 40065",KY,40065.0,DEA,38.210293,-85.20559,Dec2018,http://maps.google.com/maps?q=KENTUCKY%20PHARMACY%20LLC%2C182%20FRANKFORT%20ROAD%2C+SHELBYVILLE%2C+KY+40065,Shelby,,,,,,left_only
MEAD COUNTY SHERIFF'S OFFICE,"516 HILLCREST DR STE 14, BRANDENBURG, KY 40108",KY,40108.0,MedReturn_Box,38.00049,-86.17311,Dec2018,"https://www.google.com/maps/place/516%20HILLCREST%20DR%20STE%2014,%20BRANDENBURG%20KY%2040108",Meade,,,,,,left_only
PHARMBOY INVESTMENTS LLC,"1230 HIGH STREET, PO BOX 455, BRANDENBURG, KY 40108",KY,40108.0,DEA,37.99228,-86.18775,Dec2018,http://maps.google.com/maps?q=PHARMBOY%20INVESTMENTS%20LLC%2C1230%20HIGH%20STREET%2C+BRANDENBURG%2C+KY+40108,Meade,,,,,,left_only
CLOVERPORT POLICE DEPT,"212 W MAIN ST, CLOVERPORT, KY 40111",KY,40111.0,MedReturn_Box,37.83696,-86.63224,Dec2018,"https://www.google.com/maps/place/212%20W%20MAIN%20ST,%20CLOVERPORT%20KY%2040111",Breckinridge,,,,,,left_only
US ARMY- FT KNOX MAIN PX-PHARMACY,"160 BINTER STREET, FORT KNOX, KY 40121",KY,40121.0,DEA,37.8865734,-85.9539365,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20FT%20IRWIN%20MEDDAC%2CATTN%3A%20PHARMACY%20SERVICES%2C+FORT%20IRWIN%2C+CA+92310,Hardin,,,,,,left_only
US ARMY- IRELAND COMMUNITY HOSP/PHARM,"289 IRELAND AVE BLDG 851, FORT KNOX, KY 40121",KY,40121.0,DEA,37.9003532,-85.9414375,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20HEALTH%20CLINIC%20PHARMACY%2CPHARMACY%2C+ROCK%20ISLAND%2C+IL+61299,Hardin,,,,,,left_only
BRECKENRIDGE COUNTY SHERIFF'S OFFICE,"208 S MAIN ST, HARDINSBURG, KY 40143",KY,40143.0,MedReturn_Box,37.78092,-86.46155,Dec2018,"https://www.google.com/maps/place/208%20S%20MAIN%20ST,%20HARDINSBURG%20KY%2040143",Breckinridge,,,,,,left_only
IRVINGTON POLICE DEPT,"109 W CAROLINE, IRVINGTON, KY 40146",KY,40146.0,MedReturn_Box,37.88138,-86.28402,Dec2018,"https://www.google.com/maps/place/109%20W%20CAROLINE,%20IRVINGTON%20KY%2040146",Breckinridge,,,,,,left_only
MULDRAUGH POLICE DEPT,"120 S MAIN ST, MULDRAUGH, KY 40155",KY,40155.0,MedReturn_Box,37.93926,-85.99327,Dec2018,"https://www.google.com/maps/place/120%20S%20MAIN%20ST,%20MULDRAUGH%20KY%2040155",Meade,,,,,,left_only
CITY OF RADCLIFF POLICE DEPT,"411 W LINCOLN TRAIL BLVD, RADCLIFF, KY 40159",KY,40159.0,MedReturn_Box,37.83802,-85.94404,Dec2018,"https://www.google.com/maps/place/411%20W%20LINCOLN%20TRAIL%20BLVD,%20RADCLIFF%20KY%2040159",Hardin,,,,,,left_only
VINE GROVE POLICE DEPT,"300 W MAIN ST, VINE GROVE, KY 40175",KY,40175.0,MedReturn_Box,37.81084,-85.98384,Dec2018,"https://www.google.com/maps/place/300%20W%20MAIN%20ST,%20VINE%20GROVE%20KY%2040175",Hardin,,,,,,left_only
WESTPOINT POLICE DEPT,"509 ELM ST, WESTPOINT, KY 40177",KY,40177.0,MedReturn_Box,38.00032,-85.94751,Dec2018,"https://www.google.com/maps/place/509%20ELM%20ST,%20WESTPOINT%20KY%2040177",Hardin,,,,,,left_only
UNIVERSITY MEDICAL CENTER,"AMBULATORY CARE PHARMACY, 530 SOUTH JACKSON STREET, LOUISVILLE, KY 40202",KY,40202.0,DEA,38.24849,-85.7519759,April2018,http://maps.google.com/maps?q=UNIVERSITY%20MEDICAL%20CENTER%2CAMBULATORY%20CARE%20PHARMACY%2C+LOUISVILLE%2C+KY+40202,Jefferson,,,,,,left_only
UNIVERSITY OF LOUISVILLE HOSPITAL,"401 EAST CHESTNUT STREET, LOUISVILLE, KY 40202",KY,40202.0,DEA,38.24812295,-85.7468337735,April2018,http://maps.google.com/maps?q=UNIVERSITY%20OF%20LOUISVILLE%20HOSPITAL%2C401%20EAST%20CHESTNUT%20STREET%2C+LOUISVILLE%2C+KY+40202,Jefferson,http://maps.google.com/maps?q=UNIVERSITY%20OF%20LOUISVILLE%20HOSPITAL%2C401%20EAST%20CHESTNUT%20STREET%2C+LOUISVILLE%2C+KY+40202,KY,40202.0,DEA,Oct2018,both
"KENTUCKY CVS PHARMACY, L.L.C.","2222 BARDSTOWN RD., LOUISVILLE, KY 40205",KY,40205.0,DEA,38.2240856,-85.6929648,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2222%20BARDSTOWN%20RD.%2C+LOUISVILLE%2C+KY+40205,Jefferson,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2222%20BARDSTOWN%20RD.%2C+LOUISVILLE%2C+KY+40205,KY,40205.0,DEA,Oct2018,both
WALGREEN CO.,"5201 S. THIRD ST., LOUISVILLE, KY 40214",KY,40214.0,DEA,38.1722,-85.76787,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C5201%20S.%20THIRD%20ST.%2C+LOUISVILLE%2C+KY+40214,Jefferson,http://maps.google.com/maps?q=WALGREEN%20CO%2C5201%20S.%20THIRD%20ST.%2C+LOUISVILLE%2C+KY+40214,KY,40214.0,DEA,Oct2018,both
WALGREEN CO.,"3980 DIXIE HWY, LOUISVILLE, KY 40216",KY,40216.0,DEA,38.19277105,-85.8082625017,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C3980%20DIXIE%20HWY%2C+LOUISVILLE%2C+KY+40216,Jefferson,http://maps.google.com/maps?q=WALGREEN%20CO%2C3980%20DIXIE%20HWY%2C+LOUISVILLE%2C+KY+40216,KY,40216.0,DEA,Oct2018,both
"KENTUCKY CVS PHARMACY, L.L.C.","3700 BARDSTOWN RD, LOUISVILLE, KY 40218",KY,40218.0,DEA,38.1986358,-85.6599605333,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3700%20BARDSTOWN%20RD%2C+LOUISVILLE%2C+KY+40218,Jefferson,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3700%20BARDSTOWN%20RD%2C+LOUISVILLE%2C+KY+40218,KY,40218.0,DEA,Oct2018,both
WALGREEN CO.,"2021 HIKES LANE, LOUISIVILLE, KY 40218",KY,40218.0,DEA,38.19547,-85.66529,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C2021%20HIKES%20LANE%2C+LOUISIVILLE%2C+KY+40218,Jefferson,http://maps.google.com/maps?q=WALGREEN%20CO%2C2021%20HIKES%20LANE%2C+LOUISIVILLE%2C+KY+40218,KY,40218.0,DEA,Oct2018,both
WALGREEN CO.,"2360 STONY BROOK DRIVE, LOUISVILLE, KY 40220",KY,40220.0,DEA,38.21078455,-85.59888270479999,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C2360%20STONY%20BROOK%20DRIVE%2C+LOUISVILLE%2C+KY+40220,Jefferson,http://maps.google.com/maps?q=WALGREEN%20CO%2C2360%20STONY%20BROOK%20DRIVE%2C+LOUISVILLE%2C+KY+40220,KY,40220.0,DEA,Oct2018,both
"KENTUCKY CVS PHARMACY, L.L.C.","5121 ANTLE DRIVE, LOUISVILLE, KY 40229",KY,40229.0,DEA,38.08801575,-85.6685603217,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C5121%20ANTLE%20DRIVE%2C+LOUISVILLE%2C+KY+40229,Jefferson,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C5121%20ANTLE%20DRIVE%2C+LOUISVILLE%2C+KY+40229,KY,40229.0,DEA,Oct2018,both
WALGREEN CO.,"11930 STANDIFORD PLAZA DR, LOUISVILLE, KY 40229",KY,40229.0,DEA,38.08803865,-85.6667820202,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C11930%20STANDIFORD%20PLAZA%20DR%2C+LOUISVILLE%2C+KY+40229,Jefferson,,,,,,left_only
WALGREEN CO.,"12101 SHELBYVILLE ROAD, MIDDLETOWN, KY 40243",KY,40243.0,DEA,38.24859,-85.53128000000002,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C12101%20SHELBYVILLE%20ROAD%2C+MIDDLETOWN%2C+KY+40243,Jefferson,,,,,,left_only
WALGREEN CO.,"7338 DIXIE HWY, LOUISVILLE, KY 40258",KY,40258.0,DEA,38.14400115,-85.8400310268,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C7338%20DIXIE%20HWY%2C+LOUISVILLE%2C+KY+40258,Jefferson,http://maps.google.com/maps?q=WALGREEN%20CO%2C7338%20DIXIE%20HWY%2C+LOUISVILLE%2C+KY+40258,KY,40258.0,DEA,Oct2018,both
Georgetown Police Department,"1 QUALITY DRIVE SUITE C, GEORGETOWN, KY 40324",KY,40324.0,MedReturn_Box,38.18863,-84.54981,Dec2018,"https://www.google.com/maps/place/1%20Quality%20Drive%20Suite%20C,%20Georgetown%20KY%2040324",Scott,,,,,,left_only
"KENTUCKY CVS PHARMACY, L.L.C.","101 WEST SHOWALTER DRIVE, GEORGETOWN, KY 40324",KY,40324.0,DEA,38.1922143,-84.5626485,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C101%20WEST%20SHOWALTER%20DRIVE%2C+GEORGETOWN%2C+KY+40324,Scott,,,,,,left_only
MERCY HEALTH - MARCUM & WALLACE HOSPITAL LLC,"60 MERCY COURT, IRVINE, KY 40336",KY,40336.0,DEA,37.70588,-83.97778000000002,Dec2018,http://maps.google.com/maps?q=MERCY%20HEALTH%20%20MARCUM%20%20WALLACE%20HOSPITAL%20LLC%2C60%20MERCY%20COURT%2C+IRVINE%2C+KY+40336,Estill,http://maps.google.com/maps?q=MERCY%20HEALTH%20%20MARCUM%20%20WALLACE%20HOSPITAL%20LLC%2C60%20MERCY%20COURT%2C+IRVINE%2C+KY+40336,KY,40336.0,DEA,Oct2018,both
ST CLAIRE MEDICAL CENTER INC - RETAIL,"222 MEDICAL CIRCLE, MOREHEAD, KY 40351",KY,40351.0,DEA,38.18026,-83.44319,Dec2018,http://maps.google.com/maps?q=ST%20CLAIRE%20MEDICAL%20CENTER%20INC%20%20RETAIL%2C222%20MEDICAL%20CIRCLE%2C+MOREHEAD%2C+KY+40351,Rowan,http://maps.google.com/maps?q=ST%20CLAIRE%20MEDICAL%20CENTER%20INC%20%20RETAIL%2C222%20MEDICAL%20CIRCLE%2C+MOREHEAD%2C+KY+40351,KY,40351.0,DEA,Oct2018,both
Wilmore Police Department,"335 EAST MAIN STREET, WILMORE, KY 40390",KY,40390.0,RXDrugDrop,37.85865,-84.65957,Dec2018,"https://www.google.com/maps/place/335%20East%20Main%20Street,%20%20Wilmore,%20%20KY,%2040390",Jessamine,,,,,,left_only
RxDrugDropBox,"16 S. MAPLE ST, WINCHESTER, KY 40391",KY,40391.0,RXDrugDrop,37.99357,-84.17884000000002,Dec2018,"https://www.google.com/maps/place/16%20S.%20Maple%20St,%20%20Winchester,%20%20KY,%2040391",Clark,,,,,,left_only
BLUEGRASS DRUG STORE,"150 WAR ADMIRAL, STE 1, DANVILLE, KY 40422",KY,40422.0,DEA,37.66083,-84.79469,Dec2018,http://maps.google.com/maps?q=BLUEGRASS%20DRUG%20STORE%2C150%20WAR%20ADMIRAL%2C+DANVILLE%2C+KY+40422,Boyle,,,,,,left_only
BAPTIST HEALTH RICHMOND PROFESSIONAL PHARMACY,"793 EASTERN BY-PASS, STE G-1, RICHMOND, KY 40475",KY,40475.0,DEA,37.7308282,-84.2924567,Dec2018,http://maps.google.com/maps?q=BAPTIST%20HEALTH%20RICHMOND%20PROFESSIONAL%20PHARMACY%2C793%20EASTERN%20BY-PASS%2C+RICHMOND%2C+KY+40475,Madison,,,,,,left_only
BAPTIST HEALTH LEXINGTON RETAIL PHARMACY,"1700 NICHOLASVILLE ROAD, SUITE N1210, LEXINGTON, KY 40503",KY,40503.0,DEA,38.019276,-84.51375999999998,April2018,http://maps.google.com/maps?q=BAPTIST%20HEALTH%20LEXINGTON%20RETAIL%20PHARMACY%2C1700%20NICHOLASVILLE%20ROAD%2C+LEXINGTON%2C+KY+40503,Fayette,,,,,,left_only
"KENTUCKY CVS PHARMACY, L.L.C.","2000 HARRODSBURG ROAD, LEXINGTON, KY 40503",KY,40503.0,DEA,38.02580565,-84.5349217335,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2000%20HARRODSBURG%20ROAD%2C+LEXINGTON%2C+KY+40503,Fayette,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2000%20HARRODSBURG%20ROAD%2C+LEXINGTON%2C+KY+40503,KY,40503.0,DEA,Oct2018,both
UK PHARMACY SERVICES - TURFLAND,"2195 HARRODSBURG RD, LEXINGTON, KY 40504",KY,40504.0,DEA,38.024223,-84.53961,Dec2018,http://maps.google.com/maps?q=UK%20PHARMACY%20SERVICES%20%20TURFLAND%2C2195%20HARRODSBURG%20RD%2C+LEXINGTON%2C+KY+40504,Fayette,http://maps.google.com/maps?q=UK%20PHARMACY%20SERVICES%20%20TURFLAND%2C2195%20HARRODSBURG%20RD%2C+LEXINGTON%2C+KY+40504,KY,40504.0,DEA,Oct2018,both
WALGREEN CO.,"2001 HARRODSBURG RD, LEXINGTON, KY 40504",KY,40504.0,DEA,38.02655,-84.535126,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20HARRODSBURG%20RD%2C+LEXINGTON%2C+KY+40504,Fayette,http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20HARRODSBURG%20RD%2C+LEXINGTON%2C+KY+40504,KY,40504.0,DEA,Oct2018,both
LEXINGTON DIVISION OF POLICE,"150 EAST MAIN ST, LEXINGTON, KY 40507",KY,40507.0,MedReturn_Box,38.0452,-84.49635,Dec2018,"https://www.google.com/maps/place/150%20EAST%20MAIN%20ST,%20LEXINGTON%20KY%2040507",Fayette,,,,,,left_only
UNIVERSITY OF KENTUCKY - GOOD SAMARITAN RETAIL,"310 SOUTH LIMESTONE STREET, LEXINGTON, KY 40508",KY,40508.0,DEA,38.04327,-84.50145,Dec2018,http://maps.google.com/maps?q=UNIVERSITY%20OF%20KENTUCKY%20%20GOOD%20SAMARITAN%20RETAIL%2C310%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40508,Fayette,http://maps.google.com/maps?q=UNIVERSITY%20OF%20KENTUCKY%20%20GOOD%20SAMARITAN%20RETAIL%2C310%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40508,KY,40508.0,DEA,Oct2018,both
"KENTUCKY CVS PHARMACY, L.L.C.","3097 TODDS RD., LEXINGTON, KY 40509",KY,40509.0,DEA,38.009438,-84.42471,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3097%20TODDS%20RD.%2C+LEXINGTON%2C+KY+40509,Fayette,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3097%20TODDS%20RD.%2C+LEXINGTON%2C+KY+40509,KY,40509.0,DEA,Oct2018,both
VA MEDICAL CENTER,"2250 LEESTOWN ROAD, LEXINGTON, KY 40511",KY,40511.0,DEA,38.07752,-84.54153000000002,April2018,http://maps.google.com/maps?q=VA%20MEDICAL%20CENTER%2C2250%20LEESTOWN%20ROAD%2C+LEXINGTON%2C+KY+40511,Fayette,http://maps.google.com/maps?q=VA%20MEDICAL%20CENTER%2C2250%20LEESTOWN%20ROAD%2C+LEXINGTON%2C+KY+40511,KY,40511.0,DEA,Oct2018,both
KENTUCKY CLINIC PHARMACY,"740 SOUTH LIMESTONE STREET, J-134 KENTUCKY CLINIC, LEXINGTON, KY 40536",KY,40536.0,DEA,38.0336375,-84.50808590000003,Dec2018,http://maps.google.com/maps?q=KENTUCKY%20CLINIC%20PHARMACY%2C740%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40536,Fayette,http://maps.google.com/maps?q=KENTUCKY%20CLINIC%20PHARMACY%2C740%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40536,KY,40536.0,DEA,Oct2018,both
UNIVERSITY OF KENTUCKY,"830 SOUTH LIMESTONE STREET, LEXINGTON, KY 40536",KY,40536.0,DEA,38.03458,-84.50845,Dec2018,http://maps.google.com/maps?q=UNIVERSITY%20OF%20KENTUCKY%2C830%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40536,Fayette,http://maps.google.com/maps?q=UNIVERSITY%20OF%20KENTUCKY%2C830%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40536,KY,40536.0,DEA,Oct2018,both
UNIVERSITY OF KENTUCKY CHANDLER RETAIL PHARMACY,"1000 SOUTH LIMESTONE STREET, RM A.01.114, LEXINGTON, KY 40536",KY,40536.0,DEA,38.030612700000006,-84.50770779999998,Dec2018,http://maps.google.com/maps?q=UNIVERSITY%20OF%20KENTUCKY%20CHANDLER%20RETAIL%20PHARMACY%2C1000%20SOUTH%20LIMESTONE%20STREET%2C+LEXINGTON%2C+KY+40536,Fayette,,,,,,left_only
BRAY PHARMACY INC.,"662 EAST MAIN ST., FRANKFORT, KY 40601",KY,40601.0,DEA,38.20298,-84.84794000000002,Dec2018,http://maps.google.com/maps?q=BRAY%20PHARMACY%20INC%2C662%20EAST%20MAIN%20ST.%2C+FRANKFORT%2C+KY+40601,Franklin,,,,,,left_only
Franklin County Sheriff,"231 E. MAIN STREET, FRANKFORT, KY 40601",KY,40601.0,MedReturn_Box,38.19803,-84.86535,Dec2018,"https://www.google.com/maps/place/231%20E.%20Main%20Street,%20Frankfort%20KY%2040601",Franklin,,,,,,left_only
"KENTUCKY CVS PHARMACY, L.L.C.","1227 US HWY 127 S, FRANKFORT, KY 40601",KY,40601.0,DEA,38.17196,-84.89895,April2018,http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C1227%20US%20HWY%20127%20S%2C+FRANKFORT%2C+KY+40601,Franklin,,,,,,left_only
