name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address
DEXTER PRESCRIPTION CENTER INC,1453 JEFFERSON AVE,,"BUFFALO, NY 14208",http://maps.google.com/maps?q=DEXTER%20PRESCRIPTION%20CENTER%20INC%2C1453%20JEFFERSON%20AVE%2C+BUFFALO%2C+NY+14208,NY,14208,DEA,Oct2018,"1453 JEFFERSON AVE, BUFFALO, NY 14208"
FAMILY MEDICAL PHARMACY,120 PLAZA DRIVE,ATTN SUPERVISING PHARMACIST,"WILLIAMSVILLE, NY 14221",http://maps.google.com/maps?q=FAMILY%20MEDICAL%20PHARMACY%2C120%20PLAZA%20DRIVE%2C+WILLIAMSVILLE%2C+NY+14221,NY,14221,DEA,Oct2018,"120 PLAZA DRIVE, ATTN SUPERVISING PHARMACIST, WILLIAMSVILLE, NY 14221"
FRONTIER PHARMACY,1216 WEST 6TH STREET,,"ERIE, PA 16507",http://maps.google.com/maps?q=FRONTIER%20PHARMACY%2C1216%20WEST%206TH%20STREET%2C+ERIE%2C+PA+16507,PA,16507,DEA,Oct2018,"1216 WEST 6TH STREET, ERIE, PA 16507"
HERITAGE VILLAGE REHAB AND SKILLED NURSING INC,4600 RT 60,PO BOX 350,"GERRY, NY 14740",http://maps.google.com/maps?q=HERITAGE%20VILLAGE%20REHAB%20AND%20SKILLED%20NURSING%20INC%2C4600%20RT%2060%2C+GERRY%2C+NY+14740,NY,14740,DEA,Oct2018,"4600 RT 60, PO BOX 350, GERRY, NY 14740"
J RUTOWSKI & SONS,75 NORTH MAIN ST,,"WARSAW, NY 14569",http://maps.google.com/maps?q=J%20RUTOWSKI%20%20SONS%2C75%20NORTH%20MAIN%20ST%2C+WARSAW%2C+NY+14569,NY,14569,DEA,Oct2018,"75 NORTH MAIN ST, WARSAW, NY 14569"
J RUTOWSKI OF WANAKAH,S 4923 LAKESHORE ROAD,,"HAMBURG, NY 14075",http://maps.google.com/maps?q=J%20RUTOWSKI%20OF%20WANAKAH%2CS%204923%20LAKESHORE%20ROAD%2C+HAMBURG%2C+NY+14075,NY,14075,DEA,Oct2018,"S 4923 LAKESHORE ROAD, HAMBURG, NY 14075"
J. RUTOWSKI OF ELMA INC,2317 BOWEN RD,PO BOX 90,"ELMA, NY 14059",http://maps.google.com/maps?q=J%20RUTOWSKI%20OF%20ELMA%20INC%2C2317%20BOWEN%20RD%2C+ELMA%2C+NY+14059,NY,14059,DEA,Oct2018,"2317 BOWEN RD, PO BOX 90, ELMA, NY 14059"
LARWOOD PHARMACY INC,597 OAKWOOD AVE,ATTN: SUPERVISING PHARMACIST,"EAST AURORA, NY 14052",http://maps.google.com/maps?q=LARWOOD%20PHARMACY%20INC%2C597%20OAKWOOD%20AVE%2C+EAST%20AURORA%2C+NY+14052,NY,14052,DEA,Oct2018,"597 OAKWOOD AVE, ATTN: SUPERVISING PHARMACIST, EAST AURORA, NY 14052"
"MARKS, JEFFREY A.",9 WEST MAIN STREET,PO BOX 128,"FRIENDSHIP, NY 14739",http://maps.google.com/maps?q=MARKS%20JEFFREY%20A%2C9%20WEST%20MAIN%20STREET%2C+FRIENDSHIP%2C+NY+14739,NY,14739,DEA,Oct2018,"9 WEST MAIN STREET, PO BOX 128, FRIENDSHIP, NY 14739"
MEDINA MEMORIAL HOSPITAL INC,PHARMACY DEPARTMENT,200 OHIO ST,"MEDINA, NY 14103",http://maps.google.com/maps?q=MEDINA%20MEMORIAL%20HOSPITAL%20INC%2CPHARMACY%20DEPARTMENT%2C+MEDINA%2C+NY+14103,NY,14103,DEA,Oct2018,"PHARMACY DEPARTMENT, 200 OHIO ST, MEDINA, NY 14103"
MODEN-GIROUX,TRANSIT HILL PHARMACY,6344 TRANSIT RD,"DEPEW, NY 14043",http://maps.google.com/maps?q=MODENGIROUX%2CTRANSIT%20HILL%20PHARMACY%2C+DEPEW%2C+NY+14043,NY,14043,DEA,Oct2018,"TRANSIT HILL PHARMACY, 6344 TRANSIT RD, DEPEW, NY 14043"
MODEN-GIROUX INC,DBA/MIDDLEPORT FAMILY HEALTH C,81 ROCHESTER RD PO BOX 188,"MIDDLEPORT, NY 14105",http://maps.google.com/maps?q=MODENGIROUX%20INC%2CDBA/MIDDLEPORT%20FAMILY%20HEALTH%20C%2C+MIDDLEPORT%2C+NY+14105,NY,14105,DEA,Oct2018,"DBA/MIDDLEPORT FAMILY HEALTH C, 81 ROCHESTER RD PO BOX 188, MIDDLEPORT, NY 14105"
NICHOLSON PHARMACY INC.,36 SCHUYLER ST,,"BELMONT, NY 14813",http://maps.google.com/maps?q=NICHOLSON%20PHARMACY%20INC%2C36%20SCHUYLER%20ST%2C+BELMONT%2C+NY+14813,NY,14813,DEA,Oct2018,"36 SCHUYLER ST, BELMONT, NY 14813"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",10 DAVIS ST,,"BRADFORD, PA 16701",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C10%20DAVIS%20ST%2C+BRADFORD%2C+PA+16701,PA,16701,DEA,Oct2018,"10 DAVIS ST, BRADFORD, PA 16701"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",3800 PINE AVE,,"ERIE, PA 16504",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C3800%20PINE%20AVE%2C+ERIE%2C+PA+16504,PA,16504,DEA,Oct2018,"3800 PINE AVE, ERIE, PA 16504"
PERNA NIAGARA,DBA: TOPS MARKET #113,425 NIAGARA ST,"BUFFALO, NY 14201",http://maps.google.com/maps?q=PERNA%20NIAGARA%2CDBA%3A%20TOPS%20MARKET%20#113%2C+BUFFALO%2C+NY+14201,NY,14201,DEA,Oct2018,"DBA: TOPS MARKET #113, 425 NIAGARA ST, BUFFALO, NY 14201"
"RML PHARMACY, P.C.",4481 LAKESHORE RD.,,"HAMBURG, NY 14075",http://maps.google.com/maps?q=RML%20PHARMACY%20PC%2C4481%20LAKESHORE%20RD.%2C+HAMBURG%2C+NY+14075,NY,14075,DEA,Oct2018,"4481 LAKESHORE RD., HAMBURG, NY 14075"
ROSENKRANS PHARMACY INC,526 MAIN ST,,"MEDINA, NY 14103",http://maps.google.com/maps?q=ROSENKRANS%20PHARMACY%20INC%2C526%20MAIN%20ST%2C+MEDINA%2C+NY+14103,NY,14103,DEA,Oct2018,"526 MAIN ST, MEDINA, NY 14103"
RUTOWSKI OF KENMORE INC,2818 DELAWARE AVE,,"KENMORE, NY 14217",http://maps.google.com/maps?q=RUTOWSKI%20OF%20KENMORE%20INC%2C2818%20DELAWARE%20AVE%2C+KENMORE%2C+NY+14217,NY,14217,DEA,Oct2018,"2818 DELAWARE AVE, KENMORE, NY 14217"
SUMMIT PARK PHARMACY,2578 NIAGARA FALLS BLVD.,SUITE 100,"WHEATFIELD, NY 14304",http://maps.google.com/maps?q=SUMMIT%20PARK%20PHARMACY%2C2578%20NIAGARA%20FALLS%20BLVD.%2C+WHEATFIELD%2C+NY+14304,NY,14304,DEA,Oct2018,"2578 NIAGARA FALLS BLVD., SUITE 100, WHEATFIELD, NY 14304"
TILE PHARMACY,1031 CLEVELAND DRIVE,,"CHEEKTOWAGA, NY 14225",http://maps.google.com/maps?q=TILE%20PHARMACY%2C1031%20CLEVELAND%20DRIVE%2C+CHEEKTOWAGA%2C+NY+14225,NY,14225,DEA,Oct2018,"1031 CLEVELAND DRIVE, CHEEKTOWAGA, NY 14225"
TODAMAR INC DBA,320 S TRANSIT ST,,"LOCKPORT, NY 14094",http://maps.google.com/maps?q=TODAMAR%20INC%20DBA%2C320%20S%20TRANSIT%20ST%2C+LOCKPORT%2C+NY+14094,NY,14094,DEA,Oct2018,"320 S TRANSIT ST, LOCKPORT, NY 14094"
TOPS MARKETS,1275 JEFFERSON AVE,,"BUFFALO, NY 14208",http://maps.google.com/maps?q=TOPS%20MARKETS%2C1275%20JEFFERSON%20AVE%2C+BUFFALO%2C+NY+14208,NY,14208,DEA,Oct2018,"1275 JEFFERSON AVE, BUFFALO, NY 14208"
TOPS MARKETS,1460 SOUTH PARK AVENUE,,"BUFFALO, NY 14220",http://maps.google.com/maps?q=TOPS%20MARKETS%2C1460%20SOUTH%20PARK%20AVENUE%2C+BUFFALO%2C+NY+14220,NY,14220,DEA,Oct2018,"1460 SOUTH PARK AVENUE, BUFFALO, NY 14220"
TOPS MARKETS,2000 WASHINGTON ST,,"JAMESTOWN, NY 14701",http://maps.google.com/maps?q=TOPS%20MARKETS%2C2000%20WASHINGTON%20ST%2C+JAMESTOWN%2C+NY+14701,NY,14701,DEA,Oct2018,"2000 WASHINGTON ST, JAMESTOWN, NY 14701"
TOPS MARKETS,3201 SOUTHWESTERN BLVD.,,"ORCHARD PARK, NY 14127",http://maps.google.com/maps?q=TOPS%20MARKETS%2C3201%20SOUTHWESTERN%20BLVD.%2C+ORCHARD%20PARK%2C+NY+14127,NY,14127,DEA,Oct2018,"3201 SOUTHWESTERN BLVD., ORCHARD PARK, NY 14127"
TOPS MARKETS,3500 MAIN STREET,,"AMHERST, NY 14226",http://maps.google.com/maps?q=TOPS%20MARKETS%2C3500%20MAIN%20STREET%2C+AMHERST%2C+NY+14226,NY,14226,DEA,Oct2018,"3500 MAIN STREET, AMHERST, NY 14226"
TOPS MARKETS,658 W MAIN STREET,,"ARCADE, NY 14009",http://maps.google.com/maps?q=TOPS%20MARKETS%2C658%20W%20MAIN%20STREET%2C+ARCADE%2C+NY+14009,NY,14009,DEA,Oct2018,"658 W MAIN STREET, ARCADE, NY 14009"
TOPS MARKETS,7200 NIAGARA FALLS BLVD.,,"NIAGARA FALLS, NY 14304",http://maps.google.com/maps?q=TOPS%20MARKETS%2C7200%20NIAGARA%20FALLS%20BLVD.%2C+NIAGARA%20FALLS%2C+NY+14304,NY,14304,DEA,Oct2018,"7200 NIAGARA FALLS BLVD., NIAGARA FALLS, NY 14304"
TOPS MARKETS,890 YOUNG STREET,,"TONAWANDA, NY 14150",http://maps.google.com/maps?q=TOPS%20MARKETS%2C890%20YOUNG%20STREET%2C+TONAWANDA%2C+NY+14150,NY,14150,DEA,Oct2018,"890 YOUNG STREET, TONAWANDA, NY 14150"
TOPS MARKETS,C/O PHARMACY,700 THRUWAY PLAZA DR.,"CHEEKTOWAGA, NY 14225",http://maps.google.com/maps?q=TOPS%20MARKETS%2CC/O%20PHARMACY%2C+CHEEKTOWAGA%2C+NY+14225,NY,14225,DEA,Oct2018,"C/O PHARMACY, 700 THRUWAY PLAZA DR., CHEEKTOWAGA, NY 14225"
"TOPS MARKETS, LLC",2101 ELMWOOD AVE,,"BUFFALO, NY 14207",http://maps.google.com/maps?q=TOPS%20MARKETS%20LLC%2C2101%20ELMWOOD%20AVE%2C+BUFFALO%2C+NY+14207,NY,14207,DEA,Oct2018,"2101 ELMWOOD AVE, BUFFALO, NY 14207"
"TOPS MARKETS, LLC",2401 W. STATE STREET,,"OLEAN, NY 14760",http://maps.google.com/maps?q=TOPS%20MARKETS%20LLC%2C2401%20W.%20STATE%20STREET%2C+OLEAN%2C+NY+14760,NY,14760,DEA,Oct2018,"2401 W. STATE STREET, OLEAN, NY 14760"
"TOPS MARKETS, LLC",390 WEST MAIN ST,,"BATAVIA, NY 14020",http://maps.google.com/maps?q=TOPS%20MARKETS%20LLC%2C390%20WEST%20MAIN%20ST%2C+BATAVIA%2C+NY+14020,NY,14020,DEA,Oct2018,"390 WEST MAIN ST, BATAVIA, NY 14020"
"TOPS MARKETS, LLC",3955 VINEYARD DR.,,"DUNKIRK, NY 14048",http://maps.google.com/maps?q=TOPS%20MARKETS%20LLC%2C3955%20VINEYARD%20DR.%2C+DUNKIRK%2C+NY+14048,NY,14048,DEA,Oct2018,"3955 VINEYARD DR., DUNKIRK, NY 14048"
VIC VENA PHARMACY INC,1322 WEST STATE ST,,"OLEAN, NY 14760",http://maps.google.com/maps?q=VIC%20VENA%20PHARMACY%20INC%2C1322%20WEST%20STATE%20ST%2C+OLEAN%2C+NY+14760,NY,14760,DEA,Oct2018,"1322 WEST STATE ST, OLEAN, NY 14760"
"WALGREEN EASTERN CO., INC.",1328 ABBOTT ROAD,,"LACKAWANNA, NY 14218",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C1328%20ABBOTT%20ROAD%2C+LACKAWANNA%2C+NY+14218,NY,14218,DEA,Oct2018,"1328 ABBOTT ROAD, LACKAWANNA, NY 14218"
"WALGREEN EASTERN CO., INC.",2601 SHERIDAN DRIVE,,"TONAWANDA, NY 14150",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2601%20SHERIDAN%20DRIVE%2C+TONAWANDA%2C+NY+14150,NY,14150,DEA,Oct2018,"2601 SHERIDAN DRIVE, TONAWANDA, NY 14150"
"WALGREEN EASTERN CO., INC.",650 DELAWARE AVENUE,,"BUFFALO, NY 14202",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C650%20DELAWARE%20AVENUE%2C+BUFFALO%2C+NY+14202,NY,14202,DEA,Oct2018,"650 DELAWARE AVENUE, BUFFALO, NY 14202"
WESTFIELD COMMUNITY PHARMACY,55-57 EAST MAIN ST,,"WESTFIELD, NY 14787",http://maps.google.com/maps?q=WESTFIELD%20COMMUNITY%20PHARMACY%2C55-57%20EAST%20MAIN%20ST%2C+WESTFIELD%2C+NY+14787,NY,14787,DEA,Oct2018,"55-57 EAST MAIN ST, WESTFIELD, NY 14787"
WURLITZER FAMILY PHARMACY INC.,521 DIVISION ST,,"NORTH TONAWANDA, NY 14120",http://maps.google.com/maps?q=WURLITZER%20FAMILY%20PHARMACY%20INC%2C521%20DIVISION%20ST%2C+NORTH%20TONAWANDA%2C+NY+14120,NY,14120,DEA,Oct2018,"521 DIVISION ST, NORTH TONAWANDA, NY 14120"
AGH APOTHECARY,320 E. NORTH AVE,SUITE 111,"PITTSBURGH, PA 15212",http://maps.google.com/maps?q=AGH%20APOTHECARY%2C320%20E.%20NORTH%20AVE%2C+PITTSBURGH%2C+PA+15212,PA,15212,DEA,Oct2018,"320 E. NORTH AVE, SUITE 111, PITTSBURGH, PA 15212"
AHN PHARMACY,SUITE F,12311 PERRY HIGHWAY,"WEXFORD, PA 15090",http://maps.google.com/maps?q=AHN%20PHARMACY%2CSUITE%20F%2C+WEXFORD%2C+PA+15090,PA,15090,DEA,Oct2018,"SUITE F, 12311 PERRY HIGHWAY, WEXFORD, PA 15090"
AHN PHARMACY #5,SUITE 300,120 FIFTH AVENUE,"PITTSBURGH, PA 15222",http://maps.google.com/maps?q=AHN%20PHARMACY%2CSUITE%20300%2C+PITTSBURGH%2C+PA+15222,PA,15222,DEA,Oct2018,"SUITE 300, 120 FIFTH AVENUE, PITTSBURGH, PA 15222"
ALLIANCE COMMUNITY HOSPITAL,200 E. STATE ST,,"ALLIANCE, OH 44601",http://maps.google.com/maps?q=ALLIANCE%20COMMUNITY%20HOSPITAL%2C200%20E.%20STATE%20ST%2C+ALLIANCE%2C+OH+44601,OH,44601,DEA,Oct2018,"200 E. STATE ST, ALLIANCE, OH 44601"
BARNESVILLE HOSPITAL ASSN INC,639 W MAIN ST,,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=BARNESVILLE%20HOSPITAL%20ASSN%20INC%2C639%20W%20MAIN%20ST%2C+BARNESVILLE%2C+OH+43713,OH,43713,DEA,Oct2018,"639 W MAIN ST, BARNESVILLE, OH 43713"
BELLWOOD DRUGS,135 SOUTH MAIN STREET,,"WOODSFIELD, OH 43793",http://maps.google.com/maps?q=BELLWOOD%20DRUGS%2C135%20SOUTH%20MAIN%20STREET%2C+WOODSFIELD%2C+OH+43793,OH,43793,DEA,Oct2018,"135 SOUTH MAIN STREET, WOODSFIELD, OH 43793"
BELMONT CO HLTH SERVICES,DBA MORRISTOWN PHCY,66840 BELMONT-MORRISTOWN RD,"BELMONT, OH 43718",http://maps.google.com/maps?q=BELMONT%20CO%20HLTH%20SERVICES%2CDBA%20MORRISTOWN%20PHCY%2C+BELMONT%2C+OH+43718,OH,43718,DEA,Oct2018,"DBA MORRISTOWN PHCY, 66840 BELMONT-MORRISTOWN RD, BELMONT, OH 43718"
CARE-FILL PHARMACY,STE 1,43 WILLIAMSON RD,"GREENVILLE, PA 16125",http://maps.google.com/maps?q=CAREFILL%20PHARMACY%2CSTE%201%2C+GREENVILLE%2C+PA+16125,PA,16125,DEA,Oct2018,"STE 1, 43 WILLIAMSON RD, GREENVILLE, PA 16125"
CHEFFY DRUGS LLC,148 E MAIN ST,,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=CHEFFY%20DRUGS%20LLC%2C148%20E%20MAIN%20ST%2C+BARNESVILLE%2C+OH+43713,OH,43713,DEA,Oct2018,"148 E MAIN ST, BARNESVILLE, OH 43713"
CHRISTIAN PHARMACY,DBA CORNER PHARMACY,102 WEST MAIN ST,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=CHRISTIAN%20PHARMACY%2CDBA%20CORNER%20PHARMACY%2C+BARNESVILLE%2C+OH+43713,OH,43713,DEA,Oct2018,"DBA CORNER PHARMACY, 102 WEST MAIN ST, BARNESVILLE, OH 43713"
DAVIS BROTHERS PHARMACY,615 N CHESTER ST,,"NEW CUMBERLAND, WV 26047",http://maps.google.com/maps?q=DAVIS%20BROTHERS%20PHARMACY%2C615%20N%20CHESTER%20ST%2C+NEW%20CUMBERLAND%2C+WV+26047,WV,26047,DEA,Oct2018,"615 N CHESTER ST, NEW CUMBERLAND, WV 26047"
DAVIS BROTHERS PHARMACY - CHESTER,559 CAROLINA AVE STE B,,"CHESTER, WV 26034",http://maps.google.com/maps?q=DAVIS%20BROTHERS%20PHARMACY%20%20CHESTER%2C559%20CAROLINA%20AVE%20STE%20B%2C+CHESTER%2C+WV+26034,WV,26034,DEA,Oct2018,"559 CAROLINA AVE STE B, CHESTER, WV 26034"
DONORA UNION PHARMACY,601 MCKEAN AVE,,"DONORA, PA 15033",http://maps.google.com/maps?q=DONORA%20UNION%20PHARMACY%2C601%20MCKEAN%20AVE%2C+DONORA%2C+PA+15033,PA,15033,DEA,Oct2018,"601 MCKEAN AVE, DONORA, PA 15033"
FRANKLIN PHARM & HEALTH CARE,1732 YOUNGSTOWN RD,,"WARREN, OH 44484",http://maps.google.com/maps?q=FRANKLIN%20PHARM%20%20HEALTH%20CARE%2C1732%20YOUNGSTOWN%20RD%2C+WARREN%2C+OH+44484,OH,44484,DEA,Oct2018,"1732 YOUNGSTOWN RD, WARREN, OH 44484"
FRICK HOSPITAL,508 SOUTH CHURCH STREET,,"MT PLEASANT, PA 15666",http://maps.google.com/maps?q=FRICK%20HOSPITAL%2C508%20SOUTH%20CHURCH%20STREET%2C+MT%20PLEASANT%2C+PA+15666,PA,15666,DEA,Oct2018,"508 SOUTH CHURCH STREET, MT PLEASANT, PA 15666"
"GENOA HEALTHCARE, LLC","624 MARKET STREET N, STE 140",,"CANTON, OH 44702",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C624%20MARKET%20STREET%20N%2C%20STE%20140%2C+CANTON%2C+OH+44702,OH,44702,DEA,Oct2018,"624 MARKET STREET N, STE 140, CANTON, OH 44702"
"GENOA HEALTHCARE, LLC",625 CLEVELAND AVE NW,SUITE 301,"CANTON, OH 44702",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C625%20CLEVELAND%20AVE%20NW%2C+CANTON%2C+OH+44702,OH,44702,DEA,Oct2018,"625 CLEVELAND AVE NW, SUITE 301, CANTON, OH 44702"
"GENOA HEALTHCARE, LLC",726 WICK AVE,,"YOUNGSTOWN, OH 44505",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C726%20WICK%20AVE%2C+YOUNGSTOWN%2C+OH+44505,OH,44505,DEA,Oct2018,"726 WICK AVE, YOUNGSTOWN, OH 44505"
GRANE SUPPLY,105 GAMMA DR,SUITE 100,"PITTSBURGH, PA 15238",http://maps.google.com/maps?q=GRANE%20SUPPLY%2C105%20GAMMA%20DR%2C+PITTSBURGH%2C+PA+15238,PA,15238,DEA,Oct2018,"105 GAMMA DR, SUITE 100, PITTSBURGH, PA 15238"
HAYDENS PHARMACY,505 N 4TH ST,,"YOUNGWOOD, PA 15697",http://maps.google.com/maps?q=HAYDENS%20PHARMACY%2C505%20N%204TH%20ST%2C+YOUNGWOOD%2C+PA+15697,PA,15697,DEA,Oct2018,"505 N 4TH ST, YOUNGWOOD, PA 15697"
HERITAGE VALLEY PHARMACY,BEAVER CAMPUS/PHARMACY DEPT,1000 DUTCH RIDGE ROAD,"BEAVER, PA 15009",http://maps.google.com/maps?q=HERITAGE%20VALLEY%20PHARMACY%2CBEAVER%20CAMPUS/PHARMACY%20DEPT%2C+BEAVER%2C+PA+15009,PA,15009,DEA,Oct2018,"BEAVER CAMPUS/PHARMACY DEPT, 1000 DUTCH RIDGE ROAD, BEAVER, PA 15009"
HERITAGE VALLEY PHARMACY SEWICKLEY CAMP,720 BLACKBURN ROAD,,"SEWICKLEY, PA 15143",http://maps.google.com/maps?q=HERITAGE%20VALLEY%20PHARMACY%20SEWICKLEY%20CAMP%2C720%20BLACKBURN%20ROAD%2C+SEWICKLEY%2C+PA+15143,PA,15143,DEA,Oct2018,"720 BLACKBURN ROAD, SEWICKLEY, PA 15143"
HIGHLANDS HOSPITAL,401 EAST MURPHY AVE.,,"CONNELLSVILLE, PA 15425",http://maps.google.com/maps?q=HIGHLANDS%20HOSPITAL%2C401%20EAST%20MURPHY%20AVE.%2C+CONNELLSVILLE%2C+PA+15425,PA,15425,DEA,Oct2018,"401 EAST MURPHY AVE., CONNELLSVILLE, PA 15425"
HILLTOP PHARMACY,818 E. WARRINGTON AVENUE,,"PITTSBURGH, PA 15210",http://maps.google.com/maps?q=HILLTOP%20PHARMACY%2C818%20E.%20WARRINGTON%20AVENUE%2C+PITTSBURGH%2C+PA+15210,PA,15210,DEA,Oct2018,"818 E. WARRINGTON AVENUE, PITTSBURGH, PA 15210"
HYDE DRUG STORE,112 N LIBERTY ST,,"NEW CASTLE, PA 16102",http://maps.google.com/maps?q=HYDE%20DRUG%20STORE%2C112%20N%20LIBERTY%20ST%2C+NEW%20CASTLE%2C+PA+16102,PA,16102,DEA,Oct2018,"112 N LIBERTY ST, NEW CASTLE, PA 16102"
JAMESTOWN PHARMACY,121 LIBERTY STREET,PO BOX 395,"JAMESTOWN, PA 16134",http://maps.google.com/maps?q=JAMESTOWN%20PHARMACY%2C121%20LIBERTY%20STREET%2C+JAMESTOWN%2C+PA+16134,PA,16134,DEA,Oct2018,"121 LIBERTY STREET, PO BOX 395, JAMESTOWN, PA 16134"
LATROBE HOSPITAL ASSN,ATTENTION PHARMACY,ONE MELLON WAY,"LATROBE, PA 15650",http://maps.google.com/maps?q=LATROBE%20HOSPITAL%20ASSN%2CATTENTION%20PHARMACY%2C+LATROBE%2C+PA+15650,PA,15650,DEA,Oct2018,"ATTENTION PHARMACY, ONE MELLON WAY, LATROBE, PA 15650"
MERCER PHARMACY,737 GREENVILLE ROAD,,"MERCER, PA 16137",http://maps.google.com/maps?q=MERCER%20PHARMACY%2C737%20GREENVILLE%20ROAD%2C+MERCER%2C+PA+16137,PA,16137,DEA,Oct2018,"737 GREENVILLE ROAD, MERCER, PA 16137"
MOUNDSVILLE PHARMACY,118 NORTH LAFAYETTE AVENUE,,"MOUNDSVILLE, WV 26041",http://maps.google.com/maps?q=MOUNDSVILLE%20PHARMACY%2C118%20NORTH%20LAFAYETTE%20AVENUE%2C+MOUNDSVILLE%2C+WV+26041,WV,26041,DEA,Oct2018,"118 NORTH LAFAYETTE AVENUE, MOUNDSVILLE, WV 26041"
NEW MARTINSVILLE PHARMACY,155 NORTH STREET,,"NEW MARTINSVILLE, WV 26155",http://maps.google.com/maps?q=NEW%20MARTINSVILLE%20PHARMACY%2C155%20NORTH%20STREET%2C+NEW%20MARTINSVILLE%2C+WV+26155,WV,26155,DEA,Oct2018,"155 NORTH STREET, NEW MARTINSVILLE, WV 26155"
NORTHWEST PHARMACY SOLUTIONS,740 N MAIN ST EXT,STE 001,"MEADVILLE, PA 16335",http://maps.google.com/maps?q=NORTHWEST%20PHARMACY%20SOLUTIONS%2C740%20N%20MAIN%20ST%20EXT%2C+MEADVILLE%2C+PA+16335,PA,16335,DEA,Oct2018,"740 N MAIN ST EXT, STE 001, MEADVILLE, PA 16335"
"OHIO CVS STORES, L.L.C.",21 GRANT ST.,,"DENNISON, OH 44621",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C21%20GRANT%20ST.%2C+DENNISON%2C+OH+44621,OH,44621,DEA,Oct2018,"21 GRANT ST., DENNISON, OH 44621"
"OHIO CVS STORES, L.L.C.",2846 MAHONING AVE,,"YOUNGSTOWN, OH 44509",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C2846%20MAHONING%20AVE%2C+YOUNGSTOWN%2C+OH+44509,OH,44509,DEA,Oct2018,"2846 MAHONING AVE, YOUNGSTOWN, OH 44509"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",1740 WASHINGTON RD,,"PITTSBURGH, PA 15241",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1740%20WASHINGTON%20RD%2C+PITTSBURGH%2C+PA+15241,PA,15241,DEA,Oct2018,"1740 WASHINGTON RD, PITTSBURGH, PA 15241"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",204 EAST SECOND STREET,,"OIL CITY, PA 16301",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C204%20EAST%20SECOND%20STREET%2C+OIL%20CITY%2C+PA+16301,PA,16301,DEA,Oct2018,"204 EAST SECOND STREET, OIL CITY, PA 16301"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",4610 CENTRE AVE,,"PITTSBURGH, PA 15213",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C4610%20CENTRE%20AVE%2C+PITTSBURGH%2C+PA+15213,PA,15213,DEA,Oct2018,"4610 CENTRE AVE, PITTSBURGH, PA 15213"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",520 PENN AVE,,"WILKINSBURG, PA 15221",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C520%20PENN%20AVE%2C+WILKINSBURG%2C+PA+15221,PA,15221,DEA,Oct2018,"520 PENN AVE, WILKINSBURG, PA 15221"
"RX INSTITUTIONAL SERVICES, LLC",1419 BOARDMAN CANFIELD RD,STE 340,"BOARDMAN, OH 44512",http://maps.google.com/maps?q=RX%20INSTITUTIONAL%20SERVICES%20LLC%2C1419%20BOARDMAN%20CANFIELD%20RD%2C+BOARDMAN%2C+OH+44512,OH,44512,DEA,Oct2018,"1419 BOARDMAN CANFIELD RD, STE 340, BOARDMAN, OH 44512"
"SBW PHARMACY, INC",3676 N. HERMITAGE RD.,P.O. BOX 103,"TRANSFER, PA 16154",http://maps.google.com/maps?q=SBW%20PHARMACY%20INC%2C3676%20N.%20HERMITAGE%20RD.%2C+TRANSFER%2C+PA+16154,PA,16154,DEA,Oct2018,"3676 N. HERMITAGE RD., P.O. BOX 103, TRANSFER, PA 16154"
SHARON PHARMACY,63 PITT STREET,SUITE 102,"SHARON, PA 16146",http://maps.google.com/maps?q=SHARON%20PHARMACY%2C63%20PITT%20STREET%2C+SHARON%2C+PA+16146,PA,16146,DEA,Oct2018,"63 PITT STREET, SUITE 102, SHARON, PA 16146"
