Data FY,OPDIV,CFDA Num,CFDA Program Title,,State,Award Number,,Award Title,,Award Code,,Budget Year,Action Date,Recipient Name,,ZIP Code,Award Amount
2018,ACF,93600,Head Start,,PR,02HP0006,,Early Head Start,,04,,1,12/5/2017,Municipio de San German,,00683,-$83
2018,ACF,93600,Head Start,,PR,02HP0010,,Early Head Start,,04,,1,12/27/2017,Centro de Fortalecimiento Familiar Escape,,00969,$0
2018,ACF,93600,Head Start,,PR,02HP0010,,Early Head Start,,02,,3,12/13/2017,Centro de Fortalecimiento Familiar Escape,,00969,$0
2018,ACF,93600,Head Start,,NJ,02HP0014,,Early Head Start,,02,,3,12/4/2017,"CENTER FOR FAMILY SERVICES, INC",,08103-1324,$0
2018,ACF,93600,Head Start,,PR,02HP0016,,Early Head Start,,05,,1,12/27/2017,Municipality of San Sebastian,,00685,"-$164,066"
2018,ACF,93600,Head Start,,VA,03CH3394,,Early Head Start,,02,,5,12/8/2017,CHILDREN'S CENTER (THE),,23851-1872,$0
2018,ACF,93600,Head Start,,MD,03CH3439,,Early Head Start,,00,,5,12/20/2017,Centro Nia,,20912,"$525,904"
2018,ACF,93600,Head Start,,PA,03CH3464,,Early Head Start,,00,,4,11/30/2017,HEALTH FEDERATION OF PHILADELPHIA,,19107-4120,"$1,154,333"
2018,ACF,93600,Head Start,,PA,03CH3471,,Early Head Start,,00,,4,1/4/2018,"Professional Family Care Services, Inc.",,15905,"$263,483"
2018,ACF,93600,Head Start,,VA,03CH3472,,Early Head Start,,00,,4,12/28/2017,"Clinch Valley Community Action, Inc.",,24630,"$216,750"
2018,ACF,93600,Head Start,,VA,03CH3473,,Early Head Start,,00,,4,12/29/2017,"Higher Horizons Day Care Center, Inc.",,22041,"$653,117"
2018,ACF,93600,Head Start,,PA,03CH3475,,Early Head Start,,00,,4,1/2/2018,"Community Services of Venango County, Inc.",,16301,"$374,798"
2018,ACF,93600,Head Start,,PA,03CH3476,,Early Head Start,,00,,4,12/8/2017,ALLEGHENY INTERMEDIATE UNIT,,15120,"$386,721"
2018,ACF,93600,Head Start,,MD,03CH3477,,Early Head Start,,00,,4,12/20/2017,Centro Nia,,20912,"$478,728"
2018,ACF,93600,Head Start,,SC,04CH010514,,Early Head Start,,00,,1,10/27/2017,ORANGEBURG CALHOUN ALLENDALE BANBERG (OCAB),,29115,"$276,478"
2018,ACF,93600,Head Start,,NC,04CH4726,,Early Head Start,,00,,5,12/20/2017,TELAMON CORPORATION,,27606,"$395,941"
2018,ACF,93600,Head Start,,TN,04CH4730,,Early Head Start,,00,,5,12/20/2017,PORTER-LEATH,,38107,"$1,122,263"
2018,ACF,93600,Head Start,,SC,04CH4738,,Early Head Start,,00,,5,12/15/2017,"Vital Connections of the Midlands, Inc.",,29201,"$629,498"
2018,ACF,93600,Head Start,,NC,04CH4779,,Early Head Start,,00,,4,12/19/2017,"Onslow County Partnership for Children, Inc.",,28546,"$414,876"
2018,ACF,93600,Head Start,,NC,04CH4783,,Early Head Start,,00,,4,11/28/2017,Catawba County Schools,,28658,"$410,329"
2018,ACF,93600,Head Start,,FL,04CH4787,,Early Head Start,,00,,4,12/5/2017,CHILDRENS HOME SOCIETY OF FLA  INC,,32792,"$842,193"
2018,ACF,93600,Head Start,,SC,04CH4789,,Early Head Start,,00,,4,12/5/2017,Richland County First Steps,,29201,"$580,196"
2018,ACF,93600,Head Start,,NC,04CH4790,,Early Head Start,,00,,4,12/6/2017,DURHAMS PARTNERSHIP FOR CHILDREN,,27703,"$926,121"
2018,ACF,93600,Head Start,,WI,05CH010262,,Early Head Start,,03,,2,11/3/2017,"COUNCIL FOR THE SPANISH SPEAKING, INC",,53204,"$81,834"
2018,ACF,93600,Head Start,,MI,05CH010519,,Early Head Start,,00,,1,12/29/2017,STARFISH FAMILY SERVICES,,48141-1089,"$1,904,426"
2018,ACF,93600,Head Start,,MI,05CH8300,,Early Head Start,,03,,6,10/20/2017,STARFISH FAMILY SERVICES,,48141-1089,$0
2018,ACF,93600,Head Start,,IL,05CH8341,,Early Head Start,,00,,6,12/26/2017,OUNCE OF PREVENTION FUND,,60603-5400,"$507,671"
2018,ACF,93600,Head Start,,MI,05CH8419,,Early Head Start,,00,,4,12/27/2017,STARFISH FAMILY SERVICES,,48141-1089,"$394,873"
2018,ACF,93600,Head Start,,IN,05CH8435,,Early Head Start,,00,,4,12/21/2017,"Pathfinders Services, Inc.",,46750,"$344,331"
2018,ACF,93600,Head Start,,IL,05CH8457,,Early Head Start,,00,,4,12/21/2017,GOVERNORS STATE UNIVERSITY,,60466-3165,"$481,673"
2018,ACF,93600,Head Start,,IL,05CH8458,,Early Head Start,,00,,4,12/21/2017,"Baby Talk, Inc.",,62521,"$567,461"
2018,ACF,93600,Head Start,,WI,05CH8501,,Early Head Start,,00,,4,12/26/2017,"La Casa de Esperanza, Inc.",,53186-5005,"$461,648"
2018,ACF,93600,Head Start,,LA,06CH7182,,Early Head Start,,00,,4,11/20/2017,United Way of Acadiana,,70501,"$760,687"
2018,ACF,93600,Head Start,,OK,06CH7184,,Early Head Start,,00,,4,12/8/2017,"Tulsa Educare, Inc.",,74104,"$522,074"
2018,ACF,93600,Head Start,,TX,06CH7185,,Early Head Start,,00,,4,11/7/2017,Lumin Education,,75223,"$848,770"
2018,ACF,93600,Head Start,,VA,06CH7186,,Early Head Start,,00,,4,11/28/2017,Center for New Communities,,22204,"$1,624,229"
2018,ACF,93600,Head Start,,TX,06CH7188,,Early Head Start,,00,,4,12/6/2017,Avance - Corporate Headquarters,,78207,"$574,980"
2018,ACF,93600,Head Start,,TX,06CH7190,,Early Head Start,,00,,4,11/1/2017,"North Texas Parent & Child Development, Inc",,76301,"$584,848"
2018,ACF,93600,Head Start,,CO,08CH1130,,Early Head Start,,00,,5,11/8/2017,FAMILY STAR,,80211-4642,"$863,363"
2018,ACF,93600,Head Start,,UT,08CH1133,,Early Head Start,,00,,4,12/6/2017,THE LEARNING CENTER FOR FAMILIES,,84770-4871,"$708,582"
2018,ACF,93600,Head Start,,UT,08CH1138,,Early Head Start,,03,,1,11/8/2017,DDI Vantage,,84107-2993,$0
2018,ACF,93600,Head Start,,CO,08CH1149,,Early Head Start,,00,,4,12/6/2017,EAGLE COUNTY HLTH & HUM SVCS,,81631-0660,"$470,183"
2018,ACF,93600,Head Start,,CO,08CH1152,,Early Head Start,,00,,4,12/11/2017,Early Childhood Council of the San Luis Valley,,81101,"$552,965"
2018,ACF,93600,Head Start,,UT,08HP0011,,Early Head Start,,03,,3,10/30/2017,BEAR RIVER HEAD START,,84321-5811,$0
2018,ACF,93600,Head Start,,CA,09CH010120,,Early Head Start,,00,,4,11/9/2017,VOLUNTEERS OF AMERICA SOUTHWEST CALIFORNIA CORPORATION,,92108-1743,"$469,433"
2018,ACF,93600,Head Start,,AZ,09CH010381,,Early Head Start,,00,,3,12/6/2017,"Crisis Nursery, Inc.",,85008,"$812,414"
2018,ACF,93600,Head Start,,CA,09CH9114,,Early Head Start,,00,,6,11/17/2017,Foothill Family Service,,91107,"$321,247"
2018,ACF,93600,Head Start,,NV,09CH9132,,Early Head Start,,00,,5,11/20/2017,Sunrise Children`s Foundation,,89109-2305,"$1,944,511"
2018,ACF,93600,Head Start,,CA,09CH9134,,Early Head Start,,00,,5,11/17/2017,CHW DBA CALIFORNIA HOSPITAL MEDICAL CENTER,,90015,"$1,913,237"
2018,ACF,93600,Head Start,,CA,09CH9135,,Early Head Start,,00,,5,11/29/2017,VENICE FAMILY CLINIC,,90291-2767,"$1,280,765"
2018,ACF,93600,Head Start,,CA,09CH9170,,Early Head Start,,00,,4,11/29/2017,EASTER SEALS OF SOUTHERN CALIFORNIA INC.,,92705-4754,"$886,285"
2018,ACF,93600,Head Start,,CA,09CH9171,,Early Head Start,,00,,4,12/4/2017,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD OF REGENTS",,90095,"$723,450"
2018,ACF,93600,Head Start,,AZ,09CH9172,,Early Head Start,,00,,4,12/6/2017,"Crisis Nursery, Inc.",,85008,"$631,645"
2018,ACF,93600,Head Start,,CA,09CH9174,,Early Head Start,,00,,4,11/20/2017,Foothill Family Service,,91107,"$683,419"
2018,ACF,93600,Head Start,,CA,09CH9176,,Early Head Start,,00,,4,12/12/2017,Family Service Agency of San Mateo County,,94401,"$561,284"
2018,ACF,93600,Head Start,,CA,09CH9177,,Early Head Start,,00,,4,11/17/2017,Community Child Care Council of Santa Clara County,,95134,"$657,957"
2018,ACF,93600,Head Start,,CA,09CH9179,,Early Head Start,,00,,4,12/6/2017,Pediatric Therapy Network,,90501,"$612,919"
2018,ACF,93600,Head Start,,CA,09CH9181,,Early Head Start,,00,,4,12/4/2017,WESTSIDE CHILDREN'S CENTER,,90230,"$537,113"
2018,ACF,93600,Head Start,,CA,09CH9182,,Early Head Start,,00,,4,11/16/2017,Los Angeles Education Partnership,,90015,"$430,228"
2018,ACF,93600,Head Start,,CA,09CH9183,,Early Head Start,,00,,4,11/9/2017,Imperial County Office of Education,,92243-9621,"$497,608"
2018,ACF,93600,Head Start,,CA,09HP0008,,Early Head Start,,02,,3,12/6/2017,California Department of Education,,95814,$0
2018,ACF,93600,Head Start,,WA,10CH010418,,Early Head Start,,00,,3,11/14/2017,"NEIGHBORHOOD HOUSE, INC",,98104-2474,"$1,085,982"
2018,ACF,93600,Head Start,,WA,10CH0184,,Early Head Start,,00,,6,11/14/2017,NEIGHBORHOOD HOUSE IND,,98104,"$497,686"
2018,ACF,93600,Head Start,,ID,10CH0190,,Early Head Start,,01,,3,11/14/2017,MOUNTAIN STATES GROUP INC,,83702-5111,-$1
2018,ACF,93600,Head Start,,OR,10CH0223,,Early Head Start,,00,,4,12/6/2017,Family Building Blocks,,97305,"$411,721"
2018,ACF,93600,Head Start,,WA,10CH0225,,Early Head Start,,00,,4,11/27/2017,EDUCATIONAL SERVICE DISTRICIT #112,,98661,"$295,352"
2018,ACF,93600,Head Start,,WA,10CH0226,,Early Head Start,,00,,4,12/8/2017,SNOHOMISH COUNTY HUMAN SERVICES DEPARTMENT,,98201-3527,"$587,678"
2018,ACF,93600,Head Start,,WA,10HP0012,,Early Head Start,,02,,3,12/13/2017,WASHINGTON STATE COMMUNITY COLLEGE DISTRICT #17,,99202-1647,$0
2018,ACF,93600,Head Start,,IL,05HP0004,,Early Head Start - Child Care Partnership,,01,,3,12/27/2017,CHILD CARE RESOURCE & REFERRAL,,60435,$0
2018,ACF,93600,Head Start,,MI,05HP0011,,Early Head Start - Child Care Partnership,,01,,3,11/21/2017,"ORDER OF THE FISHERMEN MINISTRY HEAD START PROGRAM, INC",,48204,$0
2018,ACF,93600,Head Start,,NY,02HP0011,,Early Head Start - Child Care Partnership Program,,08,,1,10/30/2017,"YESHIVA KEHILATH YAKOVE, INC",,11211-8007,$0
2018,ACF,93600,Head Start,,TX,06CH7151,,"Early Head Start - Home-based and Family Child Care based programs. Program cares for 61 children in the home-based program, 16 children in the family child care program and 5 prenatal mothers.",,00,,5,12/8/2017,CHILD CARE GROUP,,75247,"$489,619"
2018,ACF,93600,Head Start,,NY,02HP0007,,Early Head Start Child Care Partnership,,02,,2,12/13/2017,SCHENECTADY COMMUNITY ACTION PROGRAM,,12307-1401,"-$11,739"
2018,ACF,93600,Head Start,,NY,02HP0008,,Early Head Start Child Care Partnership,,02,,2,11/27/2017,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,,10002-2924,"-$15,371"
2018,ACF,93600,Head Start,,PR,02HP0018,,Early Head Start Child Care Partnership,,02,,3,12/20/2017,Diocese of Mayaguez,,00681-2272,$0
2018,ACF,93600,Head Start,,CA,09HP0031,,Early Head Start Child Care Partnership-California,,01,,3,12/6/2017,PLAZA COMMUNITY CENTER,,90023,$0
2018,ACF,93600,Head Start,,VT,01HP0006,,Early Head Start Child Care Partnership:  Capstone Care,,01,,2,11/15/2017,"CENTRAL VERMONT COMMUNITY ACTION COUNCIL, INC.",,05641,$0
2018,ACF,93600,Head Start,,MA,01HP0014,,Early Head Start Expansion Grant,,01,,3,10/24/2017,"HOLYOKE CHICOPEE SPRINGFIELD HEAD START, INC.",,01040-4706,$0
2018,ACF,93600,Head Start,,PR,02CH3112,,Early Head Start Program,,02,,1,12/27/2017,Municipio de San German,,00683,"-$1,971"
2018,ACF,93600,Head Start,,PR,02CH3112,,Early Head Start Program,,00,,4,12/20/2017,Municipio de San German,,00683,"$212,256"
2018,ACF,93600,Head Start,,PR,02CH5003,,Early Head Start Program,,03,,2,10/30/2017,Municipio de San German,,00683,-$699
2018,ACF,93600,Head Start,,AR,06CH7162,,Early Head Start Program,,00,,5,10/30/2017,"Arkansas Early Learning, Inc.",,72401,"$733,996"
2018,ACF,93600,Head Start,,CA,09CH9175,,Early Head Start Refunding Application 2017 School Year,,00,,4,11/29/2017,BALDWIN PARK UNIFIED SCHOOL DISTRICT,,91706,"$527,089"
2018,ACF,93600,Head Start,,AL,04CH4784,,"Early Head Start care for infants to three year old children and pregnant women in Mobile County, Alabama.",,00,,4,12/20/2017,"Gulf Regional Childcare Management Agency, Inc.",,36618,"$765,995"
2018,ACF,93600,Head Start,,NY,02CH3109,,Early Head Start program,,00,,4,12/13/2017,B`Above Worldwide Institute,,11418,"$192,610"
2018,ACF,93600,Head Start,,NM,06CH7183,,"Early Head Start program serves 72 children and families, prenatal to age three.  16 children will be served in a center based setting and 56 children/Expectant mothers will be severed in a HB setting",,00,,4,12/5/2017,"NATIVE AMERICAN PROFESSIONAL PARENT RESOURCES (NAPPR),",,87113-1673,"$539,799"
2018,ACF,93600,Head Start,,TX,06CH7189,,"Early Head Start services for 152 infants, toddlers and pregnant women",,00,,4,11/21/2017,"Central Texas 4C, Inc.",,76501-3112,"$1,111,540"
2018,ACF,93600,Head Start,,NE,07CH10099,,Early Head Start with Center-Based and Home-Based services for 58 children,,00,,4,10/30/2017,Northeast Nebraska Community Action Partnership INC,,68047,"$518,908"
2018,ACF,93600,Head Start,,CA,09HP0011,,Early Head Start-CCP,,02,,3,11/3/2017,MERCED COUNTY OFFICE OF EDUCATION,,95341-5908,$0
2018,ACF,93600,Head Start,,NY,02HP0025,,Early Head Start-Child Care Partnership,,04,,1,12/20/2017,"CHAUTAUQUA OPPORTUNITIES, INC",,14048-2754,"-$779,650"
2018,ACF,93600,Head Start,,CA,09HP0009,,Early Head Start-Child Care Partnership,,03,,3,12/11/2017,Child Care Resource Center,,91406,$0
2018,ACF,93600,Head Start,,AR,06CH7158,,"Early/Head Start comprehensive child development program providing health, education, nutrition, school readiness, & social services to economically disadvantaged children ages 0-5 and pregnant women.",,00,,5,11/7/2017,"ECONOMIC OPPORTUNITY AGENCY OF WASHINGTON COUNTY, INC",,72764,"$1,571,754"
2018,ACF,93086,Healthy marriage Promotion and Responsible Fatherhood Grants,,TX,90FM0073,,Empowering Families Project - Healthy Marriage and Relationship Education,,01,,2,10/2/2017,Parenting Center (The),,76107,$0
2018,ACF,93564,Child Support Enforcement Research,,WI,90FD0184,,Evaluation of National Child Support Noncustodial Parent Employment Demonstration Projects,,03,,5,11/20/2017,Wisconsin Department of Children and Families,,53708,$0
2018,ACF,93605,Family Connection Grants,,CA,90CF0037,,FAMILY-FINDING-FAMILY Group Decision Making,,02,,3,1/3/2018,SENECA FAMILY OF AGENCIES,,94578,-$339
2018,ACF,93600,Head Start,,MO,07CH6157,,FULL YEAR HEAD START-PART DAY AND HANDICAPPED,,05,,49,10/2/2017,OZARKS AREA COMMUNITY ACTION CORPORATION,,65802-2204,"-$432,347"
2018,ACF,93597,Grants to States for Access and Visitation Programs,,NJ,0901NJSAVP,,FY 2009 State Access & Visitation,,11,,1,12/13/2017,NEW JERSEY ADMINISTRATIVE OFFICE OF THE COURTS,,08625,"-$2,188"
2018,ACF,93597,Grants to States for Access and Visitation Programs,,OH,0901OHSAVP,,FY 2009 State Access & Visitation,,11,,1,12/13/2017,OH ST DEPARTMENT OF  JOB & FAMILY SERVICES,,43215,"-$22,549"
2018,ACF,93597,Grants to States for Access and Visitation Programs,,HI,1001HISAVP,,FY 2010 State Access & Visitation,,10,,1,12/13/2017,SUPREME COURT OF HAWAII,,96813,"-$99,987"
2018,ACF,93597,Grants to States for Access and Visitation Programs,,OH,1001OHSAVP,,FY 2010 State Access & Visitation,,10,,1,12/13/2017,OH ST DEPARTMENT OF  JOB & FAMILY SERVICES,,43215,"-$49,014"
2018,ACF,93584,Refugee and Entrant Assistance: Targeted Assistance ,,KY,11A1KYRRTA,,FY 2011 Refugee Targeted Assistance,,6,,1,12/13/2017,CATHOLIC CHARITIES,,40208,"-$2,215"
2018,ACF,93584,Refugee and Entrant Assistance: Targeted Assistance ,,MA,11TAMA1000,,FY 2011 Refugee Targeted Assistance,,6,,1,12/13/2017,MA ST EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,,02108,"-$35,214"
2018,ACF,93584,Refugee and Entrant Assistance: Targeted Assistance ,,NY,11TANY1000,,FY 2011 Refugee Targeted Assistance,,6,,1,12/13/2017,NY ST OFFICE OF CHILDREN AND FAMILY SERVICES,,12144,"-$1,334"
2018,ACF,93586,State Court Improvement Program,,HI,1301HISCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SUPREME COURT OF HAWAII,,96813,"-$5,247"
2018,ACF,93586,State Court Improvement Program,,KS,1301KSSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,KANSAS SUPREME COURT,,66612,"-$47,002"
2018,ACF,93586,State Court Improvement Program,,LA,1301LASCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SUPREME COURT OF LOUISIANA,,70130,"-$61,381"
2018,ACF,93586,State Court Improvement Program,,MA,1301MASCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SUPREME JUDICIAL COURT,,02108,"-$4,592"
2018,ACF,93586,State Court Improvement Program,,ME,1301MESCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,MAINE SUPREME JUDICIAL COURT,,04330,"-$3,027"
2018,ACF,93586,State Court Improvement Program,,MS,1301MSSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,MISSISSIPPI STATE SUPREME COURT,,39205-0117,"-$4,378"
2018,ACF,93586,State Court Improvement Program,,NC,1301NCSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,N.C. ADMINISTRATIVE OFFICE OF THE COURTS,,27602-2448,"-$53,781"
2018,ACF,93586,State Court Improvement Program,,ND,1301NDSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,NORTH DAKOTA SUPREME COURT,,58505-0660,"-$27,088"
2018,ACF,93586,State Court Improvement Program,,NH,1301NHSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,STATE OF NEW HAMPSHIRE SUPREME COURT,,03301,-$10
2018,ACF,93586,State Court Improvement Program,,NM,1301NMSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SUPREME COURT OF NEW MEXICO,,87501-2178,-$6
2018,ACF,93586,State Court Improvement Program,,SC,1301SCSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SC COURT ADMINISTRATION,,29211,-$188
2018,ACF,93586,State Court Improvement Program,,SD,1301SDSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SOUTH DAKOTA UNIFIED JUDICIAL SYSTEM,,57501,"-$87,367"
2018,ACF,93586,State Court Improvement Program,,VT,1301VTSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,SUPREME COURT OF VERMONT,,05609,"-$44,605"
2018,ACF,93586,State Court Improvement Program,,WA,1301WASCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,OFFICE OF THE ADMINISTRATOR OF THE COURTS,,98504,"-$17,151"
2018,ACF,93586,State Court Improvement Program,,WY,1301WYSCID,,FY 2013 (SCID) State Court Improvement- Data Program,,3,,1,12/13/2017,WY ST SUPREME COURT,,82002,"-$52,660"
2018,ACF,93586,State Court Improvement Program,,CT,1301CTSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SUPREME COURT OF CONNECTICUT,,06106,"-$52,043"
2018,ACF,93586,State Court Improvement Program,,HI,1301HISCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SUPREME COURT OF HAWAII,,96813,"-$15,376"
2018,ACF,93586,State Court Improvement Program,,LA,1301LASCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SUPREME COURT OF LOUISIANA,,70130,-$606
2018,ACF,93586,State Court Improvement Program,,MA,1301MASCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SUPREME JUDICIAL COURT,,02108,"-$18,748"
2018,ACF,93586,State Court Improvement Program,,ME,1301MESCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,MAINE SUPREME JUDICIAL COURT,,04330,-$1
2018,ACF,93586,State Court Improvement Program,,MS,1301MSSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,MISSISSIPPI STATE SUPREME COURT,,39205-0117,"-$30,620"
2018,ACF,93586,State Court Improvement Program,,NC,1301NCSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,N.C. ADMINISTRATIVE OFFICE OF THE COURTS,,27602-2448,"-$66,948"
2018,ACF,93586,State Court Improvement Program,,NH,1301NHSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,STATE OF NEW HAMPSHIRE SUPREME COURT,,03301,-$9
2018,ACF,93586,State Court Improvement Program,,PR,1301PRSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,"PR General Court of Justice, Off. of Admin.",,00919,-$651
2018,ACF,93586,State Court Improvement Program,,SC,1301SCSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SC COURT ADMINISTRATION,,29211,"-$1,360"
2018,ACF,93586,State Court Improvement Program,,SD,1301SDSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SOUTH DAKOTA UNIFIED JUDICIAL SYSTEM,,57501,-$421
2018,ACF,93586,State Court Improvement Program,,VT,1301VTSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,SUPREME COURT OF VERMONT,,05609,"-$18,119"
2018,ACF,93586,State Court Improvement Program,,WY,1301WYSCIP,,FY 2013 (SCIP) State Court Improvement - Basic Program,,5,,1,12/13/2017,WY ST SUPREME COURT,,82002,"-$1,647"
2018,ACF,93586,State Court Improvement Program,,CT,1301CTSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,SUPREME COURT OF CONNECTICUT,,06106,"-$58,828"
2018,ACF,93586,State Court Improvement Program,,HI,1301HISCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,SUPREME COURT OF HAWAII,,96813,"-$2,299"
2018,ACF,93586,State Court Improvement Program,,KS,1301KSSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,KANSAS SUPREME COURT,,66612,"-$24,595"
2018,ACF,93586,State Court Improvement Program,,MA,1301MASCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,SUPREME JUDICIAL COURT,,02108,"-$14,181"
2018,ACF,93586,State Court Improvement Program,,NC,1301NCSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,N.C. ADMINISTRATIVE OFFICE OF THE COURTS,,27602-2448,-$168
2018,ACF,93586,State Court Improvement Program,,ND,1301NDSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,NORTH DAKOTA SUPREME COURT,,58505-0660,"-$35,990"
2018,ACF,93586,State Court Improvement Program,,NH,1301NHSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,STATE OF NEW HAMPSHIRE SUPREME COURT,,03301,-$26
2018,ACF,93586,State Court Improvement Program,,SD,1301SDSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,SOUTH DAKOTA UNIFIED JUDICIAL SYSTEM,,57501,"-$15,470"
2018,ACF,93586,State Court Improvement Program,,VT,1301VTSCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,SUPREME COURT OF VERMONT,,05609,"-$8,256"
2018,ACF,93586,State Court Improvement Program,,WA,1301WASCIT,,FY 2013 (SCIT) State Court Improvement-Training Program,,3,,1,12/13/2017,OFFICE OF THE ADMINISTRATOR OF THE COURTS,,98504,"-$11,669"
2018,ACF,93090,Guardianship Assistance,,IA,1401IA1409,,FY 2014 Guardianship Assistance,,04,,1,12/12/2017,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,,50319,-$82
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,AK,1601AKRCMA,,FY 2016 Refugee Cash and Medical Assistance,,04,,1,12/7/2017,"CATHOLIC SOCIAL SERVICES, INC",,99501-2409,"-$54,234"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,AL,1601ALRCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,ALABAMA MEDICAID AGENCY,,36103-5624,"-$4,669"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,AR,1601ARRCMA,,FY 2016 Refugee Cash and Medical Assistance,,04,,1,12/7/2017,AR ST DEPARTMENT OF HUMAN SERVICES,,72205,"-$12,221"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,AZ,1601AZRCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,AZ ST DEPARTMENT OF ECONOMIC SECURITY & VOCATIONAL REHA,,85005,"-$537,561"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,CA,1601CARCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,CA ST DEPARTMENT OF SOCIAL SERVICES,,95814,"-$4,118,678"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,CO,1601CORCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,CO DEPARTMENT OF HUMAN SERVICES,,80203,"-$1,072,218"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,CT,1601CTRCMA,,FY 2016 Refugee Cash and Medical Assistance,,04,,1,12/7/2017,"CT ST DEPT OF HUMAN RESOURCES, ST REFUGEE COORDINATION",,06105,"-$24,635"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,FL,1601FLRCMA,,FY 2016 Refugee Cash and Medical Assistance,,07,,1,12/7/2017,FL ST DEPARTMENT OF CHILDREN AND FAMILIES,,32399-6570,"-$8,967,934"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,GA,1601GARCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,GA ST DEPARTMENT OF HUMAN RESOURCES,,30303,"-$201,972"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,HI,1601HIRCMA,,FY 2016 Refugee Cash and Medical Assistance,,04,,1,12/7/2017,HI ST OFFICE OF COMMUNITY SERVICES,,96813,"-$16,478"
2018,ACF,93566,Refugee and Entrant Assistance_State Administered Programs,,ID,1601IDRCMA,,FY 2016 Refugee Cash and Medical Assistance,,05,,1,12/7/2017,ID ST DEPARTMENT OF HEALTH & WELFARE,,83720-0001,"-$5,394"
