address,googleMapsUrl,lat,lng,name,postal,source,state,source_date
"440 SUNRISE HIGHWAY, NORTH PATCHOGUE, NY 11772",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2C440%20SUNRISE%20HIGHWAY%2C+NORTH%20PATCHOGUE%2C+NY+11772,40.7754806,-73.0317122,KING KULLEN PHARMACIES CORP,11772,DEA,NY,Dec2018
"50 N. NEW YORK AVE, HUNTINGTON, NY 11743",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2C50%20N.%20NEW%20YORK%20AVE%2C+HUNTINGTON%2C+NY+11743,40.888165,-73.41581,KING KULLEN PHARMACIES CORP,11743,DEA,NY,Dec2018
"5507-200 NESCONSET HWY RTE 347, MOUNT SINAI, NY 11766",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2C5507-200%20NESCONSET%20HWY%20RTE%20347%2C+MOUNT%20SINAI%2C+NY+11766,40.931892,-73.0332,KING KULLEN PHARMACIES CORP,11766,DEA,NY,Dec2018
"552 MONTAUK HIGHWAY, CENTER MORICHES, NY 11934",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2C552%20MONTAUK%20HIGHWAY%2C+CENTER%20MORICHES%2C+NY+11934,40.7993625,-72.79941120000001,KING KULLEN PHARMACIES CORP,11934,DEA,NY,Dec2018
"KING KULLEN PHARMACY #46, 598 STEWART AVENUE, BETHPAGE, NY 11714",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2CKING%20KULLEN%20PHARMACY%20#46%2C+BETHPAGE%2C+NY+11714,40.752874299999995,-73.04061999999999,KING KULLEN PHARMACIES CORP,11714,DEA,NY,Dec2018
"DBA: L & J PHARMACIES INC, 1948 9TH AVE, PORT ARTHUR, TX 77642",http://maps.google.com/maps?q=KINGS%20PHARMACY%2CDBA%3A%20L%20&%20J%20PHARMACIES%20INC%2C+PORT%20ARTHUR%2C+TX+77642,38.832146,-104.82635400000001,KING'S PHARMACY #4,77642,DEA,TX,Dec2018
"721 WEST KANSAS, SUITE 101, GREENSBURG, KS 67054",http://maps.google.com/maps?q=KIOWA%20COUNTY%20PHARMACY%20LLC%2C721%20WEST%20KANSAS%2C+GREENSBURG%2C+KS+67054,37.606144,-99.30113,KIOWA COUNTY PHARMACY LLC,67054,DEA,KS,Dec2018
"615 FILER AVE, TWIN FALLS, ID 83301",http://maps.google.com/maps?q=KJS%20PHARMACY%2C615%20FILER%20AVE%2C+TWIN%20FALLS%2C+ID+83301,42.57047,-114.4673,KJ'S PHARMACY,83301,DEA,ID,Dec2018
"330 CHILOQUIN BLVD, CHILOQUIN, OR 97624",http://maps.google.com/maps?q=KLAMATH%20TRIBAL%20HEALTH%20PHMCY%2C330%20CHILOQUIN%20BLVD%2C+CHILOQUIN%2C+OR+97624,42.573727000000005,-121.87682,KLAMATH TRIBAL HEALTH PHMCY,97624,DEA,OR,Dec2018
"310 SOUTH ROOSEVELT, GOLDENDALE, WA 98620",http://maps.google.com/maps?q=KLICKITAT%20VALLEY%20HOSPITAL%2C310%20SOUTH%20ROOSEVELT%2C+GOLDENDALE%2C+WA+98620,45.820553000000004,-120.812256,KLICKITAT VALLEY HOSPITAL,98620,DEA,WA,Dec2018
"111 W. MCNIGHT WAY, GRASS VALLEY, CA 95949",http://maps.google.com/maps?q=KMART%20PHARMACY%2C111%20W.%20MCNIGHT%20WAY%2C+GRASS%20VALLEY%2C+CA+95949,39.2,-121.06,KMART PHARMACY,95949,DEA,CA,Dec2018
"807 MAIN STREET, ATCHISON, KS 66002",http://maps.google.com/maps?q=KOECHNER%20PHARMACIES%20LLC%2C807%20MAIN%20STREET%2C+ATCHISON%2C+KS+66002,39.560863,-95.12373000000001,KOECHNER PHARMACIES LLC,66002,DEA,KS,Dec2018
"181 TANK FARM ROAD, #120, SAN LUIS OBISPO, CA 93401",http://maps.google.com/maps?q=KOHANA%20PHARMACY%20AND%20CENTER%20FOR%2C181%20TANK%20FARM%20ROAD%2C+SAN%20LUIS%20OBISPO%2C+CA+93401,35.2462291,-120.67075359999998,KOHANA PHARMACY AND CENTER FOR,93401,DEA,CA,Dec2018
"12739 Q STREET, OMAHA, NE 68137",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C12739%20Q%20STREET%2C+OMAHA%2C+NE+68137,41.20517,-96.11301,KOHLL'S PHARMACY & HOMECARE,68137,DEA,NE,Dec2018
"5000 DODGE STREET, OMAHA, NE 68132",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C5000%20DODGE%20STREET%2C+OMAHA%2C+NE+68132,41.259686,-95.99033,KOHLL'S PHARMACY & HOMECARE,68132,DEA,NE,Dec2018
"800 N 27TH ST, LINCOLN, NE 68503",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C800%20N%2027TH%20ST%2C+LINCOLN%2C+NE+68503,40.820842999999996,-96.68222,KOHLL'S PHARMACY & HOMECARE,68503,DEA,NE,Dec2018
"5110 L STREET, OMAHA, NE 68117",http://maps.google.com/maps?q=KOHLLRXMPSS%2C5110%20L%20STREET%2C+OMAHA%2C+NE+68117,41.21253,-95.99413,KOHLL/RXMPSS,68117,DEA,NE,Dec2018
"1519 SOUTH PHILLIPS, ALGONA, IA 50511",http://maps.google.com/maps?q=KRHC%20FAMILY%20PHARMACY%2C1519%20SOUTH%20PHILLIPS%2C+ALGONA%2C+IA+50511,43.056805,-94.227124,KRHC FAMILY PHARMACY,50511,DEA,IA,Dec2018
"778 W HOUGHTON LAKE DR, PO BOX 116, PRUDENVILLE, MI 48651",http://maps.google.com/maps?q=KRONNER%20PHARMACY%20INC%2C778%20W%20HOUGHTON%20LAKE%20DR%2C+PRUDENVILLE%2C+MI+48651,44.298936700000006,-84.652569,KRONNER PHARMACY INC,48651,DEA,MI,Dec2018
"1203 FILER AVE E., TWIN FALLS, ID 83301",http://maps.google.com/maps?q=KURTS%20PRESCRIPTION%20CTR%20PHCY%2C1203%20FILER%20AVE%20E.%2C+TWIN%20FALLS%2C+ID+83301,42.570434999999996,-114.45893999999998,KURT'S PRESCRIPTION CTR PHCY,83301,DEA,ID,Dec2018
"RANDOL MILL PHARMACY, 1014 NORTH FIELDER ROAD, ARLINGTON, TX 76012",http://maps.google.com/maps?q=KVG%20ENTERPRISES%20INC%2CRANDOL%20MILL%20PHARMACY%2C+ARLINGTON%2C+TX+76012,32.749311,-97.132315,KVG ENTERPRISES INC,76012,DEA,TX,Dec2018
"15602 MAIN STREET NE, DUVALL, WA 98019",http://maps.google.com/maps?q=KVH%20INC%2C15602%20MAIN%20STREET%20NE%2C+DUVALL%2C+WA+98019,47.7410686,-121.985743,KVH INC.,98019,DEA,WA,Dec2018
"4401 HARRISON BLVD, OGDEN, UT 84403",http://maps.google.com/maps?q=L%20T%20DEE%20PHARMACY%2C4401%20HARRISON%20BLVD%2C+OGDEN%2C+UT+84403,41.183346,-111.94911,L T DEE PHARMACY,84403,DEA,UT,Dec2018
"4545 NAVAJO, DENVER, CO 80211",http://maps.google.com/maps?q=LACASAQUIGG%20NEWTON%2C4545%20NAVAJO%2C+DENVER%2C+CO+80211,39.7791,-105.00418,LACASA-QUIGG NEWTON,80211,DEA,CO,Dec2018
"600 W JOURDAN ST, NEWTON, IL 62448",http://maps.google.com/maps?q=LADONNA%20POEHLER%20LLC%2C600%20W%20JOURDAN%20ST%2C+NEWTON%2C+IL+62448,38.99085,-88.16793,LADONNA POEHLER LLC,62448,DEA,IL,Dec2018
"C/O PHARMACY DEPT, 41 MALL RD, BURLINGTON, MA 01805",http://maps.google.com/maps?q=LAHEY%20CLINIC%20HOSPITAL%20INC%2CC/O%20PHARMACY%20DEPT%2C+BURLINGTON%2C+MA+01805,42.4868368,-71.2063864,LAHEY CLINIC HOSPITAL INC,1805,DEA,MA,Dec2018
"700 SOUTH J STREET, LAKEVIEW, OR 97630",http://maps.google.com/maps?q=LAKE%20DISTRICT%20HOSPITAL%2C700%20SOUTH%20J%20STREET%2C+LAKEVIEW%2C+OR+97630,42.181366,-120.351425,LAKE DISTRICT HOSPITAL,97630,DEA,OR,Dec2018
"31 NORTH ST JOSEPH STREET, NILES, MI 49120",http://maps.google.com/maps?q=LAKELAND%20MEDICAL%20CENTER%2C31%20NORTH%20ST%20JOSEPH%20STREET%2C+NILES%2C+MI+49120,41.827908,-86.26135,LAKELAND MEDICAL CENTER,49120,DEA,MI,Dec2018
"1234 NAPIER AVENUE, ST JOSEPH, MI 49085",http://maps.google.com/maps?q=LAKELAND%20MEDICAL%20CENTER%20ST%20JOSEPH%2C1234%20NAPIER%20AVENUE%2C+ST%20JOSEPH%2C+MI+49085,42.090385,-86.478325,LAKELAND MEDICAL CENTER ST JOSEPH,49085,DEA,MI,Dec2018
"3900 HOLLYWOOD ROAD, ST JOSEPH, MI 49085",http://maps.google.com/maps?q=LAKELAND%20PHARMACY%20SHOPPE%2C3900%20HOLLYWOOD%20ROAD%2C+ST%20JOSEPH%2C+MI+49085,42.04657,-86.45583,LAKELAND PHARMACY SHOPPE,49085,DEA,MI,Dec2018
"4935 LAKEMONT BLVD SE, SUITE B4, BELLEVUE, WA 98006",http://maps.google.com/maps?q=LAKEMONT%20PHARMACY%20LLC%2C4935%20LAKEMONT%20BLVD%20SE%2C+BELLEVUE%2C+WA+98006,47.558527000000005,-122.115472,LAKEMONT PHARMACY LLC,98006,DEA,WA,Dec2018
"80 HIGHLAND STREET, LACONIA, NH 03246",http://maps.google.com/maps?q=LAKES%20REGION%20GENERAL%20HOSPITAL%2C80%20HIGHLAND%20STREET%2C+LACONIA%2C+NH+03246,43.527912,-71.46084,LAKES REGION GENERAL HOSPITAL,3246,DEA,NH,Dec2018
"DBA ALLEGAN COMMUNITY PHARMACY, 115 LOCUST STREET, ALLEGAN, MI 49010",http://maps.google.com/maps?q=LAKESHORE%20PHARMACIES%20INC%2CDBA%20ALLEGAN%20COMMUNITY%20PHARMACY%2C+ALLEGAN%2C+MI+49010,42.528164000000004,-85.849576,LAKESHORE PHARMACIES INC,49010,DEA,MI,Dec2018
"242 PEARL ST, BURLINGTON, VT 05401",http://maps.google.com/maps?q=LAKESIDE%20PHARMACY%20INC%2C242%20PEARL%20ST%2C+BURLINGTON%2C+VT+05401,44.480587,-73.20900999999999,LAKESIDE PHARMACY INC,5401,DEA,VT,Dec2018
"1550 S PIONEER WAY STE 105, MOSES LAKE, WA 98837",http://maps.google.com/maps?q=LAKETOWN%20PHARMACY%20PLLC%2C1550%20S%20PIONEER%20WAY%20STE%20105%2C+MOSES%20LAKE%2C+WA+98837,47.11305,-119.26003,LAKETOWN PHARMACY PLLC,98837,DEA,WA,Dec2018
"1701 SHARP ROAD, WATERFORD, WI 53185",http://maps.google.com/maps?q=LAKEVIEW%20NEUROREHAB%20CENTER%2C1701%20SHARP%20ROAD%2C+WATERFORD%2C+WI+53185,42.739353,-88.16986999999999,LAKEVIEW NEUROREHAB CENTER,53185,DEA,WI,Dec2018
"805 3RD ST, LANGDON, ND 58249",http://maps.google.com/maps?q=LANGDON%20DRUG%20INC%2C805%203RD%20ST%2C+LANGDON%2C+ND+58249,48.760265000000004,-98.368256,LANGDON DRUG INC,58249,DEA,ND,Dec2018
"6501 CRAIN HIGHWAY, LA PLATA, MD 20646",http://maps.google.com/maps?q=LAPLATA%20PHARMACY%2C6501%20CRAIN%20HIGHWAY%2C+LA%20PLATA%2C+MD+20646,38.533882,-76.98358,LAPLATA PHARMACY,20646,DEA,MD,Dec2018
"601 HIGHWAY 218 NORTH, LA PORTE CITY, IA 50651",http://maps.google.com/maps?q=LAPORTE%20CITY%20PHARMACY%2C601%20HIGHWAY%20218%20NORTH%2C+LA%20PORTE%20CITY%2C+IA+50651,42.32503,-92.2038,LAPORTE CITY PHARMACY,50651,DEA,IA,Dec2018
"1310 10TH AVE. N., HUMBOLDT, IA 50548",http://maps.google.com/maps?q=LARRYS%20PHARMACY%2C1310%2010TH%20AVE.%20N.%2C+HUMBOLDT%2C+IA+50548,42.733602000000005,-94.222884,LARRY'S PHARMACY,50548,DEA,IA,Dec2018
"244 N MAIN STREET, PO BOX 550, WATFORD CITY, ND 58854",http://maps.google.com/maps?q=LARSEN%20SERVICE%20DRUG%2C244%20N%20MAIN%20STREET%2C+WATFORD%20CITY%2C+ND+58854,47.802727000000004,-103.283097,LARSEN SERVICE DRUG,58854,DEA,ND,Dec2018
"271 MAIN STREET, P.O.BOX 827, CHESTER, CA 96020",http://maps.google.com/maps?q=LASSEN%20DRUG%2C271%20MAIN%20STREET%2C+CHESTER%2C+CA+96020,40.307669,-121.230966,LASSEN DRUG,96020,DEA,CA,Dec2018
"ATTENTION PHARMACY, ONE MELLON WAY, LATROBE, PA 15650",http://maps.google.com/maps?q=LATROBE%20HOSPITAL%20ASSN%2CATTENTION%20PHARMACY%2C+LATROBE%2C+PA+15650,40.3207201,-79.3950064,LATROBE HOSPITAL ASSN,15650,DEA,PA,Dec2018
"1820 41ST AVENUE, SUITE F, CAPITOLA, CA 95010",http://maps.google.com/maps?q=LAUDEN%20PHARMACY%2C1820%2041ST%20AVENUE%2C+CAPITOLA%2C+CA+95010,36.975735,-121.9649,LAUDEN PHARMACY,95010,DEA,CA,Dec2018
"& HOSPITAL INC, 6655 SOUTH YALE, TULSA, OK 74136",http://maps.google.com/maps?q=LAUREATE%20PSYCHIATRIC%20CLINIC%2C&%20HOSPITAL%20INC%2C+TULSA%2C+OK+74136,36.066334000000005,-95.917198,LAUREATE PSYCHIATRIC CLINIC,74136,DEA,OK,Dec2018
"PHARMACY, 3860 WEST OGDEN AVENUE, CHICAGO, IL 60623",http://maps.google.com/maps?q=LAWNDALE%20CHRISTIAN%20HLTH%20CTR%2CPHARMACY%2C+CHICAGO%2C+IL+60623,41.852437,-87.722018,LAWNDALE CHRISTIAN HLTH CTR,60623,DEA,IL,Dec2018
"4390 COLWICK RD, CHARLOTTE, NC 28211",http://maps.google.com/maps?q=LAX%20COTSWALD%20LLC%2C4390%20COLWICK%20RD%2C+CHARLOTTE%2C+NC+28211,35.177376,-80.7981,LAX COTSWALD LLC,28211,DEA,NC,Dec2018
"8TH AVE & C ST, SALT LAKE CITY, UT 84143",http://maps.google.com/maps?q=LDS%20OUTPATIENT%20PHARMACY%2C8TH%20AVE%20&%20C%20ST%2C+SALT%20LAKE%20CITY%2C+UT+84143,40.7525375,-73.99320290000001,LDS OUTPATIENT PHARMACY,84143,DEA,UT,Dec2018
"291 MAIN STREET, POB 600, NICHOLSON, PA 18446",http://maps.google.com/maps?q=LECHS%20PHARMACY%2C291%20MAIN%20STREET%2C+NICHOLSON%2C+PA+18446,41.626784,-75.780736,LECH'S PHARMACY,18446,DEA,PA,Dec2018
"18530 FLORIDA ST, PO BOX 929, ROBERTSDALE, AL 36567",http://maps.google.com/maps?q=LEE%20DRUG%20STORE%2C18530%20FLORIDA%20ST%2C+ROBERTSDALE%2C+AL+36567,30.5517217,-87.70765209999999,LEE DRUG STORE,36567,DEA,AL,Dec2018
"3579 HWY 17 BUSINESS, MURRELLS INLET, SC 29576",http://maps.google.com/maps?q=LEES%20INLET%20APOTHECARY%2C3579%20HWY%2017%20BUSINESS%2C+MURRELLS%20INLET%2C+SC+29576,33.569775,-79.02643690000001,LEE'S INLET APOTHECARY,29576,DEA,SC,Dec2018
"850 SOUTH MAIN, SMITHFIELD, UT 84335",http://maps.google.com/maps?q=LEES%20MARKETPLACE%20PHARMACY%2C850%20SOUTH%20MAIN%2C+SMITHFIELD%2C+UT+84335,41.81957,-111.83306,LEE'S MARKETPLACE PHARMACY,84335,DEA,UT,Dec2018
"24800 SE STARK STREET, GRESHAM, OR 97030",http://maps.google.com/maps?q=LEGACY%20MT%20HOOD%20MEDICAL%20CENTER%20PHARMACY%20%20RETAIL%2C24800%20SE%20STARK%20STREET%2C+GRESHAM%2C+OR+97030,45.519016,-122.40823999999999,LEGACY MT. HOOD MEDICAL CENTER PHARMACY - RETAIL,97030,DEA,OR,Dec2018
"4927 MAPLE DR, PLEASANT HILL, IA 50327",http://maps.google.com/maps?q=LEGAL%20NAME%20%20NUDAK%20VENTURES%20LLC%2C4927%20MAPLE%20DR%2C+PLEASANT%20HILL%2C+IA+50327,41.598076,-93.51913,LEGAL NAME:  NUDAK VENTURES LLC,50327,DEA,IA,Dec2018
"13221 TAMIAMI TRAIL, NORTH PORT, FL 34287",http://maps.google.com/maps?q=LEMON%20BAY%20DRUGS%20NORTH%20INC%2C13221%20TAMIAMI%20TRAIL%2C+NORTH%20PORT%2C+FL+34287,27.046314000000002,-82.252975,LEMON BAY DRUGS NORTH INC,34287,DEA,FL,Dec2018
"5879 SR 92, SUITE 3 LENOX PLAZA, KINGSLEY, PA 18826",http://maps.google.com/maps?q=LENOX%20PHARMACY%2C5879%20SR%2092%2C+KINGSLEY%2C+PA+18826,41.76,-75.75,LENOX PHARMACY,18826,DEA,PA,Dec2018
"122 W COLLINS, PO BOX 1229, LEONARD, TX 75452",http://maps.google.com/maps?q=LEONARD%20PHARMACY%20INC%2C122%20W%20COLLINS%2C+LEONARD%2C+TX+75452,33.3807725,-96.2485432,LEONARD PHARMACY INC,75452,DEA,TX,Dec2018
"HWY 15/LEUPP SCHOOLS RD, LEUPP, AZ 86035",http://maps.google.com/maps?q=LEUPP%20CLINIC%2CHWY%2015/LEUPP%20SCHOOLS%20RD%2C+LEUPP%2C+AZ+86035,35.2981885,-111.0084125,LEUPP CLINIC,86035,DEA,AZ,Dec2018
"PHARMACY DEPARTMENT, 7785 NORTH STATE STREET, LOWVILLE, NY 13367",http://maps.google.com/maps?q=LEWIS%20COUNTY%20GENERAL%20HOSPITAL%2CPHARMACY%20DEPARTMENT%2C+LOWVILLE%2C+NY+13367,43.796068,-75.49924200000001,LEWIS COUNTY GENERAL HOSPITAL,13367,DEA,NY,Dec2018
"LEWIS FAMILY DRUG LLC, 2202 17TH ST, SPIRIT LAKE, IA 51360",http://maps.google.com/maps?q=LEWIS%20FAIMLY%20DRUG%2CLEWIS%20FAMILY%20DRUG%20LLC%2C+SPIRIT%20LAKE%2C+IA+51360,43.42313,-95.123385,LEWIS FAIMLY DRUG #54,51360,DEA,IA,Dec2018
"109 S MAIN ST, MILBANK, SD 57252",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C109%20S%20MAIN%20ST%2C+MILBANK%2C+SD+57252,45.221508,-96.63585,LEWIS FAMILY DRUG #31,57252,DEA,SD,Dec2018
"1044 MAIN ST, HULL, IA 51239",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C1044%20MAIN%20ST%2C+HULL%2C+IA+51239,43.188126000000004,-96.13368,LEWIS FAMILY DRUG #39,51239,DEA,IA,Dec2018
"610 PARK STREET, P.O. BOX 455, SHELDON, IA 51201",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C610%20PARK%20STREET%2C+SHELDON%2C+IA+51201,43.185932,-95.84830500000001,LEWIS FAMILY DRUG #52,51201,DEA,IA,Dec2018
"401 SECOND ST, IDA GROVE, IA 51445",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C401%20SECOND%20ST%2C+IDA%20GROVE%2C+IA+51445,42.345055,-95.47003000000001,LEWIS FAMILY DRUG #55,51445,DEA,IA,Dec2018
"143 S MAIN AVE, SIOUX CENTER, IA 51250",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C143%20S%20MAIN%20AVE%2C+SIOUX%20CENTER%2C+IA+51250,43.0769,-96.17549,LEWIS FAMILY DRUG #59,51250,DEA,IA,Dec2018
"106 N. BOONE STREET, ROCK RAPIDS, IA 51246",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C106%20N.%20BOONE%20STREET%2C+ROCK%20RAPIDS%2C+IA+51246,43.43197,-96.16943,LEWIS FAMILY DRUG #61,51246,DEA,IA,Dec2018
"420 SECOND AVE, SIBLEY, IA 51249",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C420%20SECOND%20AVE%2C+SIBLEY%2C+IA+51249,43.407204,-95.74761,LEWIS FAMILY DRUG #67,51249,DEA,IA,Dec2018
"201 N MAIN ST, CHAMBERLAIN, SD 57325",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C201%20N%20MAIN%20ST%2C+CHAMBERLAIN%2C+SD+57325,43.811752,-99.32974,LEWIS FAMILY DRUG #73,57325,DEA,SD,Dec2018
"7 W SECOND ST, PO BOX 280, KINGSLEY, IA 51028",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C7%20W%20SECOND%20ST%2C+KINGSLEY%2C+IA+51028,42.5884576,-95.96783070000001,LEWIS FAMILY DRUG #74,51028,DEA,IA,Dec2018
"1319 10TH STREET, ROCK VALLEY, IA 51247",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%20LLC%2C1319%2010TH%20STREET%2C+ROCK%20VALLEY%2C+IA+51247,43.199944,-96.29948399999999,"LEWIS FAMILY DRUG, LLC",51247,DEA,IA,Dec2018
"50 N 2ND STREET, LEWISBURG, PA 17837",http://maps.google.com/maps?q=LEWISBURG%20PHARMACY%2C50%20N%202ND%20STREET%2C+LEWISBURG%2C+PA+17837,40.965934999999995,-76.88452,LEWISBURG PHARMACY,17837,DEA,PA,Dec2018
"6715 SHALLOWFORD RD, LEWISVILLE, NC 27023",http://maps.google.com/maps?q=LEWISVILLE%20DRUG%20COMPANY%2C6715%20SHALLOWFORD%20RD%2C+LEWISVILLE%2C+NC+27023,36.094273,-80.426674,LEWISVILLE DRUG COMPANY,27023,DEA,NC,Dec2018
"3699 SYMMES RD, SUITE 1, HAMILTON, OH 45015",http://maps.google.com/maps?q=LIFELINE%20INSTITUTIONAL%20PHARMACY%2C3699%20SYMMES%20RD%2C+HAMILTON%2C+OH+45015,39.34333,-84.49795,LIFELINE INSTITUTIONAL PHARMACY,45015,DEA,OH,Dec2018
"25901 COOLIDGE RD, OAK PARK, MI 48237",http://maps.google.com/maps?q=LINCOLN%20DRUGS%20INC%2C25901%20COOLIDGE%20RD%2C+OAK%20PARK%2C+MI+48237,42.481506,-83.18294,LINCOLN DRUGS INC,48237,DEA,MI,Dec2018
"LINCOLN COUNTY PUBLIC HOSP DIS, 10 NICHOLLS ST, DAVENPORT, WA 99122",http://maps.google.com/maps?q=LINCOLN%20HOSPITAL%2CLINCOLN%20COUNTY%20PUBLIC%20HOSP%20DIS%2C+DAVENPORT%2C+WA+99122,47.657234,-118.14603000000001,LINCOLN HOSPITAL,99122,DEA,WA,Dec2018
"629 LINCOLN AVE, P.O. BOX 966, BEDFORD, IN 47421",http://maps.google.com/maps?q=LINCOLN%20PLAZA%20PHARMACY%20LLC%2C629%20LINCOLN%20AVE%2C+BEDFORD%2C+IN+47421,38.87281,-86.49043,LINCOLN PLAZA PHARMACY LLC,47421,DEA,IN,Dec2018
"501 S LINCOLN AVE, CLEARWATER, FL 33756",http://maps.google.com/maps?q=LINCOURT%20PHARMACY%2C501%20S%20LINCOLN%20AVE%2C+CLEARWATER%2C+FL+33756,27.960804,-82.7858,LINCOURT PHARMACY,33756,DEA,FL,Dec2018
"5975 BIG TREE RD, P.O. BOX 414, LAKEVILLE, NY 14480",http://maps.google.com/maps?q=LIVONIALAKEVILLE%20PHARMACY%2C5975%20BIG%20TREE%20RD%2C+LAKEVILLE%2C+NY+14480,42.832737,-77.6955,LIVONIA-LAKEVILLE PHARMACY,14480,DEA,NY,Dec2018
"412 NORTH 200 EAST, LOGAN, UT 84321",http://maps.google.com/maps?q=LOGAN%20CLINIC%20PHARMACY%2C412%20NORTH%20200%20EAST%2C+LOGAN%2C+UT+84321,41.73918,-111.829544,LOGAN CLINIC PHARMACY,84321,DEA,UT,Dec2018
"44 NORTH HOWELL STREET, SUITE A, HILLSDALE, MI 49242",http://maps.google.com/maps?q=LONG%20TERM%20CARE%20NASH%20DRUGS%2C44%20NORTH%20HOWELL%20STREET%2C+HILLSDALE%2C+MI+49242,41.921127,-84.63203399999999,LONG TERM CARE NASH DRUGS,49242,DEA,MI,Dec2018
"111 E MERCED ST, FOWLER, CA 93625",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C111%20E%20MERCED%20ST%2C+FOWLER%2C+CA+93625,36.629852,-119.67971000000001,"LONGS DRUG STORES CALIFORNIA, L.L.C.",93625,DEA,CA,Dec2018
"1140 S MAIN ST, SALINAS, CA 93901",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1140%20S%20MAIN%20ST%2C+SALINAS%2C+CA+93901,36.6599097,-121.6601503,"LONGS DRUG STORES CALIFORNIA, L.L.C.",93901,DEA,CA,Dec2018
"18441 VENTURA BLVD, TARZANA, CA 91356",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C18441%20VENTURA%20BLVD%2C+TARZANA%2C+CA+91356,34.168312,-118.53482,"LONGS DRUG STORES CALIFORNIA, L.L.C.",91356,DEA,CA,Dec2018
"2514 BERRYESSA RD, SAN JOSE, CA 95132",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2514%20BERRYESSA%20RD%2C+SAN%20JOSE%2C+CA+95132,37.386955,-121.86001,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95132,DEA,CA,Dec2018
"7752 WEST MAIN STREET, P.O. BOX 2188, RIDGELAND, SC 29936",http://maps.google.com/maps?q=LONGS%20DRUGS%20OF%20RIDGELAND%20SC%20INC%2C7752%20WEST%20MAIN%20STREET%2C+RIDGELAND%2C+SC+29936,32.4809833,-80.9812734,"LONGS DRUGS OF RIDGELAND, SC, INC",29936,DEA,SC,Dec2018
"658 ROUTE 739 SUITE 5, HAWLEY, PA 18428",http://maps.google.com/maps?q=LORDS%20VALLEY%20VILLAGE%20PHCY%20INC%2C658%20ROUTE%20739%20SUITE%205%2C+HAWLEY%2C+PA+18428,41.3501528,-75.04884659999999,LORDS VALLEY VILLAGE PHCY INC,18428,DEA,PA,Dec2018
"115 N. JACKSON AVENUE #103, SAN JOSE, CA 95116",http://maps.google.com/maps?q=LOS%20ALAMITOS%20PHARMACY%20INC%2C115%20N.%20JACKSON%20AVENUE%20#103%2C+SAN%20JOSE%2C+CA+95116,37.356903,-121.84196999999999,LOS ALAMITOS PHARMACY INC,95116,DEA,CA,Dec2018
"989 LOS OSOS VALLEY ROAD, LOS OSOS, CA 93402",http://maps.google.com/maps?q=LOS%20OSOS%20REXALL%20DRUG%20STORE%2C989%20LOS%20OSOS%20VALLEY%20ROAD%2C+LOS%20OSOS%2C+CA+93402,35.31123,-120.83333600000002,LOS OSOS REXALL DRUG STORE,93402,DEA,CA,Dec2018
"1530 LONE OAK RD, PADUCAH, KY 42003",http://maps.google.com/maps?q=LOURDES%20HOSPITAL%20INC%20PHARMACY%2C1530%20LONE%20OAK%20RD%2C+PADUCAH%2C+KY+42003,37.05348,-88.64711,LOURDES HOSPITAL INC PHARMACY,42003,DEA,KY,Dec2018
"805 WEST MAIN STREET, EASTLAND, TX 76448",http://maps.google.com/maps?q=LOVE%20OAK%20PHARMACY%2C805%20WEST%20MAIN%20STREET%2C+EASTLAND%2C+TX+76448,32.4018,-98.82562,LOVE OAK PHARMACY,76448,DEA,TX,Dec2018
"302 3RD STREET SE, LOVELAND, CO 80537",http://maps.google.com/maps?q=LOVELAND%20COMMUNITY%2C302%203RD%20STREET%20SE%2C+LOVELAND%2C+CO+80537,40.390409999999996,-105.07316999999999,LOVELAND COMMUNITY,80537,DEA,CO,Dec2018
