address,googleMapsUrl_x,lat,lng,name_x,postal_x,source_x,state_x,source_date_x,name_y,state_y,postal_y,googleMapsUrl_y,source_y,source_date_y,_merge
"15714 LOS GATOS BLVD STE A, LOS GATOS, CA 95032",http://maps.google.com/maps?q=SORCI%20HEALTHCARE%20PHARMACY%2C15714%20LOS%20GATOS%20BLVD%20STE%20A%2C+LOS%20GATOS%2C+CA+95032,37.23977,-121.96113999999999,SORCI HEALTHCARE PHARMACY,95032.0,DEA,CA,Dec2018,,,,,,,left_only
"101 WILLAPA AVENUE, SOUTH BEND, WA 98586",http://maps.google.com/maps?q=SOUTH%20BEND%20PHARMACY%20INC%2C101%20WILLAPA%20AVENUE%2C+SOUTH%20BEND%2C+WA+98586,46.6632,-123.8046,SOUTH BEND PHARMACY INC,98586.0,DEA,WA,Dec2018,,,,,,,left_only
"1303 38TH AVE. N., MYRTLE BEACH, SC 29577",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C1303%2038TH%20AVE.%20N.%2C+MYRTLE%20BEACH%2C+SC+29577,33.727084999999995,-78.868996,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29577.0,DEA,SC,Dec2018,,,,,,,left_only
"2707 CELANESE RD., ROCK HILL, SC 29732",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C2707%20CELANESE%20RD.%2C+ROCK%20HILL%2C+SC+29732,34.975967,-81.02655,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29732.0,DEA,SC,Dec2018,,,,,,,left_only
"2814 N MAIN ST., ANDERSON, SC 29621",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C2814%20N%20MAIN%20ST.%2C+ANDERSON%2C+SC+29621,34.531566999999995,-82.66308599999998,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29621.0,DEA,SC,Dec2018,,,,,,,left_only
"5215 ASHLEY PHOSPHATE RD., NORTH CHARLESTON, SC 29418",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C5215%20ASHLEY%20PHOSPHATE%20RD.%2C+NORTH%20CHARLESTON%2C+SC+29418,32.91602,-80.105,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29418.0,DEA,SC,Dec2018,,,,,,,left_only
"5608 SUNSET BLVD., LEXINGTON, SC 29072",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C5608%20SUNSET%20BLVD.%2C+LEXINGTON%2C+SC+29072,33.99382,-81.2277,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29072.0,DEA,SC,Dec2018,CVS PHARMACY,SC,29072.0,"http://maps.google.com/maps?q=5608 SUNSET BLVD.,+LEXINGTON,+SC+29072&hl=en",DEA,NTBD2018,both
"718 MILLS AVENUE, GREENVILLE, SC 29605",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C718%20MILLS%20AVENUE%2C+GREENVILLE%2C+SC+29605,34.822624,-82.414375,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29605.0,DEA,SC,Dec2018,,,,,,,left_only
"733 S. IRBY ST., FLORENCE, SC 29501",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C733%20S.%20IRBY%20ST.%2C+FLORENCE%2C+SC+29501,34.20775,-79.768936,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",29501.0,DEA,SC,Dec2018,,,,,,,left_only
"330-334 ROUTE 2, SOUTH HERO, VT 05486",http://maps.google.com/maps?q=SOUTH%20HERO%20PHARMACY%20LLC%2C330-334%20ROUTE%202%2C+SOUTH%20HERO%2C+VT+05486,44.645306,-73.308105,SOUTH HERO PHARMACY LLC,5486.0,DEA,VT,Dec2018,,,,,,,left_only
"1215 WEST CLEMMONSVILLE ROAD, SUITE A, WINSTON SALEM, NC 27127",http://maps.google.com/maps?q=SOUTH%20PARK%20FAMILY%20PHARMACY%2C1215%20WEST%20CLEMMONSVILLE%20ROAD%2C+WINSTON%20SALEM%2C+NC+27127,36.041164,-80.25796,SOUTH PARK FAMILY PHARMACY,27127.0,DEA,NC,Dec2018,,,,,,,left_only
"KRISTOPHER YOUNG PHARMD, 55 FOGG ROAD, SOUTH WEYMOUTH, MA 02190",http://maps.google.com/maps?q=SOUTH%20SHORE%20HOSPITAL%2CKRISTOPHER%20YOUNG%20PHARMD%2C+SOUTH%20WEYMOUTH%2C+MA+02190,42.175691,-70.954074,SOUTH SHORE HOSPITAL,2190.0,DEA,MA,Dec2018,,,,,,,left_only
"1456 SOUTH STREET, WHEATLAND, WY 82201",http://maps.google.com/maps?q=SOUTH%20STREET%20PHARMACY%20LLC%2C1456%20SOUTH%20STREET%2C+WHEATLAND%2C+WY+82201,42.051594,-104.96103000000001,SOUTH STREET PHARMACY LLC,82201.0,DEA,WY,Dec2018,,,,,,,left_only
"7496 EIGLEBERRY ST., GILROY, CA 95020",http://maps.google.com/maps?q=SOUTH%20VALLEY%20PHARMACY%20SERVICES%2C7496%20EIGLEBERRY%20ST.%2C+GILROY%2C+CA+95020,37.007934999999996,-121.57056000000001,SOUTH VALLEY PHARMACY SERVICES,95020.0,DEA,CA,Dec2018,,,,,,,left_only
"201 S 68TH STREET PLACE, SUITE 200, LINCOLN, NE 68510",http://maps.google.com/maps?q=SOUTHEAST%20NEBRASKA%20HEMATOLOGY%20AND%20ONCOLOGY%20CONS%20PC%2C201%20S%2068TH%20STREET%20PLACE%2C+LINCOLN%2C+NE+68510,40.81219,-96.62781,SOUTHEAST NEBRASKA HEMATOLOGY AND ONCOLOGY CONS PC,68510.0,DEA,NE,Dec2018,,,,,,,left_only
"ST.JOSEPH HOSPITAL, 2 SOUTH HOSPITAL DRIVE, MURPHYSBORO, IL 62966",http://maps.google.com/maps?q=SOUTHERN%20ILL%20HOSP%20SERVICES%20AT%2CST.JOSEPH%20HOSPITAL%2C+MURPHYSBORO%2C+IL+62966,37.7737551,-89.3247324,SOUTHERN ILL HOSP SERVICES AT,62966.0,DEA,IL,Dec2018,,,,,,,left_only
"1400 PIN OAK DRIVE, PHARMACY DEPARTMENT, CARTERVILLE, IL 62918",http://maps.google.com/maps?q=SOUTHERN%20ILLINOIS%20HOSPITAL%20SERVICES%2C1400%20PIN%20OAK%20DRIVE%2C+CARTERVILLE%2C+IL+62918,37.748663,-89.077686,SOUTHERN ILLINOIS HOSPITAL SERVICES,62918.0,DEA,IL,Dec2018,,,,,,,left_only
"2400 32ND AVE S, FARGO, ND 58103",http://maps.google.com/maps?q=SOUTHPOINTE%20PHARMACY%2C2400%2032ND%20AVE%20S%2C+FARGO%2C+ND+58103,46.831802,-96.817679,SOUTHPOINTE PHARMACY,58103.0,DEA,ND,Dec2018,,,,,,,left_only
"54 JAGGER LANE, SOUTHAMPTON, NY 11968",http://maps.google.com/maps?q=SOUTHRIFTY%20DRUG%20INC%2C54%20JAGGER%20LANE%2C+SOUTHAMPTON%2C+NY+11968,40.887615000000004,-72.39217,SOUTHRIFTY DRUG INC,11968.0,DEA,NY,Dec2018,,,,,,,left_only
"PHARMACY DEPARTMENT, 301 EAST MAIN STREET, BAYSHORE, NY 11706",http://maps.google.com/maps?q=SOUTHSIDE%20HOSPITAL%2CPHARMACY%20DEPARTMENT%2C+BAYSHORE%2C+NY+11706,40.725676,-73.2416575,SOUTHSIDE HOSPITAL,11706.0,DEA,NY,Dec2018,,,,,,,left_only
"1311 N MILDRED RD, CORTEZ, CO 81321",http://maps.google.com/maps?q=SOUTHWEST%20HEALTH%20SYSTEM%2C1311%20N%20MILDRED%20RD%2C+CORTEZ%2C+CO+81321,37.362293,-108.57274,SOUTHWEST HEALTH SYSTEM,81321.0,DEA,CO,Dec2018,,,,,,,left_only
"100 HOSPITAL DRIVE, BENNINGTON, VT 05201",http://maps.google.com/maps?q=SOUTHWESTERN%20VERMONT%20MEDICAL%20CENTER%2C100%20HOSPITAL%20DRIVE%2C+BENNINGTON%2C+VT+05201,42.873928,-73.20435,SOUTHWESTERN VERMONT MEDICAL CENTER,5201.0,DEA,VT,Dec2018,SOUTHWESTERN VT MEDICAL CENTER FRONT LOBBY,VT,5201.0,"http://maps.google.com/maps?q=100 HOSPITAL DRIVE,+BENNINGTON,+VT+05201&hl=en",DEA,NTBD2018,both
"3700 FETTLER PARK DRIVE, DUMFRIES, VA 22025",http://maps.google.com/maps?q=SPECTRUM%20HEALTHCARE%20RESOURCES%20%20DUMFRIES%20HLTH%20CTR%2C3700%20FETTLER%20PARK%20DRIVE%2C+DUMFRIES%2C+VA+22025,38.57936220000001,-77.3267223,SPECTRUM HEALTHCARE RESOURCES - DUMFRIES HLTH CTR,22025.0,DEA,VA,Dec2018,,,,,,,left_only
"10580 ARROWHEAD DRIVE, FAIRFAX, VA 22030",http://maps.google.com/maps?q=SPECTRUM%20HEALTHCARE%20RESOURCES%20%20FAIRFAX%20HLTH%20CTR%2C10580%20ARROWHEAD%20DRIVE%2C+FAIRFAX%2C+VA+22030,38.873375,-77.31397,SPECTRUM HEALTHCARE RESOURCES - FAIRFAX HLTH CTR,22030.0,DEA,VA,Dec2018,,,,,,,left_only
"215 OAK DR SOUTH, SUITE M, LAKE JACKSON, TX 77566",http://maps.google.com/maps?q=SPENCES%20MEDICAL%20CENTER%20PHARMACY%2C215%20OAK%20DR%20SOUTH%2C+LAKE%20JACKSON%2C+TX+77566,29.030958000000002,-95.45626999999999,SPENCES MEDICAL CENTER PHARMACY,77566.0,DEA,TX,Dec2018,,,,,,,left_only
"3883 74TH AVENUE, PO BOX 309, FORT TOTTEN, ND 58335",http://maps.google.com/maps?q=SPIRIT%20LAKE%20HEALTH%20CENTER%2C3883%2074TH%20AVENUE%2C+FORT%20TOTTEN%2C+ND+58335,47.975908399999994,-98.99743070000001,SPIRIT LAKE HEALTH CENTER,58335.0,DEA,ND,Dec2018,,,,,,,left_only
"262 RIVER STREET, SPRINGFIELD, VT 05156",http://maps.google.com/maps?q=SPRINGFIELD%20PHARMACY%20INC%2C262%20RIVER%20STREET%2C+SPRINGFIELD%2C+VT+05156,43.3111,-72.498985,SPRINGFIELD PHARMACY INC,5156.0,DEA,VT,Dec2018,,,,,,,left_only
"100 MEDICAL CENTER DRIVE, SPRINGFIELD, OH 45504",http://maps.google.com/maps?q=SPRINGFIELD%20REGIONAL%20MEDICAL%20CENTER%2C100%20MEDICAL%20CENTER%20DRIVE%2C+SPRINGFIELD%2C+OH+45504,39.928366,-83.816,SPRINGFIELD REGIONAL MEDICAL CENTER,45504.0,DEA,OH,Dec2018,,,,,,,left_only
"DEPARTMENT OF PHARMACY, 430 EAST DIVISION STREET, FOND DU LAC, WI 54935",http://maps.google.com/maps?q=ST%20AGNES%20HOSPITAL%2CDEPARTMENT%20OF%20PHARMACY%2C+FOND%20DU%20LAC%2C+WI+54935,43.777762,-88.431108,ST AGNES HOSPITAL,54935.0,DEA,WI,Dec2018,,,,,,,left_only
"900 E BROADWAY AVE, BOX 5510, BISMARCK, ND 58506",http://maps.google.com/maps?q=ST%20ALEXIUS%20MEDICAL%20CENTER%2C900%20E%20BROADWAY%20AVE%2C+BISMARCK%2C+ND+58506,46.806416,-100.77838,ST ALEXIUS MEDICAL CENTER,58506.0,DEA,ND,Dec2018,,,,,,,left_only
"222 MEDICAL CIRCLE, MOREHEAD, KY 40351",http://maps.google.com/maps?q=ST%20CLAIRE%20MEDICAL%20CENTER%20INC%20%20RETAIL%2C222%20MEDICAL%20CIRCLE%2C+MOREHEAD%2C+KY+40351,38.18026,-83.44319,ST CLAIRE MEDICAL CENTER INC - RETAIL,40351.0,DEA,KY,Dec2018,,,,,,,left_only
"251 6TH ST S, SAINT CLOUD, MN 56301",http://maps.google.com/maps?q=ST%20CLOUD%20STATE%20UNIVERSITY%2C251%206TH%20ST%20S%2C+SAINT%20CLOUD%2C+MN+56301,45.558273,-94.15726,ST CLOUD STATE UNIVERSITY,56301.0,DEA,MN,Dec2018,,,,,,,left_only
"3401 LUDINGTON, ESCANABA, MI 49829",http://maps.google.com/maps?q=ST%20FRANCIS%20HOSPITAL%2C3401%20LUDINGTON%2C+ESCANABA%2C+MI+49829,45.745734999999996,-87.10106,ST FRANCIS HOSPITAL,49829.0,DEA,MI,Dec2018,,,,,,,left_only
"530 NE GLEN OAK AVE, PEORIA, IL 61637",http://maps.google.com/maps?q=ST%20FRANCIS%20MEDICAL%20CENTER%2C530%20NE%20GLEN%20OAK%20AVE%2C+PEORIA%2C+IL+61637,40.70425,-89.58689,ST FRANCIS MEDICAL CENTER,61637.0,DEA,IL,Dec2018,,,,,,,left_only
"400 SOUTH CLARK ST, BUTTE, MT 59701",http://maps.google.com/maps?q=ST%20JAMES%20HEALTHCARE%2C400%20SOUTH%20CLARK%20ST%2C+BUTTE%2C+MT+59701,46.009190000000004,-112.546074,ST JAMES HEALTHCARE,59701.0,DEA,MT,Dec2018,,,,,,,left_only
"2500 W REYNOLDS ST, PONTIAC, IL 61764",http://maps.google.com/maps?q=ST%20JAMES%20HOSPITAL%2C2500%20W%20REYNOLDS%20ST%2C+PONTIAC%2C+IL+61764,40.8708937,-88.67951629999996,ST JAMES HOSPITAL,61764.0,DEA,IL,Dec2018,,,,,,,left_only
"17900 23 MILE ROAD, SUITE #104, MACOMB TOWNSHIP, MI 48044",http://maps.google.com/maps?q=ST%20JOHN%20PHARMACY%2C17900%2023%20MILE%20ROAD%2C+MACOMB%20TOWNSHIP%2C+MI+48044,42.6701812,-82.9446287,ST JOHN PHARMACY,48044.0,DEA,MI,Dec2018,,,,,,,left_only
"22151 MOROSS ROAD, SUITE G-25, DETROIT, MI 48236",http://maps.google.com/maps?q=ST%20JOHN%20PHARMACY%2C22151%20MOROSS%20ROAD%2C+DETROIT%2C+MI+48236,42.419693,-82.916664,ST JOHN PHARMACY,48236.0,DEA,MI,Dec2018,,,,,,,left_only
"26850 PROVIDENCE PARKWAY, SUITE 100, NOVI, MI 48374",http://maps.google.com/maps?q=ST%20JOHN%20PHARMACY%2C26850%20PROVIDENCE%20PARKWAY%2C+NOVI%2C+MI+48374,42.4866575,-83.52203109999998,ST JOHN PHARMACY,48374.0,DEA,MI,Dec2018,,,,,,,left_only
"812 EAST JOLLY ROAD, SUITE #208, LANSING, MI 48910",http://maps.google.com/maps?q=ST%20JOHN%20PHARMACY%2C812%20EAST%20JOLLY%20ROAD%2C+LANSING%2C+MI+48910,42.683009999999996,-84.54085500000002,ST JOHN PHARMACY,48910.0,DEA,MI,Dec2018,,,,,,,left_only
"2200 E WASHINGTON, BLOOMINGTON, IL 61701",http://maps.google.com/maps?q=ST%20JOSEPHS%20HOSPITAL%20MEDICAL%2C2200%20E%20WASHINGTON%2C+BLOOMINGTON%2C+IL+61701,40.480087,-88.95708499999998,ST JOSEPH'S HOSPITAL MEDICAL,61701.0,DEA,IL,Dec2018,,,,,,,left_only
"520 S. EAGLE ROAD, SUITE 1000, MERIDIAN, ID 83642",http://maps.google.com/maps?q=ST%20LUKES%20MERIDIAN%20MEDICAL%2C520%20S.%20EAGLE%20ROAD%2C+MERIDIAN%2C+ID+83642,43.6003848,-116.35468049999999,ST LUKE'S MERIDIAN MEDICAL,83642.0,DEA,ID,Dec2018,,,,,,,left_only
"OUTPATIENT PHARMACY, 190 EAST BANNOCK, BOISE, ID 83712",http://maps.google.com/maps?q=ST%20LUKES%20REGIONAL%20MEDICAL%20CENTER%2COUTPATIENT%20PHARMACY%2C+BOISE%2C+ID+83712,43.61,-116.19,ST LUKE'S REGIONAL MEDICAL CENTER,83712.0,DEA,ID,Dec2018,,,,,,,left_only
"100 HOSPITAL DRIVE, PO BOX 100, KETCHUM, ID 83340",http://maps.google.com/maps?q=ST%20LUKES%20WOOD%20RIVER%2C100%20HOSPITAL%20DRIVE%2C+KETCHUM%2C+ID+83340,43.6483659,-114.34995330000001,ST LUKE'S WOOD RIVER,83340.0,DEA,ID,Dec2018,,,,,,,left_only
"12300 METCALF AVENUE, OVERLAND PARK, KS 66213",http://maps.google.com/maps?q=ST%20LUKES%20SOUTH%20HOSPITAL%2C12300%20METCALF%20AVENUE%2C+OVERLAND%20PARK%2C+KS+66213,38.905590000000004,-94.66778599999999,ST LUKES SOUTH HOSPITAL,66213.0,DEA,KS,Dec2018,,,,,,,left_only
"5801 BREMO ROAD, RICHMOND, VA 23226",http://maps.google.com/maps?q=ST%20MARYS%20COMMUNITY%20PHARMACY%2C5801%20BREMO%20ROAD%2C+RICHMOND%2C+VA+23226,37.58493,-77.51267,ST MARY'S COMMUNITY PHARMACY,23226.0,DEA,VA,Dec2018,,,,,,,left_only
"3333 N SEMINARY, GALESBURG, IL 61401",http://maps.google.com/maps?q=ST%20MARYS%20MEDICAL%20CENTER%2C3333%20N%20SEMINARY%2C+GALESBURG%2C+IL+61401,40.988956,-90.36374,ST MARY'S MEDICAL CENTER,61401.0,DEA,IL,Dec2018,,,,,,,left_only
"6 RAILROAD STREET, SAINT MARYS, PA 15857",http://maps.google.com/maps?q=ST%20MARYS%20PHARMACY%20LAB%2C6%20RAILROAD%20STREET%2C+SAINT%20MARYS%2C+PA+15857,41.427761,-78.560905,ST MARYS PHARMACY LAB,15857.0,DEA,PA,Dec2018,,,,,,,left_only
"730 W MARKET ST, LIMA, OH 45801",http://maps.google.com/maps?q=ST%20RITAS%20MEDICAL%20CENTER%2C730%20W%20MARKET%20ST%2C+LIMA%2C+OH+45801,40.74006,-84.11941999999998,ST RITA'S MEDICAL CENTER,45801.0,DEA,OH,Dec2018,,,,,,,left_only
"301 HENRY STREET, NORTH VERNON, IN 47265",http://maps.google.com/maps?q=ST%20VINCENT%20JENNINGS%20HOSPITAL%2C301%20HENRY%20STREET%2C+NORTH%20VERNON%2C+IN+47265,39.01135,-85.64125,ST VINCENT JENNINGS HOSPITAL,47265.0,DEA,IN,Dec2018,,,,,,,left_only
"2500 SUNSET DRIVE NW, SUITE 2, MANDAN, ND 58554",http://maps.google.com/maps?q=ST%20ALEXIUS%20MANDAN%20PHARMACY%20LLC%2C2500%20SUNSET%20DRIVE%20NW%2C%20SUITE%202%2C+MANDAN%2C+ND+58554,46.83,-100.89,"ST. ALEXIUS MANDAN PHARMACY, LLC",58554.0,DEA,ND,Dec2018,,,,,,,left_only
"2500 NE NEFF RD, BEND, OR 97701",http://maps.google.com/maps?q=ST%20CHARLES%20HEALTH%20SYSTEM%20INC%2C2500%20NE%20NEFF%20RD%2C+BEND%2C+OR+97701,44.065746000000004,-121.27368999999999,ST. CHARLES HEALTH SYSTEM INC,97701.0,DEA,OR,Dec2018,,,,,,,left_only
"8401 MARKET STREET, BOARDMAN, OH 44512",http://maps.google.com/maps?q=ST%20ELIZABETH%20BOARDMAN%20HOSPITAL%2C8401%20MARKET%20STREET%2C+BOARDMAN%2C+OH+44512,40.995259999999995,-80.66273000000002,ST. ELIZABETH BOARDMAN HOSPITAL,44512.0,DEA,OH,Dec2018,,,,,,,left_only
"1044 BELMONT AVENUE, 2ND FLOOR, YOUNGSTOWN, OH 44501",http://maps.google.com/maps?q=ST%20ELIZABETH%20YOUNGSTOWN%20HOSPITAL%2C1044%20BELMONT%20AVENUE%2C+YOUNGSTOWN%2C+OH+44501,41.114178,-80.65573,ST. ELIZABETH YOUNGSTOWN HOSPITAL,44501.0,DEA,OH,Dec2018,,,,,,,left_only
"ATTN: PHARMACY DEPARTMENT, 667 EASTLAND AVENUE, SE, WARREN, OH 44484",http://maps.google.com/maps?q=ST%20JOSEPH%20WARREN%20HOSPITAL%2CATTN%3A%20PHARMACY%20DEPARTMENT%2C+WARREN%2C+OH+44484,41.23088900000001,-80.77717700000002,ST. JOSEPH WARREN HOSPITAL,44484.0,DEA,OH,Dec2018,,,,,,,left_only
"725 POLE LINE RD W, TWIN FALLS, ID 83301",http://maps.google.com/maps?q=ST%20LUKES%20MOUNTAIN%20STATES%20TUMOR%20INSTITUTE%2C725%20POLE%20LINE%20RD%20W%2C+TWIN%20FALLS%2C+ID+83301,42.59200300000001,-114.46576,ST. LUKE'S MOUNTAIN STATES TUMOR INSTITUTE,83301.0,DEA,ID,Dec2018,,,,,,,left_only
"720 ESKENAZI AVENUE, INDIANAPOLIS, IN 46202",http://maps.google.com/maps?q=ST%20MARGARETS%20PHARMACY%20AT%20ESKENAZI%20HEALTH%2C720%20ESKENAZI%20AVENUE%2C+INDIANAPOLIS%2C+IN+46202,39.77755,-86.18288000000004,ST. MARGARET'S PHARMACY AT ESKENAZI HEALTH,46202.0,DEA,IN,Dec2018,,,,,,,left_only
"801 ST. MARY'S DRIVE, EVANSVILLE, IN 47714",http://maps.google.com/maps?q=ST%20VINCENT%20PHARMACY%20MOB%2C801%20ST.%20MARY'S%20DRIVE%2C+EVANSVILLE%2C+IN+47714,37.96686,-87.50556,ST. VINCENT PHARMACY MOB,47714.0,DEA,IN,Dec2018,,,,,,,left_only
"911 NORTH SHELBY STREET, SALEM, IN 47167",http://maps.google.com/maps?q=ST%20VINCENT%20SALEM%20HOSPITAL%20INC%2C911%20NORTH%20SHELBY%20STREET%2C+SALEM%2C+IN+47167,38.61029,-86.10764,"ST. VINCENT SALEM HOSPITAL, INC.",47167.0,DEA,IN,Dec2018,,,,,,,left_only
"5800 HOLLIS STREET, ROOM 2325, EMERYVILLE, CA 94608",http://maps.google.com/maps?q=STANFORD%20EMERYVILLE%20HEALTH%20CENTER%20PHARMACY%2C5800%20HOLLIS%20STREET%2C%20ROOM%202325%2C+EMERYVILLE%2C+CA+94608,37.839620000000004,-122.28923,STANFORD EMERYVILLE HEALTH CENTER PHARMACY,94608.0,DEA,CA,Dec2018,,,,,,,left_only
"821 IOWA AVE, ONAWA, IA 51040",http://maps.google.com/maps?q=STANGEL%20PHARMACY%20INC%2C821%20IOWA%20AVE%2C+ONAWA%2C+IA+51040,42.02668,-96.094864,STANGEL PHARMACY INC,51040.0,DEA,IA,Dec2018,,,,,,,left_only
"475 SUMMIT SQUARE BLVD, WINSTON SALEM, NC 27105",http://maps.google.com/maps?q=STANLEYVILLE%20FAMILY%20PHARMACY%2C475%20SUMMIT%20SQUARE%20BLVD%2C+WINSTON%20SALEM%2C+NC+27105,36.189386999999996,-80.274674,STANLEYVILLE FAMILY PHARMACY,27105.0,DEA,NC,Dec2018,,,,,,,left_only
"102 EAST CITY CENTER, ST. GEORGE, UT 84770",http://maps.google.com/maps?q=STAPLEY%20PHARMACY%20INC%2C102%20EAST%20CITY%20CENTER%2C+ST.%20GEORGE%2C+UT+84770,37.109215,-113.58112,"STAPLEY PHARMACY, INC.",84770.0,DEA,UT,Dec2018,,,,,,,left_only
"192 NORTH STATE STREET, CARO, MI 48723",http://maps.google.com/maps?q=STATE%20STREET%20PHARMACY%20%20WELLNESS%20CENTER%2C192%20NORTH%20STATE%20STREET%2C+CARO%2C+MI+48723,43.489677,-83.39546,STATE STREET PHARMACY & WELLNESS CENTER,48723.0,DEA,MI,Dec2018,,,,,,,left_only
"1022-C SHELTON AVE., STATESVILLE, NC 28677",http://maps.google.com/maps?q=STATESVILLE%20FAMILY%20MEDICINE%20PHARMACY%2C1022-C%20SHELTON%20AVE.%2C+STATESVILLE%2C+NC+28677,35.770744,-80.88436,STATESVILLE FAMILY MEDICINE PHARMACY,28677.0,DEA,NC,Dec2018,,,,,,,left_only
"102 MARTIN DRIVE, SUITE A, STAYTON, OR 97383",http://maps.google.com/maps?q=STAYTON%20PHARMACY%2C102%20MARTIN%20DRIVE%2C+STAYTON%2C+OR+97383,44.81224,-122.793677,STAYTON PHARMACY,97383.0,DEA,OR,Dec2018,,,,,,,left_only
"607 10TH STREET, WORTHINGTON, MN 56187",http://maps.google.com/maps?q=STERLING%20LTC%20PHARMACY%2C607%2010TH%20STREET%2C+WORTHINGTON%2C+MN+56187,43.62189,-95.59934,STERLING LTC PHARMACY #32,56187.0,DEA,MN,Dec2018,,,,,,,left_only
"W12802 COUNTY HWY A, P.O. BOX 86, BOWLER, WI 54416",http://maps.google.com/maps?q=STOCKBRIDGEMUNSEE%2CW12802%20COUNTY%20HWY%20A%2C+BOWLER%2C+WI+54416,44.8637991,-88.981476,STOCKBRIDGE-MUNSEE,54416.0,DEA,WI,Dec2018,,,,,,,left_only
"BRIDGE & MAIN STREETS, LAKE LUZERNE, NY 12846",http://maps.google.com/maps?q=STONES%20PHARMACY%20INC%2CBRIDGE%20&%20MAIN%20STREETS%2C+LAKE%20LUZERNE%2C+NY+12846,40.7060855,-73.9968643,STONE'S PHARMACY INC,12846.0,DEA,NY,Dec2018,,,,,,,left_only
"821 N BROADWAY, P O BOX C, ASPERMONT, TX 79502",http://maps.google.com/maps?q=STONEWALL%20MEMORIAL%20HOSPITAL%2C821%20N%20BROADWAY%2C+ASPERMONT%2C+TX+79502,33.15121,-100.22743,STONEWALL MEMORIAL HOSPITAL,79502.0,DEA,TX,Dec2018,,,,,,,left_only
"33820 OLD VALLEY PIKE, SUITE 7, STRASBURG, VA 22657",http://maps.google.com/maps?q=STRASBURG%20PHARMACY%2C33820%20OLD%20VALLEY%20PIKE%2C+STRASBURG%2C+VA+22657,39.00412,-78.340385,STRASBURG PHARMACY,22657.0,DEA,VA,Dec2018,,,,,,,left_only
"601 ELMWOOD AVENUE BOX 638, OUTPATIENT PHARMACY, ROCHESTER, NY 14642",http://maps.google.com/maps?q=STRONG%20MEMORIAL%20HOSPITAL%2C601%20ELMWOOD%20AVENUE%20BOX%20638%2C+ROCHESTER%2C+NY+14642,43.12446,-77.623436,STRONG MEMORIAL HOSPITAL,14642.0,DEA,NY,Dec2018,,,,,,,left_only
"2613 WEST HENRIETTA ROAD, C/O PHARMACY, ROCHESTER, NY 14623",http://maps.google.com/maps?q=STRONG%20MEMORIAL%20HOSPITALUNIV%20OF%20ROCHESTER%2C2613%20WEST%20HENRIETTA%20ROAD%2C+ROCHESTER%2C+NY+14623,43.099667,-77.63016,STRONG MEMORIAL HOSPITAL-UNIV OF ROCHESTER,14623.0,DEA,NY,Dec2018,,,,,,,left_only
"4849 CALHOUN ROAD, RM 1211, HOUSTON, TX 77204",http://maps.google.com/maps?q=STUDENT%20HEALTH%20PHARMACY%20UNIVERSITY%20OF%20HOUSTON%2C4849%20CALHOUN%20ROAD%2C+HOUSTON%2C+TX+77204,29.7186924,-95.34432259999998,STUDENT HEALTH PHARMACY UNIVERSITY OF HOUSTON,77204.0,DEA,TX,Dec2018,,,,,,,left_only
"SONOMA STATE UNIVERSITY, 1801 EAST COTATI AVENUE, ROHNERT PARK, CA 94928",http://maps.google.com/maps?q=STUDENT%20HLTH%20CENTER%20PHARMACY%2CSONOMA%20STATE%20UNIVERSITY%2C+ROHNERT%20PARK%2C+CA+94928,38.33938660000001,-122.67418119999999,STUDENT HLTH CENTER PHARMACY,94928.0,DEA,CA,Dec2018,,,,,,,left_only
"SAN FRANCISCO STATE UNIVERSITY, 1600 HOLLOWAY AVE, SAN FRANCISCO, CA 94132",http://maps.google.com/maps?q=STUDENT%20HLTH%20SERVICE%20PHARMACY%2CSAN%20FRANCISCO%20STATE%20UNIVERSITY%2C+SAN%20FRANCISCO%2C+CA+94132,37.721897,-122.4782094,STUDENT HLTH SERVICE PHARMACY,94132.0,DEA,CA,Dec2018,,,,,,,left_only
"CB #1530 DANIELS BUILDING, 207 SOUTH RD, CHAPEL HILL, NC 27599",http://maps.google.com/maps?q=STUDENT%20STORES%20PHARMACY%2CCB%20#1530%20DANIELS%20BUILDING%2C+CHAPEL%20HILL%2C+NC+27599,35.909933,-79.04840899999998,STUDENT STORES PHARMACY,27599.0,DEA,NC,Dec2018,,,,,,,left_only
