name,address,state,postal,source,lat,lng,source_date,googleMapsUrl,county
"MARYLAND CVS PHARMACY, L.L.C.","5870 SILVER HILL RD, SILVER HILL PLAZA, DISTRICT HEIGHTS, MD 20747",MD,20747,DEA,38.85351,-76.90941,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C5870%20SILVER%20HILL%20RD%2C+DISTRICT%20HEIGHTS%2C+MD+20747,Prince George's
US ARMY- KIMBROUGH AMBULATORY CARE CENTER,"DEPARTMENT OF PHARMACY, KIMBROUGH AMBULATORY CARE CENTER, FORT MEADE, MD 20755",MD,20755,DEA,39.0979125,-76.7291324,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20KIMBROUGH%20AMBULATORY%20CARE%20CENTER%2CDEPARTMENT%20OF%20PHARMACY%2C+FORT%20MEADE%2C+MD+20755,Anne Arundel
USAF 779TH MDG PHARMACY,"1060 W. PERIMETER ROAD, ANDREWS AIR FORCE BASE, MD 20762",MD,20762,DEA,38.81127,-76.89433000000001,Dec2018,http://maps.google.com/maps?q=USAF%20TH%20MDG%20PHARMACY%2C1060%20W.%20PERIMETER%20ROAD%2C+ANDREWS%20AIR%20FORCE%20BASE%2C+MD+20762,Prince George's
USAF 779TH MDG SATELLITE PHARMACY,"1683 BROOKLEY AVENUE, ANDREWS AIR FORCE BASE, MD 20762",MD,20762,DEA,38.8152964082,-76.8845849796,April2018,http://maps.google.com/maps?q=USAF%20TH%20MDG%20SATELLITE%20PHARMACY%2C1683%20BROOKLEY%20AVENUE%2C+ANDREWS%20AIR%20FORCE%20BASE%2C+MD+20762,Prince George's
"MARYLAND CVS PHARMACY, L.L.C.","7607 GREENBELT ROAD, GREENBELT, MD 20770",MD,20770,DEA,38.99357185,-76.8756343386,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7607%20GREENBELT%20ROAD%2C+GREENBELT%2C+MD+20770,Prince George's
"H&M SPECIALTY RX,INC","5454 WISCONSIN AVE, #400, CHEVY CHASE, MD 20815",MD,20815,DEA,38.962757,-77.08669,Dec2018,http://maps.google.com/maps?q=HM%20SPECIALTY%20RXINC%2C5454%20WISCONSIN%20AVE%2C+CHEVY%20CHASE%2C+MD+20815,Montgomery
"MARYLAND CVS PHARMACY, L.L.C.","3110 OLNEY SANDY SPRING RD., OLNEY, MD 20832",MD,20832,DEA,39.1516580522,-77.0641599829,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3110%20OLNEY%20SANDY%20SPRING%20RD.%2C+OLNEY%2C+MD+20832,Montgomery
"MARYLAND CVS PHARMACY, L.L.C.","9920 KEY WEST AVE, ROCKVILLE, MD 20850",MD,20850,DEA,39.10177,-77.21048,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C9920%20KEY%20WEST%20AVE%2C+ROCKVILLE%2C+MD+20850,Montgomery
"MARYLAND CVS PHARMACY, L.L.C.","7955 TUCKERMAN LANE, ROCKVILLE, MD 20854",MD,20854,DEA,39.040184,-77.15777,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7955%20TUCKERMAN%20LANE%2C+ROCKVILLE%2C+MD+20854,Montgomery
"MARYLAND CVS PHARMACY, L.L.C.","19100 MONTGOMERY VILLAGE AVE., GAITHERSBURG, MD 20886",MD,20886,DEA,39.152761,-77.21198259999998,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C19100%20MONTGOMERY%20VILLAGE%20AVE.%2C+GAITHERSBURG%2C+MD+20886,Montgomery
WRNMMC-WALTER REED NATIONAL MILITARY MEDICAL CENTE,"PHARMACY DEPT BLDG 9, 8901 WISCONSIN AVE, BETHESDA, MD 20889",MD,20889,DEA,38.9627342,-77.0872936,Dec2018,http://maps.google.com/maps?q=WRNMMCWALTER%20REED%20NATIONAL%20MILITARY%20MEDICAL%20CENTE%2CPHARMACY%20DEPT%20BLDG%209%2C+BETHESDA%2C+MD+20889,Montgomery
"MARYLAND CVS PHARMACY, L.L.C.","3715 UNIVERSITY BOULEVARD WEST, KENSINGTON, MD 20895",MD,20895,DEA,39.0331866909,-77.0735701172,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3715%20UNIVERSITY%20BOULEVARD%20WEST%2C+KENSINGTON%2C+MD+20895,Montgomery
MEDSTAR PHARMACY (STORE #7),"3305 N. LEISUREWORLD BOULEVARD, SILVER SPRING, MD 20906",MD,20906,DEA,39.098595,-77.065186,Dec2018,http://maps.google.com/maps?q=MEDSTAR%20PHARMACY%20STORE%2C3305%20N.%20LEISUREWORLD%20BOULEVARD%2C+SILVER%20SPRING%2C+MD+20906,Montgomery
WALGREEN CO.,"1329 UNIVERSITY BLVD. E, TAKOMA PARK, MD 20912",MD,20912,DEA,38.98796,-76.98617,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C1329%20UNIVERSITY%20BLVD.%20E%2C+TAKOMA%20PARK%2C+MD+20912,Montgomery
US ARMY KIRK HEALTH CLINIC,"PHARMACY, ABERDEEN PROVING GROUND, ABERDEEN PROVING GROUND, MD 21005",MD,21005,DEA,39.4871925,-76.1360682,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20KIRK%20HEALTH%20CLINIC%2CPHARMACY%2C+ABERDEEN%20PROVING%20GROUND%2C+MD+21005,Harford
WALGREEN CO.,"3005 EMMORTON ROAD, ABINGDON, MD 21009",MD,21009,DEA,39.477627000000005,-76.30998000000001,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C3005%20EMMORTON%20ROAD%2C+ABINGDON%2C+MD+21009,Harford
"MARYLAND CVS PHARMACY, L.L.C.","3300A CENTENNIAL LANE, ELLICOTT CITY, MD 21042",MD,21042,DEA,39.278601,-76.8614385,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3300A%20CENTENNIAL%20LANE%2C+ELLICOTT%20CITY%2C+MD+21042,Howard
WALGREEN CO.,"10097 BALTIMORE NATIONAL PIKE, ELLICOTT CITY, MD 21042",MD,21042,DEA,39.279343,-76.860146,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C10097%20BALTIMORE%20NATIONAL%20PIKE%2C+ELLICOTT%20CITY%2C+MD+21042,Howard
BELAIR MEDICINES INC,"1911 BEL AIR RD, FALLSTON, MD 21047",MD,21047,DEA,39.498264,-76.387825,April2018,http://maps.google.com/maps?q=BELAIR%20MEDICINES%20INC%2C1911%20BEL%20AIR%20RD%2C+FALLSTON%2C+MD+21047,Harford
WALGREEN CO.,"6700 RITCHIE HWY, GLEN BURNIE, MD 21061",MD,21061,DEA,39.1674199,-76.6218188,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C6700%20RITCHIE%20HWY%2C+GLEN%20BURNIE%2C+MD+21061,Anne Arundel
"MARYLAND CVS PHARMACY, L.L.C.","6480 OLD WATERLOO RD, ELKRIDGE, MD 21075",MD,21075,DEA,39.19248235,-76.79418853600001,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C6480%20OLD%20WATERLOO%20RD%2C+ELKRIDGE%2C+MD+21075,Howard
"MARYLAND CVS PHARMACY, L.L.C.","2003 DAVIDSONVILLE RD., CROFTON, MD 21114",MD,21114,DEA,39.0176583913,-76.6929240435,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C2003%20DAVIDSONVILLE%20RD.%2C+CROFTON%2C+MD+21114,Anne Arundel
"MARYLAND CVS PHARMACY, L.L.C.","28 MAGOTHY BEACH RD., PASADENA, MD 21122",MD,21122,DEA,39.120809207600004,-76.517308827,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C28%20MAGOTHY%20BEACH%20RD.%2C+PASADENA%2C+MD+21122,Anne Arundel
RIVIERA DRUGS LLC,"8541 FORTSMALL WOOD ROAD, UNIT G, PASADENA, MD 21122",MD,21122,DEA,39.15605,-76.51700600000001,Dec2018,http://maps.google.com/maps?q=RIVIERA%20DRUGS%20LLC%2C8541%20FORTSMALL%20WOOD%20ROAD%2C+PASADENA%2C+MD+21122,Anne Arundel
UNIV OF MD MEDICAL SYSTEMS,"OUT-PATIENT PHARMCY, WEINBERG BUILDING, BALTIMORE, MD 21201",MD,21201,DEA,39.28771679999999,-76.6228811,April2018,http://maps.google.com/maps?q=UNIV%20OF%20MD%20MEDICAL%20SYSTEMS%2COUT-PATIENT%20PHARMCY%2C+BALTIMORE%2C+MD+21201,Baltimore City
"MARYLAND CVS PHARMACY, L.L.C.","1001 YORK ROAD, TOWSON, MD 21204",MD,21204,DEA,39.41038095,-76.6086417298,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C1001%20YORK%20ROAD%2C+TOWSON%2C+MD+21204,Baltimore
THE JOHNS HOPKINS HOSPITAL,"AT MONUMENT STREET, 1810 E. MONUMENT STREET, BALTIMORE, MD 21205",MD,21205,DEA,39.299224,-76.591915,Dec2018,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2CAT%20MONUMENT%20STREET%2C+BALTIMORE%2C+MD+21205,Baltimore City
"DRUG CITY PHARMACY, LLC","2805 NORTH POINT RD, BALTIMORE, MD 21222",MD,21222,DEA,39.279343,-76.48966999999999,Dec2018,http://maps.google.com/maps?q=DRUG%20CITY%20PHARMACY%20LLC%2C2805%20NORTH%20POINT%20RD%2C+BALTIMORE%2C+MD+21222,Baltimore
"MARYLAND CVS PHARMACY, L.L.C.","7845 WISE AVE., BALTIMORE, MD 21222",MD,21222,DEA,39.266470299999995,-76.4957205883,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7845%20WISE%20AVE.%2C+BALTIMORE%2C+MD+21222,Baltimore
"JOHNS HOPKINS BAYVIEW MED CTR, INC","4940 EASTERN AVENUE, BMO BUILDING, ROOM 01-0154, BALTIMORE, MD 21224",MD,21224,DEA,39.287136,-76.5546,Dec2018,http://maps.google.com/maps?q=JOHNS%20HOPKINS%20BAYVIEW%20MED%20CTR%20INC%2C4940%20EASTERN%20AVENUE%2C+BALTIMORE%2C+MD+21224,Baltimore City
WALGREEN CO.,"4020 EASTERN AVENUE, BALTIMORE, MD 21224",MD,21224,DEA,39.2868,-76.563156,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C4020%20EASTERN%20AVENUE%2C+BALTIMORE%2C+MD+21224,Baltimore City
WALGREEN CO.,"5657 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD 21228",MD,21228,DEA,39.28770155,-76.73040466260001,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C5657%20BALTIMORE%20NATIONAL%20PIKE%2C+CATONSVILLE%2C+MD+21228,Baltimore
THE JOHNS HOPKINS HOSPITAL,"401 NORTH BROADWAY, SUITE 1001, BALTIMORE, MD 21231",MD,21231,DEA,39.2952,-76.59419,Dec2018,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C401%20NORTH%20BROADWAY%2C+BALTIMORE%2C+MD+21231,Baltimore City
WALGREEN CO.,"9616 HARFORD ROAD, BALTIMORE, MD 21234",MD,21234,DEA,39.39524,-76.52305,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C9616%20HARFORD%20ROAD%2C+BALTIMORE%2C+MD+21234,Baltimore
JOHNS HOPKINS OUTPATIENT PHARMACY AT THE ARCADE,"ZAYED-BLOOMBERG BUILDING, M2125, 1800 ORLEANS STREET, BALTIMORE, MD 21287",MD,21287,DEA,39.2973,-76.59345,Dec2018,http://maps.google.com/maps?q=JOHNS%20HOPKINS%20OUTPATIENT%20PHARMACY%20AT%20THE%20ARCADE%2CZAYED-BLOOMBERG%20BUILDING%2C%20M2125%2C+BALTIMORE%2C+MD+21287,Baltimore City
THE JOHNS HOPKINS HOSPITAL,"601 NORTH CAROLINE STREET, SUITE 1006, BALTIMORE, MD 21287",MD,21287,DEA,39.29715,-76.59751999999999,Dec2018,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C601%20NORTH%20CAROLINE%20STREET%2C+BALTIMORE%2C+MD+21287,Baltimore City
THE JOHNS HOPKINS HOSPITAL,"1717 E MONUMENT ST, PARK BUILDING, ROOM G-105, BALTIMORE, MD 21287",MD,21287,DEA,39.296738500000004,-76.59492490000001,April2018,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C1717%20E%20MONUMENT%20ST%2C+BALTIMORE%2C+MD+21287,Baltimore City
"MARYLAND CVS PHARMACY, L.L.C.","2601 RIVA RD., ANNAPOLIS, MD 21401",MD,21401,DEA,38.9761,-76.55564,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C2601%20RIVA%20RD.%2C+ANNAPOLIS%2C+MD+21401,Anne Arundel
USN- NAVAL BRANCH HEALTH CLINIC BANCROFT HALL,"101 BUCHANAN ROAD, ANNAPOLIS, MD 21402",MD,21402,DEA,38.980515000000004,-76.48593000000001,Dec2018,http://maps.google.com/maps?q=USN%20NAVAL%20BRANCH%20HEALTH%20CLINIC%20BANCROFT%20HALL%2C101%20BUCHANAN%20ROAD%2C+ANNAPOLIS%2C+MD+21402,Anne Arundel
USN- NAVAL MEDICAL CLINIC,"695 KINKAID ROAD, PHARMACY DEPT., ANNAPOLIS, MD 21402",MD,21402,DEA,38.99333729999999,-76.4674173,Dec2018,http://maps.google.com/maps?q=USN%20NAVAL%20MEDICAL%20CLINIC%2C695%20KINKAID%20ROAD%2C+ANNAPOLIS%2C+MD+21402,Anne Arundel
WALGREEN CO.,"8174 OCEAN GATEWAY, EASTON, MD 21601",MD,21601,DEA,38.772728,-76.06034,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C8174%20OCEAN%20GATEWAY%2C+EASTON%2C+MD+21601,Talbot
CLAYTON'S PHARMACY,"404B WASHINGTON ST, CAMBRIDGE, MD 21613",MD,21613,DEA,38.562893,-76.07738499999999,Dec2018,http://maps.google.com/maps?q=CLAYTONS%20PHARMACY%2C404B%20WASHINGTON%20ST%2C+CAMBRIDGE%2C+MD+21613,Dorchester
PEMBERTON PHARMACY & GIFT ST MICHAELS,"204 S TALBOT ST, PO BOX 1139, ST MICHAELS, MD 21663",MD,21663,DEA,38.785318,-76.224193,Dec2018,http://maps.google.com/maps?q=PEMBERTON%20PHARMACY%20%20GIFT%20ST%20MICHAELS%2C204%20S%20TALBOT%20ST%2C+ST%20MICHAELS%2C+MD+21663,Talbot
"MARYLAND CVS PHARMACY, L.L.C.","402 SO. JEFFERSON STREET, FREDERICK, MD 21701",MD,21701,DEA,39.407505,-77.42938000000001,April2018,http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C402%20SO.%20JEFFERSON%20STREET%2C+FREDERICK%2C+MD+21701,Frederick
US ARMY- FT DETRICK HEALTH CLINIC,"1434 PORTER STREET, FORT DETRICK, FREDERICK, MD 21702",MD,21702,DEA,39.43615,-77.42398,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20FOX%20HEALTH%20CENTER%2CGOSS%20ROAD%2C+REDSTONE%20ARSENAL%2C+AL+35809,Frederick
WALGREEN CO,"1260 LIBERTY RD, ELDERSBURG, MD 21784",MD,21784,DEA,39.404495000000004,-76.95185,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C1260%20LIBERTY%20RD%2C+ELDERSBURG%2C+MD+21784,Carroll
PEMBERTON PHARMACY & GIFT,"1147 PEMBERTON DR, SALISBURY, MD 21801",MD,21801,DEA,38.36769,-75.61761,Dec2018,http://maps.google.com/maps?q=PEMBERTON%20PHARMACY%20%20GIFT%2C1147%20PEMBERTON%20DR%2C+SALISBURY%2C+MD+21801,Wicomico
W-S ASSOCIATES INC,"T/A APPLE DISCOUNT DRUGS, 404A N. FRUITLAND BLVD., SALISBURY, MD 21801",MD,21801,DEA,38.3309895,-75.61396479999999,Dec2018,http://maps.google.com/maps?q=WS%20ASSOCIATES%20INC%2CT/A%20APPLE%20DISCOUNT%20DRUGS%2C+SALISBURY%2C+MD+21801,Wicomico
MT HERMON DISCOUNT PHARMACY,"1207 MT HERMON RD, SALISBURY, MD 21804",MD,21804,DEA,38.367641,-75.570826,April2018,http://maps.google.com/maps?q=MT%20HERMON%20DISCOUNT%20PHARMACY%2C1207%20MT%20HERMON%20RD%2C+SALISBURY%2C+MD+21804,Wicomico
AGH REDISCRIPTS PHARMACY,"9733 HEALTHWAY DRIVE, BERLIN, MD 21811",MD,21811,DEA,38.3395884,-75.2114501695,April2018,http://maps.google.com/maps?q=AGH%20REDISCRIPTS%20PHARMACY%2C9733%20HEALTHWAY%20DRIVE%2C+BERLIN%2C+MD+21811,Worcester
CRISFIELD DISCOUNT PHARMACY,"390 WEST MAIN STREET, UNIT-A, CRISFIELD, MD 21817",MD,21817,DEA,37.98195,-75.85449,Dec2018,http://maps.google.com/maps?q=CRISFIELD%20DISCOUNT%20PHARMACY%2C390%20WEST%20MAIN%20STREET%2C+CRISFIELD%2C+MD+21817,Somerset
MARION PHARMACY,"26427 BURTON AVENUE, CRISFIELD, MD 21817",MD,21817,DEA,37.99485,-75.83923,Dec2018,http://maps.google.com/maps?q=MARION%20PHARMACY%2C26427%20BURTON%20AVENUE%2C+CRISFIELD%2C+MD+21817,Somerset
"VIRGINIA CVS PHARMACY, L.L.C.","7205 LITTLE RIVER TURNPIKE, ANNANDALE, VA 22003",VA,22003,DEA,38.82949435,-77.1937347568,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C7205%20LITTLE%20RIVER%20TURNPIKE%2C+ANNANDALE%2C+VA+22003,Fairfax
WALGREEN CO.,"4300 BACKLICK RD, ANNANDALE, VA 22003",VA,22003,DEA,38.8311,-77.19454,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C4300%20BACKLICK%20RD%2C+ANNANDALE%2C+VA+22003,Fairfax
KAISER,"BURKE PHARMACY, 5999 BURKE COMMONS ROAD, BURKE, VA 22015",VA,22015,DEA,38.788551,-77.297801,Dec2018,http://maps.google.com/maps?q=KAISER%2CBURKE%20PHARMACY%2C+BURKE%2C+VA+22015,Fairfax
SPECTRUM HEALTHCARE RESOURCES - DUMFRIES HLTH CTR,"3700 FETTLER PARK DRIVE, DUMFRIES, VA 22025",VA,22025,DEA,38.579362200000006,-77.3267223,Dec2018,http://maps.google.com/maps?q=SPECTRUM%20HEALTHCARE%20RESOURCES%20%20DUMFRIES%20HLTH%20CTR%2C3700%20FETTLER%20PARK%20DRIVE%2C+DUMFRIES%2C+VA+22025,Prince William
SPECTRUM HEALTHCARE RESOURCES - FAIRFAX HLTH CTR,"10580 ARROWHEAD DRIVE, FAIRFAX, VA 22030",VA,22030,DEA,38.873375,-77.31397,Dec2018,http://maps.google.com/maps?q=SPECTRUM%20HEALTHCARE%20RESOURCES%20%20FAIRFAX%20HLTH%20CTR%2C10580%20ARROWHEAD%20DRIVE%2C+FAIRFAX%2C+VA+22030,Fairfax
INOVA PHARMACY PLUS AT INOVA FAIR OAKS,"3600 JOSEPH SIEWICK DRIVE, FAIRFAX, VA 22033",VA,22033,DEA,38.88475665,-77.3808691975,April2018,http://maps.google.com/maps?q=INOVA%20PHARMACY%20PLUS%20AT%20INOVA%20FAIR%20OAKS%2C3600%20JOSEPH%20SIEWICK%20DRIVE%2C+FAIRFAX%2C+VA+22033,Fairfax
"VIRGINIA CVS PHARMACY, L.L.C.","13031 LEE-JACKSON HIGHWAY, FAIRFAX, VA 22033",VA,22033,DEA,38.86709320000001,-77.4019806,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C13031%20LEE-JACKSON%20HIGHWAY%2C+FAIRFAX%2C+VA+22033,Fairfax
"VIRGINIA CVS PHARMACY, L.L.C.","8124 ARLINGTON BLVD, YORKTOWN CTR, FALLS CHURCH, VA 22042",VA,22042,DEA,38.865673,-77.22762,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C8124%20ARLINGTON%20BLVD%2C+FALLS%20CHURCH%2C+VA+22042,Fairfax
US ARMY FBCH PHARMACY SERVICE,"9300 DEWITT LOOP, ROOM C1382 MAIN VAULT, FORT BELVOIR, VA 22060",VA,22060,DEA,38.705664,-77.143446,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20FBCH%20PHARMACY%20SERVICE%2C9300%20DEWITT%20LOOP%2C+FORT%20BELVOIR%2C+VA+22060,Fairfax
US ARMY PHARMACY ANEX,"8651 JOHN J KINGMAN ROAD, FORT BELVOIR, VA 22060",VA,22060,DEA,38.7245358,-77.1502044,Dec2018,http://maps.google.com/maps?q=US%20ARMY%20PHARMACY%20ANEX%2C8651%20JOHN%20J%20KINGMAN%20ROAD%2C+FORT%20BELVOIR%2C+VA+22060,Fairfax
MEDICINE CHEST PHARMACY,"6823 OLD DOMINION DRIVE, MCLEAN, VA 22101",VA,22101,DEA,38.93464,-77.17987,Dec2018,http://maps.google.com/maps?q=MEDICINE%20CHEST%20PHARMACY%2C6823%20OLD%20DOMINION%20DRIVE%2C+MCLEAN%2C+VA+22101,Fairfax
KAISER PERMANENTE TYSONS CORNER PHARMACY,"8008 WESTPARK DRIVE, MCLEAN, VA 22102",VA,22102,DEA,38.928356,-77.22366,Dec2018,http://maps.google.com/maps?q=KAISER%20PERMANENTE%20TYSONS%20CORNER%20PHARMACY%2C8008%20WESTPARK%20DRIVE%2C+MCLEAN%2C+VA+22102,Fairfax
USN- NAVAL MEDICAL CLINIC,"3259 CATLIN AVENUE, QUANTICO, VA 22134",VA,22134,DEA,38.514472999999995,-77.31016,Dec2018,http://maps.google.com/maps?q=USN%20NAVAL%20MEDICAL%20CLINIC%2C3259%20CATLIN%20AVENUE%2C+QUANTICO%2C+VA+22134,Prince William
KAISER PERMANENTE SPRINGFIELD,"6501 LOISDALE COURT, SPRINGFIELD, VA 22150",VA,22150,DEA,38.77766,-77.178444,Dec2018,http://maps.google.com/maps?q=KAISER%20PERMANENTE%20SPRINGFIELD%2C6501%20LOISDALE%20COURT%2C+SPRINGFIELD%2C+VA+22150,Fairfax
WALGREEN CO.,"8414 OLD KEENE MILL RD., UNIT A, SPRINGFIELD, VA 22152",VA,22152,DEA,38.77897,-77.234505,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C8414%20OLD%20KEENE%20MILL%20RD.%2C+SPRINGFIELD%2C+VA+22152,Fairfax
"VIRGINIA CVS PHARMACY, L.L.C.","13600 JEFFERSON DAVIS HIGHWAY, WOODBRIDGE, VA 22191",VA,22191,DEA,38.658392,-77.249673,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C13600%20JEFFERSON%20DAVIS%20HIGHWAY%2C+WOODBRIDGE%2C+VA+22191,Prince William
"VIRGINIA CVS PHARMACY, L.L.C.","3133 LEE HIGHWAY, ARLINGTON, VA 22201",VA,22201,DEA,38.896336600000005,-77.0834859,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C3133%20LEE%20HIGHWAY%2C+ARLINGTON%2C+VA+22201,Arlington
NEIGHBORHOOD PHARMACY OF DEL RAY,"2204 MT. VERNON AVE, ALEXANDRIA, VA 22301",VA,22301,DEA,38.82545,-77.05854000000001,Dec2018,http://maps.google.com/maps?q=NEIGHBORHOOD%20PHARMACY%20OF%20DEL%20RAY%2C2204%20MT.%20VERNON%20AVE%2C+ALEXANDRIA%2C+VA+22301,Alexandria City
"VIRGINIA CVS PHARMACY, L.L.C.","3117 LOCKHEED BLVD, ALEXANDRIA, VA 22306",VA,22306,DEA,38.759037,-77.08436999999999,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C3117%20LOCKHEED%20BLVD%2C+ALEXANDRIA%2C+VA+22306,Fairfax
WALGREEN CO.,"6717 RICHMOND HWY., ALEXANDRIA, VA 22306",VA,22306,DEA,38.772255,-77.0813,Dec2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C6717%20RICHMOND%20HWY.%2C+ALEXANDRIA%2C+VA+22306,Fairfax
KAISER PERMANENTE FREDERICKSBURG PHARMACY,"1201 HOSPITAL DRIVE, FREDERICKSBURG, VA 22401",VA,22401,DEA,38.311137,-77.486028,Dec2018,http://maps.google.com/maps?q=KAISER%20PERMANENTE%20FREDERICKSBURG%20PHARMACY%2C1201%20HOSPITAL%20DRIVE%2C+FREDERICKSBURG%2C+VA+22401,Fredericksburg City
"VIRGINIA CVS PHARMACY, L.L.C.","591 JEFFERSON DAVIS HIGHWAY, FREDERICKSBURG, VA 22401",VA,22401,DEA,38.312881677600004,-77.47574408850001,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C591%20JEFFERSON%20DAVIS%20HIGHWAY%2C+FREDERICKSBURG%2C+VA+22401,Fredericksburg City
WALGREEN CO.,"50 WHITE OAK RD, FREDERICKSBURG, VA 22405",VA,22405,DEA,38.310018,-77.407474,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C50%20WHITE%20OAK%20RD%2C+FREDERICKSBURG%2C+VA+22405,Stafford
WALGREEN CO.,"10600 ROLLINGWOOD DRIVE, FREDERICKSBURG, VA 22407",VA,22407,DEA,38.248447,-77.51184,April2018,http://maps.google.com/maps?q=WALGREEN%20CO%2C10600%20ROLLINGWOOD%20DRIVE%2C+FREDERICKSBURG%2C+VA+22407,Spotsylvania
KILMARNOCK PHARMACY,"308 NORTH MAIN STREET, PO BOX 1299, KILMARNOCK, VA 22482",VA,22482,DEA,37.729538,-76.3905,Dec2018,http://maps.google.com/maps?q=KILMARNOCK%20PHARMACY%2C308%20NORTH%20MAIN%20STREET%2C+KILMARNOCK%2C+VA+22482,Lancaster
"VIRGINIA CVS PHARMACY, L.L.C.","18048 JEFFERSON DAVIS HIGHWAY, RUTHER GLEN, VA 22546",VA,22546,DEA,37.946133,-77.48349499999999,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C18048%20JEFFERSON%20DAVIS%20HIGHWAY%2C+RUTHER%20GLEN%2C+VA+22546,Caroline
"VIRGINIA CVS PHARMACY, L.L.C.","388 GARRISONVILLE ROAD, STAFFORD, VA 22554",VA,22554,DEA,38.4664908,-77.4093577,April2018,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C388%20GARRISONVILLE%20ROAD%2C+STAFFORD%2C+VA+22554,Stafford
FAMILY PHARMACY SERVICES,"303 WEST 10TH STREET, FRONT ROYAL, VA 22630",VA,22630,DEA,38.930954,-78.19903000000001,Dec2018,http://maps.google.com/maps?q=FAMILY%20PHARMACY%20SERVICES%2C303%20WEST%2010TH%20STREET%2C+FRONT%20ROYAL%2C+VA+22630,Warren
LESTER & MOWERY'S  PHARMACY,"20 SOUTH STREET, FRONT ROYAL, VA 22630",VA,22630,DEA,38.91228055,-78.1935550523,April2018,http://maps.google.com/maps?q=LESTER%20%20MOWERYS%20%20PHARMACY%2C20%20SOUTH%20STREET%2C+FRONT%20ROYAL%2C+VA+22630,Warren
STRASBURG PHARMACY,"33820 OLD VALLEY PIKE, SUITE 7, STRASBURG, VA 22657",VA,22657,DEA,39.00412,-78.340385,Dec2018,http://maps.google.com/maps?q=STRASBURG%20PHARMACY%2C33820%20OLD%20VALLEY%20PIKE%2C+STRASBURG%2C+VA+22657,Shenandoah
