,Business Name,Address 1,Address 2,"City, State Zip",Map URL
170,WALGREEN CO.,3681 BOILING SPRINGS ROAD,,"BOILING SPRINGS, SC 29316",http://maps.google.com/maps?q=WALGREEN%20CO%2C3681%20BOILING%20SPRINGS%20ROAD%2C+BOILING%20SPRINGS%2C+SC+29316
179,WALGREEN CO.,671 S MEMORIAL DRIVE,,"GREENVILLE, NC 27834",http://maps.google.com/maps?q=WALGREEN%20CO%2C671%20S%20MEMORIAL%20DRIVE%2C+GREENVILLE%2C+NC+27834
187,WAYNE EMPLOYEE BENE. WEB PHARMACY,2700 WAYNE MEMORIAL DR,,"GOLDSBORO, NC 27533",http://maps.google.com/maps?q=WAYNE%20EMPLOYEE%20BENE%20WEB%20PHARMACY%2C2700%20WAYNE%20MEMORIAL%20DR%2C+GOLDSBORO%2C+NC+27533
190,WILSONVALUE DRUG STORE,404 NASH STREET EAST,,"WILSON, NC 27893",http://maps.google.com/maps?q=WILSONVALUE%20DRUG%20STORE%2C404%20NASH%20STREET%20EAST%2C+WILSON%2C+NC+27893
8,CAPE FEAR PHARMACY,5235 S COLLEGE RD,,"WILMINGTON, NC 28412",http://maps.google.com/maps?q=CAPE%20FEAR%20PHARMACY%2C5235%20S%20COLLEGE%20RD%2C+WILMINGTON%2C+NC+28412
10,CAROLINA FOREST PHARMACY,4036 RIVER OAKS DRIVE UNIT B-1,,"MYRTLE BEACH, SC 29579",http://maps.google.com/maps?q=CAROLINA%20FOREST%20PHARMACY%2C4036%20RIVER%20OAKS%20DRIVE%20UNIT%20B-1%2C+MYRTLE%20BEACH%2C+SC+29579
13,CLEMSON UNIVERSITY,LIMITED TO OFFICIAL UNIVERSITY DUTIES ONLY,735 MCMILLAN ROAD,"CLEMSON, SC 29634",http://maps.google.com/maps?q=CLEMSON%20UNIVERSITY%2CLIMITED%20TO%20OFFICIAL%20UNIVERSITY%20DUTIES%20ONLY%2C+CLEMSON%2C+SC+29634
14,COLUMBUS REGIONAL HEALTHCARE,500 JEFFERSON STREET,,"WHITEVILLE, NC 28472",http://maps.google.com/maps?q=COLUMBUS%20REGIONAL%20HEALTHCARE%2C500%20JEFFERSON%20STREET%2C+WHITEVILLE%2C+NC+28472
32,HEALTH AND WELLNESS PHARMACY LLC,5405 DICK POND ROAD,UNIT C - 1,"MYRTLE BEACH, SC 29588",http://maps.google.com/maps?q=HEALTH%20AND%20WELLNESS%20PHARMACY%20LLC%2C5405%20DICK%20POND%20ROAD%2C+MYRTLE%20BEACH%2C+SC+29588
40,INSTITUTIONAL PHARMACY SOLUTIONS,2050 MERCANTILE DRIVE,,"LELAND, NC 28451",http://maps.google.com/maps?q=INSTITUTIONAL%20PHARMACY%20SOLUTIONS%2C2050%20MERCANTILE%20DRIVE%2C+LELAND%2C+NC+28451
44,LEE'S INLET APOTHECARY,3579 HWY 17 BUSINESS,,"MURRELLS INLET, SC 29576",http://maps.google.com/maps?q=LEES%20INLET%20APOTHECARY%2C3579%20HWY%2017%20BUSINESS%2C+MURRELLS%20INLET%2C+SC+29576
55,NHRMC ED NORTH PHARMACY,NEW HANOVER REGIONAL MEDICAL CENTER,151 SCOTTS HILL MEDICAL DRIVE,"WILMINGTON, NC 28411",http://maps.google.com/maps?q=NHRMC%20ED%20NORTH%20PHARMACY%2CNEW%20HANOVER%20REGIONAL%20MEDICAL%20CENTER%2C+WILMINGTON%2C+NC+28411
56,NHRMC OUTPATIENT/EMPLOYEE,2131 SOUTH 17TH STREET,PO BOX 9000,"WILMINGTON, NC 28402",http://maps.google.com/maps?q=NHRMC%20OUTPATIENTEMPLOYEE%2C2131%20SOUTH%2017TH%20STREET%2C+WILMINGTON%2C+NC+28402
72,"NORTH CAROLINA CVS PHARMACY, L.L.C.",4600 OLEANDER DRIVE,,"WILMINGTON, NC 28403",http://maps.google.com/maps?q=NORTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C4600%20OLEANDER%20DRIVE%2C+WILMINGTON%2C+NC+28403
87,PENDER MEMORIAL HOSPITAL,507 E. FREMONT STREET,,"BURGAW, NC 28425",http://maps.google.com/maps?q=PENDER%20MEMORIAL%20HOSPITAL%2C507%20E.%20FREMONT%20STREET%2C+BURGAW%2C+NC+28425
93,PURE COMPOUNDING,3072 DICK POND ROAD,"HWY 544,  SUITE 2","MYRTLE BEACH, SC 29588",http://maps.google.com/maps?q=PURE%20COMPOUNDING%2C3072%20DICK%20POND%20ROAD%2C+MYRTLE%20BEACH%2C+SC+29588
95,ROCKY POINT PAVILION PHARMACY,7910 US HWY 117,SUITE 110,"ROCKY POINT, NC 28457",http://maps.google.com/maps?q=ROCKY%20POINT%20PAVILION%20PHARMACY%2C7910%20US%20HWY%20117%2C+ROCKY%20POINT%2C+NC+28457
102,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1303 38TH AVE. N.,,"MYRTLE BEACH, SC 29577",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C1303%2038TH%20AVE.%20N.%2C+MYRTLE%20BEACH%2C+SC+29577
142,WALGREEN CO.,1601 CHURCH STREET,,"CONWAY, SC 29526",http://maps.google.com/maps?q=WALGREEN%20CO%2C1601%20CHURCH%20STREET%2C+CONWAY%2C+SC+29526
157,WALGREEN CO.,4521 OLEANDER DRIVE,,"WILMINGTON, NC 28403",http://maps.google.com/maps?q=WALGREEN%20CO%2C4521%20OLEANDER%20DRIVE%2C+WILMINGTON%2C+NC+28403
0,AGAPE PHARMACY,3685-A LEAPHART ROAD,,"WEST COLUMBIA, SC 29169",http://maps.google.com/maps?q=AGAPE%20PHARMACY%2C3685-A%20LEAPHART%20ROAD%2C+WEST%20COLUMBIA%2C+SC+29169
1,AU MEDICAL CENTER INPATIENT PHARMACY,"1120 15TH STREET, ROOM BI-2101",,"AUGUSTA, GA 30912",http://maps.google.com/maps?q=AU%20MEDICAL%20CENTER%20INPATIENT%20PHARMACY%2C1120%2015TH%20STREET%2C%20ROOM%20BI-2101%2C+AUGUSTA%2C+GA+30912
2,BARNEY'S PHARMACY,2604 PEACH ORCHARD RD,,"AUGUSTA, GA 30906",http://maps.google.com/maps?q=BARNEYS%20PHARMACY%2C2604%20PEACH%20ORCHARD%20RD%2C+AUGUSTA%2C+GA+30906
14,CAROLINA PHARMACY OF THE LOWCOUNTRY,810 ELM STREET EAST,,"HAMPTON, SC 29924",http://maps.google.com/maps?q=CAROLINA%20PHARMACY%20OF%20THE%20LOWCOUNTRY%2C810%20ELM%20STREET%20EAST%2C+HAMPTON%2C+SC+29924
15,CENTER FOR HEALTH AND WELL BEING PHARMACY,LIMITED TO OFFICIAL UNIVERSITY DUTIES ONLY,1401 DEVINE STREET,"COLUMBIA, SC 29208",http://maps.google.com/maps?q=CENTER%20FOR%20HEALTH%20AND%20WELL%20BEING%20PHARMACY%2CLIMITED%20TO%20OFFICIAL%20UNIVERSITY%20DUTIES%20ONLY%2C+COLUMBIA%2C+SC+29208
16,CHEROKEE INDIAN HOSPITAL,CALLER BOX C-268,1 HOSPITAL ROAD,"CHEROKEE, NC 28719",http://maps.google.com/maps?q=CHEROKEE%20INDIAN%20HOSPITAL%2CCALLER%20BOX%20C-268%2C+CHEROKEE%2C+NC+28719
24,COOKE'S PHARMACY,3400 KEITH STREET,,"CLEVELAND, TN 37312",http://maps.google.com/maps?q=COOKES%20PHARMACY%2C3400%20KEITH%20STREET%2C+CLEVELAND%2C+TN+37312
25,COOKE'S PHARMACY #2,2010 BROOMFIELD ROAD,,"CLEVELAND, TN 37323",http://maps.google.com/maps?q=COOKES%20PHARMACY%2C2010%20BROOMFIELD%20ROAD%2C+CLEVELAND%2C+TN+37323
31,ELDER-CARE PHARMACY-AUGUSTA,4315 BELAIR FRONTAGE ROAD,,"AUGUSTA, GA 30909",http://maps.google.com/maps?q=ELDERCARE%20PHARMACYAUGUSTA%2C4315%20BELAIR%20FRONTAGE%20ROAD%2C+AUGUSTA%2C+GA+30909
32,FAIRFAX PHARMACY INC,PO BOX 366,1275 ALLENDALE-FAIRFAX HWY,"FAIRFAX, SC 29827",http://maps.google.com/maps?q=FAIRFAX%20PHARMACY%20INC%2CPO%20BOX%20366%2C+FAIRFAX%2C+SC+29827
33,"GEORGIA CVS PHARMACY, L.L.C.",103 JESSE JEWEL PARKWAY,,"GAINESVILLE, GA 30501",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C103%20JESSE%20JEWEL%20PARKWAY%2C+GAINESVILLE%2C+GA+30501
34,"GEORGIA CVS PHARMACY, L.L.C.",1520 WALTON WAY,,"AUGUSTA, GA 30904",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C1520%20WALTON%20WAY%2C+AUGUSTA%2C+GA+30904
35,"GEORGIA CVS PHARMACY, L.L.C.",2902 PEACH ORCHARD ROAD,,"AUGUSTA, GA 30906",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C2902%20PEACH%20ORCHARD%20ROAD%2C+AUGUSTA%2C+GA+30906
36,"GEORGIA CVS PHARMACY, L.L.C.",4717-C E HWY 80,,"SAVANNAH, GA 31410",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C4717-C%20E%20HWY%2080%2C+SAVANNAH%2C+GA+31410
37,"GEORGIA CVS PHARMACY, L.L.C.",4725 WATERS AVE,,"SAVANNAH, GA 31404",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C4725%20WATERS%20AVE%2C+SAVANNAH%2C+GA+31404
50,"LONGS DRUGS OF RIDGELAND, SC, INC",7752 WEST MAIN STREET,P.O. BOX 2188,"RIDGELAND, SC 29936",http://maps.google.com/maps?q=LONGS%20DRUGS%20OF%20RIDGELAND%20SC%20INC%2C7752%20WEST%20MAIN%20STREET%2C+RIDGELAND%2C+SC+29936
81,RIVERSIDE PHARMACY,935 GREEN ST,,"GAINESVILLE, GA 30501",http://maps.google.com/maps?q=RIVERSIDE%20PHARMACY%2C935%20GREEN%20ST%2C+GAINESVILLE%2C+GA+30501
86,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1008 LAKE MURRAY BOULEVARD,,"IRMO, SC 29063",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C1008%20LAKE%20MURRAY%20BOULEVARD%2C+IRMO%2C+SC+29063
92,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",2571 FOREST DRIVE,,"COLUMBIA, SC 29204",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C2571%20FOREST%20DRIVE%2C+COLUMBIA%2C+SC+29204
96,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",301 N MAIN ST,,"SUMMERVILLE, SC 29483",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C301%20N%20MAIN%20ST%2C+SUMMERVILLE%2C+SC+29483
99,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",4711-5 FOREST DRIVE,,"COLUMBIA, SC 29206",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C4711-5%20FOREST%20DRIVE%2C+COLUMBIA%2C+SC+29206
100,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",5215 ASHLEY PHOSPHATE RD.,,"NORTH CHARLESTON, SC 29418",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C5215%20ASHLEY%20PHOSPHATE%20RD.%2C+NORTH%20CHARLESTON%2C+SC+29418
102,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",5608 SUNSET BLVD.,,"LEXINGTON, SC 29072",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C5608%20SUNSET%20BLVD.%2C+LEXINGTON%2C+SC+29072
103,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",65 SYCAMORE AVE,,"CHARLESTON, SC 29407",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C65%20SYCAMORE%20AVE%2C+CHARLESTON%2C+SC+29407
112,SUMTER FAMILY HEALTH CENTER PHARMACY,1278 NORTH LAFAYETTE DRIVE,,"SUMTER, SC 29150",http://maps.google.com/maps?q=SUMTER%20FAMILY%20HEALTH%20CENTER%20PHARMACY%2C1278%20NORTH%20LAFAYETTE%20DRIVE%2C+SUMTER%2C+SC+29150
114,"TENNESSEE CVS PHARMACY, L.L.C.",103 FOOTHILLS MALL DR.,,"MARYVILLE, TN 37801",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C103%20FOOTHILLS%20MALL%20DR.%2C+MARYVILLE%2C+TN+37801
115,"TENNESSEE CVS PHARMACY, L.L.C.",111 S. HALL RD.,,"ALCOA, TN 37701",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C111%20S.%20HALL%20RD.%2C+ALCOA%2C+TN+37701
117,"TENNESSEE CVS PHARMACY, L.L.C.",2424 OCOEE ST.,,"CLEVELAND, TN 37311",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C2424%20OCOEE%20ST.%2C+CLEVELAND%2C+TN+37311
123,TIDEWATER PHARMACY & MEDICAL SUPPLIES LLC,421 JOHNNIE DODDS BOULEVARD,FIRST FLOOR,"MOUNT PLEASANT, SC 29464",http://maps.google.com/maps?q=TIDEWATER%20PHARMACY%20%20MEDICAL%20SUPPLIES%20LLC%2C421%20JOHNNIE%20DODDS%20BOULEVARD%2C+MOUNT%20PLEASANT%2C+SC+29464
126,US  ARMY TUTTLE HEALTH CLINIC,ATTN: PHARMACY SERVICE,"230 DUNCAN DR, BLDG 1440","HUNTER AAF, GA 31409",http://maps.google.com/maps?q=US%20%20ARMY%20TUTTLE%20HEALTH%20CLINIC%2CATTN%3A%20PHARMACY%20SERVICE%2C+HUNTER%20AAF%2C+GA+31409
127,US ARMY- MONCRIEF COMMUNITY HOSPITAL,BUILDING 4500 STUART STREET,,"FORT JACKSON, SC 29207",http://maps.google.com/maps?q=US%20ARMY%20MONCRIEF%20COMMUNITY%20HOSPITAL%2CBUILDING%204500%20STUART%20STREET%2C+FORT%20JACKSON%2C+SC+29207
129,US ARMY-CONNELLY HEALTH CLINIC PHARMACY,29709 B STREET,BUILDING T ROOM 104,"AUGUSTA, GA 30905",http://maps.google.com/maps?q=US%20ARMYCONNELLY%20HEALTH%20CLINIC%20PHARMACY%2C29709%20B%20STREET%2C+AUGUSTA%2C+GA+30905
130,US ARMY-MONCRIEF PX REFILL PHARMACY,4110 MOSBY STREET,,"FORT JACKSON, SC 29207",http://maps.google.com/maps?q=US%20ARMYMONCRIEF%20PX%20REFILL%20PHARMACY%2C4110%20MOSBY%20STREET%2C+FORT%20JACKSON%2C+SC+29207
131,US ARMY-PX REFILL PHARMACY,35200 3 RD AVE,BUILDING 38200,"FORT GORDON, GA 30905",http://maps.google.com/maps?q=US%20ARMYPX%20REFILL%20PHARMACY%2C35200%203%20RD%20AVE%2C+FORT%20GORDON%2C+GA+30905
132,USAF - SHAW AFB,370 RHODES AVENUE,,"SHAW AFB, SC 29152",http://maps.google.com/maps?q=USAF%20%20SHAW%20AFB%2C370%20RHODES%20AVENUE%2C+SHAW%20AFB%2C+SC+29152
133,USAF CLINIC CHARLESTON,628 MED GROUP/SGSM,204 W. HILL BLVD. BLDG. 364,"JOINT BASE CHARLESTON, SC 29404",http://maps.google.com/maps?q=USAF%20CLINIC%20CHARLESTON%2C628%20MED%20GROUP/SGSM%2C+JOINT%20BASE%20CHARLESTON%2C+SC+29404
134,USAF- SHAW AFB,420 POLIFKA DRIVE,ATTN: LOGISTICS,"SHAW AFB, SC 29152",http://maps.google.com/maps?q=USAF%20SHAW%20AFB%2C420%20POLIFKA%20DRIVE%2C+SHAW%20AFB%2C+SC+29152
135,USN - NAVAL HOSPITAL,ATTENTION: PHARMACY DEPARTMENT,1 PINCKNEY BOULEVARD,"BEAUFORT, SC 29902",http://maps.google.com/maps?q=USN%20%20NAVAL%20HOSPITAL%2CATTENTION%3A%20PHARMACY%20DEPARTMENT%2C+BEAUFORT%2C+SC+29902
136,USN- NAVAL HEALTH CLINIC CHARLESTON,110 NNPTC CIRCLE,,"GOOSE CREEK, SC 29445",http://maps.google.com/maps?q=USN%20NAVAL%20HEALTH%20CLINIC%20CHARLESTON%2C110%20NNPTC%20CIRCLE%2C+GOOSE%20CREEK%2C+SC+29445
138,WALGREEN CO,138 OKATIE CENTER BLVD S,,"OKATIE, SC 29909",http://maps.google.com/maps?q=WALGREEN%20CO%2C138%20OKATIE%20CENTER%20BLVD%20S%2C+OKATIE%2C+SC+29909
139,WALGREEN CO.,1000 BROAD ST,,"SUMTER, SC 29150",http://maps.google.com/maps?q=WALGREEN%20CO%2C1000%20BROAD%20ST%2C+SUMTER%2C+SC+29150
140,WALGREEN CO.,1120 N MAIN STREET,,"SUMMERVILLE, SC 29483",http://maps.google.com/maps?q=WALGREEN%20CO%2C1120%20N%20MAIN%20STREET%2C+SUMMERVILLE%2C+SC+29483
143,WALGREEN CO.,1302 S CONGRESS PARKWAY,,"ATHENS, TN 37303",http://maps.google.com/maps?q=WALGREEN%20CO%2C1302%20S%20CONGRESS%20PARKWAY%2C+ATHENS%2C+TN+37303
152,WALGREEN CO.,225 N HALL RD,,"ALCOA, TN 37701",http://maps.google.com/maps?q=WALGREEN%20CO%2C225%20N%20HALL%20RD%2C+ALCOA%2C+TN+37701
153,WALGREEN CO.,2270 US HIGHWAY 17,,"RICHMOND HILL, GA 31324",http://maps.google.com/maps?q=WALGREEN%20CO%2C2270%20US%20HIGHWAY%2017%2C+RICHMOND%20HILL%2C+GA+31324
158,WALGREEN CO.,3204 PEACH ORCHARD ROAD,,"AUGUSTA, GA 30906",http://maps.google.com/maps?q=WALGREEN%20CO%2C3204%20PEACH%20ORCHARD%20ROAD%2C+AUGUSTA%2C+GA+30906
162,WALGREEN CO.,423 W MAIN ST,,"LEXINGTON, SC 29072",http://maps.google.com/maps?q=WALGREEN%20CO%2C423%20W%20MAIN%20ST%2C+LEXINGTON%2C+SC+29072
167,WALGREEN CO.,700 EAST DERENNE AVE,,"SAVANNAH, GA 31405",http://maps.google.com/maps?q=WALGREEN%20CO%2C700%20EAST%20DERENNE%20AVE%2C+SAVANNAH%2C+GA+31405
169,WALGREEN CO.,898 HORIZON SOUTH PKWY,,"GROVETOWN, GA 30813",http://maps.google.com/maps?q=WALGREEN%20CO%2C898%20HORIZON%20SOUTH%20PKWY%2C+GROVETOWN%2C+GA+30813
1,AHF PHARMACY,1858 CHESHIRE BRIDGE ROAD NE,,"ATLANTA, GA 30324",http://maps.google.com/maps?q=AHF%20PHARMACY%2C1858%20CHESHIRE%20BRIDGE%20ROAD%20NE%2C+ATLANTA%2C+GA+30324
8,CARE PLUS PHARMACY LLC,1665 HIGHWAY 34E,SUITE 100,"NEWNAN, GA 30265",http://maps.google.com/maps?q=CARE%20PLUS%20PHARMACY%20LLC%2C1665%20HIGHWAY%2034E%2C+NEWNAN%2C+GA+30265
9,"CARECENTER PHARMACY, L.L.C.",1 COCA COLA PLZ NW,,"ATLANTA, GA 30313",http://maps.google.com/maps?q=CARECENTER%20PHARMACY%20LLC%2C1%20COCA%20COLA%20PLZ%20NW%2C+ATLANTA%2C+GA+30313
15,CLAY COUNTY HOSPITAL,83825 HWY 9,PO BOX 1270,"ASHLAND, AL 36251",http://maps.google.com/maps?q=CLAY%20COUNTY%20HOSPITAL%2C83825%20HWY%209%2C+ASHLAND%2C+AL+36251
16,"CLEBURNE PHARMACY, LLC",875 ROSS STREET,,"HEFLIN, AL 36264",http://maps.google.com/maps?q=CLEBURNE%20PHARMACY%20LLC%2C875%20ROSS%20STREET%2C+HEFLIN%2C+AL+36264
23,ELDER CARE PHARMACY #2,4769 S. MAIN STREET,SUITE A,"ACWORTH, GA 30101",http://maps.google.com/maps?q=ELDER%20CARE%20PHARMACY%2C4769%20S.%20MAIN%20STREET%2C+ACWORTH%2C+GA+30101
25,ELDERCARE PHARMACY ROYSTON,635 COOK STREET,,"ROYSTON, GA 30662",http://maps.google.com/maps?q=ELDERCARE%20PHARMACY%20ROYSTON%2C635%20COOK%20STREET%2C+ROYSTON%2C+GA+30662
27,"GEORGIA CVS PHARMACY, L.L.C.",100 OAK ST,,"BOWDON, GA 30108",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C100%20OAK%20ST%2C+BOWDON%2C+GA+30108
29,"GEORGIA CVS PHARMACY, L.L.C.",1271 GRAY HIGHWAY,,"MACON, GA 31211",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C1271%20GRAY%20HIGHWAY%2C+MACON%2C+GA+31211
31,"GEORGIA CVS PHARMACY, L.L.C.",1541 GEORGIA HIGHWAY 20,,"CONYERS, GA 30012",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C1541%20GEORGIA%20HIGHWAY%2020%2C+CONYERS%2C+GA+30012
32,"GEORGIA CVS PHARMACY, L.L.C.",1600 TOWN LAKE PARKWAY,,"WOODSTOCK, GA 30189",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C1600%20TOWN%20LAKE%20PARKWAY%2C+WOODSTOCK%2C+GA+30189
33,"GEORGIA CVS PHARMACY, L.L.C.",1905 MARTHA BERRY BLVD,,"ROME, GA 30165",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C1905%20MARTHA%20BERRY%20BLVD%2C+ROME%2C+GA+30165
34,"GEORGIA CVS PHARMACY, L.L.C.",22 UPPER RIVERDALE ROAD,,"RIVERDALE, GA 30274",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C22%20UPPER%20RIVERDALE%20ROAD%2C+RIVERDALE%2C+GA+30274
35,"GEORGIA CVS PHARMACY, L.L.C.",2738 NORTH DECATUR ROAD,,"DECATUR, GA 30033",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C2738%20NORTH%20DECATUR%20ROAD%2C+DECATUR%2C+GA+30033
36,"GEORGIA CVS PHARMACY, L.L.C.",2782 NORTH COBB PARKWAY,,"KENNESAW, GA 30152",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C2782%20NORTH%20COBB%20PARKWAY%2C+KENNESAW%2C+GA+30152
37,"GEORGIA CVS PHARMACY, L.L.C.",2830 N. DRUID HILLS RD. NE,,"ATLANTA, GA 30329",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C2830%20N.%20DRUID%20HILLS%20RD.%20NE%2C+ATLANTA%2C+GA+30329
39,"GEORGIA CVS PHARMACY, L.L.C.",300 MORGAN STREET,,"LA GRANGE, GA 30241",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C300%20MORGAN%20STREET%2C+LA%20GRANGE%2C+GA+30241
40,"GEORGIA CVS PHARMACY, L.L.C.",4183 HWY 278 NE,,"COVINGTON, GA 30014",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C4183%20HWY%20278%20NE%2C+COVINGTON%2C+GA+30014
43,"GEORGIA CVS PHARMACY, L.L.C.",495 CHARLES HARDY PKWY,,"DALLAS, GA 30157",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C495%20CHARLES%20HARDY%20PKWY%2C+DALLAS%2C+GA+30157
44,"GEORGIA CVS PHARMACY, L.L.C.",620 WEST PIKE STREET,,"LAWRENCEVILLE, GA 30046",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C620%20WEST%20PIKE%20STREET%2C+LAWRENCEVILLE%2C+GA+30046
45,"GEORGIA CVS PHARMACY, L.L.C.",736 HWY 78 WEST,,"VILLA RICA, GA 30180",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C736%20HWY%2078%20WEST%2C+VILLA%20RICA%2C+GA+30180
46,"GEORGIA CVS PHARMACY, L.L.C.",887 BATTLEFIELD PARKWAY,,"FT OGLETHORPE, GA 30742",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C887%20BATTLEFIELD%20PARKWAY%2C+FT%20OGLETHORPE%2C+GA+30742
47,"GEORGIA CVS PHARMACY, L.L.C.","895 RALPH ABERNATHY BLVD., SW",,"ATLANTA, GA 30310",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C895%20RALPH%20ABERNATHY%20BLVD.%2C%20SW%2C+ATLANTA%2C+GA+30310
48,"GEORGIA CVS PHARMACY, L.L.C.",965 JOE FRANK HARRIS PKWY SE,,"CARTERSVILLE, GA 30120",http://maps.google.com/maps?q=GEORGIA%20CVS%20PHARMACY%20LLC%2C965%20JOE%20FRANK%20HARRIS%20PKWY%20SE%2C+CARTERSVILLE%2C+GA+30120
50,H&M DRUGS,17216 HIGHWAY 431,,"WEDOWEE, AL 36278",http://maps.google.com/maps?q=HM%20DRUGS%2C17216%20HIGHWAY%20431%2C+WEDOWEE%2C+AL+36278
57,KAISER PANOLA MED OFFICE PHARMACY,PANOLA MEDICAL OFFICE PHARMACY,5440 HILLANDALE DRIVE,"LITHONIA, GA 30058",http://maps.google.com/maps?q=KAISER%20PANOLA%20MED%20OFFICE%20PHARMACY%2CPANOLA%20MEDICAL%20OFFICE%20PHARMACY%2C+LITHONIA%2C+GA+30058
58,KAISER PERMANENTE ATHENS,"2142 W. BROAD STREET, BUILDING 200",,"ATHENS, GA 30606",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20ATHENS%2C2142%20W.%20BROAD%20STREET%2C%20BUILDING%20200%2C+ATHENS%2C+GA+30606
59,KAISER PERMANENTE CRESCENT CENTRE,CRESCENT CENTRE CENTRAL PHCY,200 CRESCENT CENTRE PARKWAY,"TUCKER, GA 30084",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20CRESCENT%20CENTRE%2CCRESCENT%20CENTRE%20CENTRAL%20PHCY%2C+TUCKER%2C+GA+30084
60,KAISER PERMANENTE CUMBERLAND,CUMBERLAND MED OFFICE PHARMACY,2525 CUMBERLAND PARKWAY,"ATLANTA, GA 30339",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20CUMBERLAND%2CCUMBERLAND%20MED%20OFFICE%20PHARMACY%2C+ATLANTA%2C+GA+30339
61,KAISER PERMANENTE FORSYTH PHARMACY,1400 NORTHSIDE FORSYTH DR. SUITE 350,,"CUMMING, GA 30041",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20FORSYTH%20PHARMACY%2C1400%20NORTHSIDE%20FORSYTH%20DR.%20SUITE%20350%2C+CUMMING%2C+GA+30041
62,KAISER PERMANENTE GLENLAKE MED OFFICE,GLENLAKE MEDICAL OFFICE PHCY.,20 GLENLAKE PARKWAY,"ATLANTA, GA 30328",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20GLENLAKE%20MED%20OFFICE%2CGLENLAKE%20MEDICAL%20OFFICE%20PHCY.%2C+ATLANTA%2C+GA+30328
63,KAISER PERMANENTE GWINNETT,3650 STEVE REYNOLDS BLVD,,"DULUTH, GA 30096",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20GWINNETT%2C3650%20STEVE%20REYNOLDS%20BLVD%2C+DULUTH%2C+GA+30096
