name,googleMapsUrl,state,postal,source,address
GEROULD'S PROF PHCY INC,http://maps.google.com/maps?q=GEROULDS%20PROF%20PHCY%20INC%2C215%20HOFFMAN%20STREET%2C+ELMIRA%2C+NY+14905,NY,14905,DEA,"215 HOFFMAN STREET, ELMIRA, NY 14905"
GEROULD'S PROFESSIONAL PHARMACY INC,http://maps.google.com/maps?q=GEROULDS%20PROFESSIONAL%20PHARMACY%20INC%2C130%20SO%20MAIN%20STREET%2C+ELMIRA%2C+NY+14904,NY,14904,DEA,"130 SO MAIN STREET, ELMIRA, NY 14904"
GLADWYNE PHARMACY,http://maps.google.com/maps?q=GLADWYNE%20PHARMACY%2C352%20RIGHTERS%20MILL%20RD%2C+GLADWYNE%2C+PA+19035,PA,19035,DEA,"352 RIGHTERS MILL RD, GLADWYNE, PA 19035"
GUTHRIE TOWANDA MEMORIAL HOSPITAL,http://maps.google.com/maps?q=GUTHRIE%20TOWANDA%20MEMORIAL%20HOSPITAL%2C91%20HOSPITAL%20DRIVE%2C+TOWANDA%2C+PA+18848,PA,18848,DEA,"91 HOSPITAL DRIVE, TOWANDA, PA 18848"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2C1001%20FORREST%20AVE%2C+DOVER%2C+DE+19904,DE,19904,DEA,"1001 FORREST AVE, DOVER, DE 19904"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2C1120%20PULASKI%20HIGHWAY%2C+BEAR%2C+DE+19701,DE,19701,DEA,"1120 PULASKI HIGHWAY, BEAR, DE 19701"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2C6317%20LIMESTONE%20ROAD%2C+HOCKESSIN%2C+DE+19707,DE,19707,DEA,"6317 LIMESTONE ROAD, HOCKESSIN, DE 19707"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2CCHESTNUT%20RUN%2C+WILMINGTON%2C+DE+19805,DE,19805,DEA,"CHESTNUT RUN, 1710 FAULKLAND ROAD, WILMINGTON, DE 19805"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2CFAIRFAX%20SHOPPING%20CENTER%2C+WILMINGTON%2C+DE+19803,DE,19803,DEA,"FAIRFAX SHOPPING CENTER, 2119 CONCORD PIKE, WILMINGTON, DE 19803"
HAPPY HARRY'S INC.,http://maps.google.com/maps?q=HAPPY%20HARRYS%20INC%2CSUBURBAN%20PLAZA%2C+NEWARK%2C+DE+19711,DE,19711,DEA,"SUBURBAN PLAZA, 216 SUBURBAN DRIVE, NEWARK, DE 19711"
HARROLD'S PHARMACY,http://maps.google.com/maps?q=HARROLDS%20PHARMACY%2C250%20OLD%20RIVER%20ROAD%2C+WILKES%20BARRE%2C+PA+18702,PA,18702,DEA,"250 OLD RIVER ROAD, WILKES BARRE, PA 18702"
HARTZELLS PHARMACY INC,http://maps.google.com/maps?q=HARTZELLS%20PHARMACY%20INC%2C300%20AMERICAN%20STREET%2C+CATASAUQUA%2C+PA+18032,PA,18032,DEA,"300 AMERICAN STREET, CATASAUQUA, PA 18032"
INOVA LOUDOUN HOSPITAL,http://maps.google.com/maps?q=INOVA%20LOUDOUN%20HOSPITAL%2C44045%20RIVERSIDE%20PARKWAY%2C+LEESBURG%2C+VA+20176,VA,20176,DEA,"44045 RIVERSIDE PARKWAY, LEESBURG, VA 20176"
"JEFFEX, INC.",http://maps.google.com/maps?q=JEFFEX%20INC%2C111%20S%2011TH%20STREET%2C+PHILADELPHIA%2C+PA+19107,PA,19107,DEA,"111 S 11TH STREET, SUITE 1850, PHILADELPHIA, PA 19107"
"JOHNS HOPKINS BAYVIEW MED CTR, INC",http://maps.google.com/maps?q=JOHNS%20HOPKINS%20BAYVIEW%20MED%20CTR%20INC%2C4940%20EASTERN%20AVENUE%2C+BALTIMORE%2C+MD+21224,MD,21224,DEA,"4940 EASTERN AVENUE, BMO BUILDING, ROOM 01-0154, BALTIMORE, MD 21224"
JOHNS HOPKINS OUTPATIENT PHARMACY AT THE ARCADE,http://maps.google.com/maps?q=JOHNS%20HOPKINS%20OUTPATIENT%20PHARMACY%20AT%20THE%20ARCADE%2CZAYED-BLOOMBERG%20BUILDING%2C%20M2125%2C+BALTIMORE%2C+MD+21287,MD,21287,DEA,"ZAYED-BLOOMBERG BUILDING, M2125, 1800 ORLEANS STREET, BALTIMORE, MD 21287"
KAISER PERM ASHBURN PHARMACY,http://maps.google.com/maps?q=KAISER%20PERM%20ASHBURN%20PHARMACY%2C43480%20YUKON%20DRIVE%20SUITE%20100%2C+ASHBURN%2C+VA+20147,VA,20147,DEA,"43480 YUKON DRIVE SUITE 100, ASHBURN, VA 20147"
LECH'S PHARMACY,http://maps.google.com/maps?q=LECHS%20PHARMACY%2C291%20MAIN%20STREET%2C+NICHOLSON%2C+PA+18446,PA,18446,DEA,"291 MAIN STREET, POB 600, NICHOLSON, PA 18446"
LENOX PHARMACY,http://maps.google.com/maps?q=LENOX%20PHARMACY%2C5879%20SR%2092%2C+KINGSLEY%2C+PA+18826,PA,18826,DEA,"5879 SR 92, SUITE 3 LENOX PLAZA, KINGSLEY, PA 18826"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C1001%20YORK%20ROAD%2C+TOWSON%2C+MD+21204,MD,21204,DEA,"1001 YORK ROAD, TOWSON, MD 21204"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C15100%20BALTIMORE%20AVE.%2C+LAUREL%2C+MD+20707,MD,20707,DEA,"15100 BALTIMORE AVE., LAUREL, MD 20707"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C19100%20MONTGOMERY%20VILLAGE%20AVE.%2C+GAITHERSBURG%2C+MD+20886,MD,20886,DEA,"19100 MONTGOMERY VILLAGE AVE., GAITHERSBURG, MD 20886"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C2003%20DAVIDSONVILLE%20RD.%2C+CROFTON%2C+MD+21114,MD,21114,DEA,"2003 DAVIDSONVILLE RD., CROFTON, MD 21114"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C28%20MAGOTHY%20BEACH%20RD.%2C+PASADENA%2C+MD+21122,MD,21122,DEA,"28 MAGOTHY BEACH RD., PASADENA, MD 21122"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3110%20OLNEY%20SANDY%20SPRING%20RD.%2C+OLNEY%2C+MD+20832,MD,20832,DEA,"3110 OLNEY SANDY SPRING RD., OLNEY, MD 20832"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3300A%20CENTENNIAL%20LANE%2C+ELLICOTT%20CITY%2C+MD+21042,MD,21042,DEA,"3300A CENTENNIAL LANE, ELLICOTT CITY, MD 21042"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3715%20UNIVERSITY%20BOULEVARD%20WEST%2C+KENSINGTON%2C+MD+20895,MD,20895,DEA,"3715 UNIVERSITY BOULEVARD WEST, KENSINGTON, MD 20895"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C6480%20OLD%20WATERLOO%20RD%2C+ELKRIDGE%2C+MD+21075,MD,21075,DEA,"6480 OLD WATERLOO RD, ELKRIDGE, MD 21075"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7845%20WISE%20AVE.%2C+BALTIMORE%2C+MD+21222,MD,21222,DEA,"7845 WISE AVE., BALTIMORE, MD 21222"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7955%20TUCKERMAN%20LANE%2C+ROCKVILLE%2C+MD+20854,MD,20854,DEA,"7955 TUCKERMAN LANE, ROCKVILLE, MD 20854"
"MARYLAND CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C9920%20KEY%20WEST%20AVE%2C+ROCKVILLE%2C+MD+20850,MD,20850,DEA,"9920 KEY WEST AVE, ROCKVILLE, MD 20850"
MASONIC HOMES PHARMACY,http://maps.google.com/maps?q=MASONIC%20HOMES%20PHARMACY%2C99%20MASONIC%20DRIVE%2C+ELIZABETHTOWN%2C+PA+17022,PA,17022,DEA,"99 MASONIC DRIVE, ELIZABETHTOWN, PA 17022"
MCELROY PHARMACY INC,http://maps.google.com/maps?q=MCELROY%20PHARMACY%20INC%2C100%20E%20MAIN%20ST%2C+LITITZ%2C+PA+17543,PA,17543,DEA,"100 E MAIN ST, P.O. BOX 283, LITITZ, PA 17543"
MEDSTAR PHARMACY (STORE #7),http://maps.google.com/maps?q=MEDSTAR%20PHARMACY%20STORE%2C3305%20N.%20LEISUREWORLD%20BOULEVARD%2C+SILVER%20SPRING%2C+MD+20906,MD,20906,DEA,"3305 N. LEISUREWORLD BOULEVARD, SILVER SPRING, MD 20906"
MERCY PHARMACY,http://maps.google.com/maps?q=MERCY%20PHARMACY%2C1503%20LANSDOWNE%20AVENUE%2C+DARBY%2C+PA+19023,PA,19023,DEA,"1503 LANSDOWNE AVENUE, SUITE 1000, DARBY, PA 19023"
METHODIST HOSPITAL APOTHECARY,http://maps.google.com/maps?q=METHODIST%20HOSPITAL%20APOTHECARY%2C2301%20SOUTH%20BROAD%20STREET%2C+PHILADELPHIA%2C+PA+19148,PA,19148,DEA,"2301 SOUTH BROAD STREET, PHILADELPHIA, PA 19148"
NEEL-PATH LLC,http://maps.google.com/maps?q=NEELPATH%20LLC%2C6845%20STATE%20ROUTE%20434%2C+APALACHIN%2C+NY+13732,NY,13732,DEA,"6845 STATE ROUTE 434, PO BOX 376, APALACHIN, NY 13732"
"NEW JERSEY CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=NEW%20JERSEY%20CVS%20PHARMACY%20LLC%2C24%20S.%20BLACK%20HORSE%20PIKE%2C+MOUNT%20EPHRAIM%2C+NJ+08059,NJ,8059,DEA,"24 S. BLACK HORSE PIKE, MOUNT EPHRAIM, NJ 08059"
"NEW JERSEY CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=NEW%20JERSEY%20CVS%20PHARMACY%20LLC%2C25%20EAST%20RED%20BANK%20AVENUE%2C+WOODBURY%2C+NJ+08096,NJ,8096,DEA,"25 EAST RED BANK AVENUE, WOODBURY, NJ 08096"
"NEW JERSEY CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=NEW%20JERSEY%20CVS%20PHARMACY%20LLC%2C307%20EGG%20HARBOR%20RD%2C+SEWELL%2C+NJ+08080,NJ,8080,DEA,"307 EGG HARBOR RD, SEWELL, NJ 08080"
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",http://maps.google.com/maps?q=OUR%20LADY%20OF%20LOURDES%20MEMORIAL%20HOSPITAL%20INC%2C3101%20SHIPPERS%20ROAD%2C+VESTAL%2C+NY+13850,NY,13850,DEA,"3101 SHIPPERS ROAD, SUITE 104, VESTAL, NY 13850"
PENN MEDICINE AT UNIVERSITY CITY - APOTHECARY,http://maps.google.com/maps?q=PENN%20MEDICINE%20AT%20UNIVERSITY%20CITY%20%20APOTHECARY%2C3737%20MARKET%20STREET%2C+PHILA%2C+PA+19104,PA,19104,DEA,"3737 MARKET STREET, GROUND FLOOR, PHILA, PA 19104"
PENN-PRESBYTERIAN MED CTR-PHARMACY,http://maps.google.com/maps?q=PENNPRESBYTERIAN%20MED%20CTRPHARMACY%2C51%20NORTH%2039TH%20STREET%2C+PHILADELPHIA%2C+PA+19104,PA,19104,DEA,"51 NORTH 39TH STREET, PHILADELPHIA, PA 19104"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1405%20SOUTH%2010TH%20STREET%2C+PHILADELPHIA%2C+PA+19147,PA,19147,DEA,"1405 SOUTH 10TH STREET, PHILADELPHIA, PA 19147"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1507%20LITITZ%20PIKE%2C+LANCASTER%2C+PA+17601,PA,17601,DEA,"1507 LITITZ PIKE, LANCASTER, PA 17601"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C159%20N.%20MACDADE%20BLVD.%2C+GLENOLDEN%2C+PA+19036,PA,19036,DEA,"159 N. MACDADE BLVD., GLENOLDEN, PA 19036"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1601%20W.%20LIBERTY%20STREET%2C+ALLENTOWN%2C+PA+18102,PA,18102,DEA,"1601 W. LIBERTY STREET, ALLENTOWN, PA 18102"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1901%20WEST%20OREGON%20AVENUE%2C+PHILADELPHIA%2C+PA+19145,PA,19145,DEA,"1901 WEST OREGON AVENUE, PHILADELPHIA, PA 19145"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C2400%20ARAMINGO%20AVENUE%2C+PHILADELPHIA%2C+PA+19125,PA,19125,DEA,"2400 ARAMINGO AVENUE, PHILADELPHIA, PA 19125"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C315%20WEST%20EMAUS%20AVENUE%2C+ALLENTOWN%2C+PA+18103,PA,18103,DEA,"315 WEST EMAUS AVENUE, ALLENTOWN, PA 18103"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C317%20W.%20LANCASTER%20AVE.%2C+ARDMORE%2C+PA+19003,PA,19003,DEA,"317 W. LANCASTER AVE., ARDMORE, PA 19003"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C3298%20EDGEMONT%20AVE.%2C+BROOKHAVEN%2C+PA+19015,PA,19015,DEA,"3298 EDGEMONT AVE., BROOKHAVEN, PA 19015"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C4133%20G%20ST.%2C+PHILADELPHIA%2C+PA+19124,PA,19124,DEA,"4133 G ST., PHILADELPHIA, PA 19124"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C5%20CHURCH%20STREET%2C+DALLAS%2C+PA+18612,PA,18612,DEA,"5 CHURCH STREET, DALLAS, PA 18612"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C6501%20HARBISON%20AVENUE%2C+PHILADELPHIA%2C+PA+19149,PA,19149,DEA,"6501 HARBISON AVENUE, PHILADELPHIA, PA 19149"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C7%20YORK%20ROAD%2C+WARMINSTER%2C+PA+18974,PA,18974,DEA,"7 YORK ROAD, WARMINSTER, PA 18974"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C802%20LANSDOWNE%20AVENUE%2C+DREXEL%20HILL%2C+PA+19026,PA,19026,DEA,"802 LANSDOWNE AVENUE, DREXEL HILL, PA 19026"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C835%20OLD%20YORK%20ROAD%2C+JENKINTOWN%2C+PA+19046,PA,19046,DEA,"835 OLD YORK ROAD, JENKINTOWN, PA 19046"
"PHARMSCRIPT, LLC",http://maps.google.com/maps?q=PHARMSCRIPT%20LLC%2C441%20COMMERCE%20ROAD%2C+VESTAL%2C+NY+13850,NY,13850,DEA,"441 COMMERCE ROAD, SUITE 2, VESTAL, NY 13850"
"RANN PHARMACY, INC.",http://maps.google.com/maps?q=RANN%20PHARMACY%20INC%2C377%20MAIN%20ST%2C+HARLEYSVILLE%2C+PA+19438,PA,19438,DEA,"377 MAIN ST, HARLEYSVILLE, PA 19438"
READING HOSPITAL AMBULATORY PHARMACY,http://maps.google.com/maps?q=READING%20HOSPITAL%20AMBULATORY%20PHARMACY%2C420%20S%205TH%20AVENUE%2C+READING%2C+PA+19611,PA,19611,DEA,"420 S 5TH AVENUE, READING, PA 19611"
RIVIERA DRUGS LLC,http://maps.google.com/maps?q=RIVIERA%20DRUGS%20LLC%2C8541%20FORTSMALL%20WOOD%20ROAD%2C+PASADENA%2C+MD+21122,MD,21122,DEA,"8541 FORTSMALL WOOD ROAD, UNIT G, PASADENA, MD 21122"
ROBERT PACKER HOSPITAL,http://maps.google.com/maps?q=ROBERT%20PACKER%20HOSPITAL%2CONE%20GUTHRIE%20SQUARE%2C+SAYRE%2C+PA+18840,PA,18840,DEA,"ONE GUTHRIE SQUARE, SUITE EC101, SAYRE, PA 18840"
SHEEHANS PHARMACY,http://maps.google.com/maps?q=SHEEHANS%20PHARMACY%2C79%20EAST%20CAREY%20ST%2C+PLAINS%2C+PA+18705,PA,18705,DEA,"79 EAST CAREY ST, PLAINS, PA 18705"
STRASBURG PHARMACY,http://maps.google.com/maps?q=STRASBURG%20PHARMACY%2C33820%20OLD%20VALLEY%20PIKE%2C+STRASBURG%2C+VA+22657,VA,22657,DEA,"33820 OLD VALLEY PIKE, SUITE 7, STRASBURG, VA 22657"
SUMMIT HEALTH PHARMACY INC,http://maps.google.com/maps?q=SUMMIT%20HEALTH%20PHARMACY%20INC%2C3400%20EDGMONT%20AVENUE%2C+BROOKHAVEN%2C+PA+19015,PA,19015,DEA,"3400 EDGMONT AVENUE, BROOKHAVEN, PA 19015"
TACONY PHARMACY,http://maps.google.com/maps?q=TACONY%20PHARMACY%2C7100%20TORRESDALE%20AVE%2C+PHILADELPHIA%2C+PA+19135,PA,19135,DEA,"7100 TORRESDALE AVE, PHILADELPHIA, PA 19135"
TANG PHARMACY IV,http://maps.google.com/maps?q=TANG%20PHARMACY%20IV%2C900%20N%20BROAD%20ST%2C+PHILADELPHIA%2C+PA+19130,PA,19130,DEA,"900 N BROAD ST, PHILADELPHIA, PA 19130"
THE JOHNS HOPKINS HOSPITAL,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C1717%20E%20MONUMENT%20ST%2C+BALTIMORE%2C+MD+21287,MD,21287,DEA,"1717 E MONUMENT ST, PARK BUILDING, ROOM G-105, BALTIMORE, MD 21287"
THE JOHNS HOPKINS HOSPITAL,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C401%20NORTH%20BROADWAY%2C+BALTIMORE%2C+MD+21231,MD,21231,DEA,"401 NORTH BROADWAY, SUITE 1001, BALTIMORE, MD 21231"
THE JOHNS HOPKINS HOSPITAL,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C601%20NORTH%20CAROLINE%20STREET%2C+BALTIMORE%2C+MD+21287,MD,21287,DEA,"601 NORTH CAROLINE STREET, SUITE 1006, BALTIMORE, MD 21287"
THE JOHNS HOPKINS HOSPITAL,http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2CAT%20MONUMENT%20STREET%2C+BALTIMORE%2C+MD+21205,MD,21205,DEA,"AT MONUMENT STREET, 1810 E. MONUMENT STREET, BALTIMORE, MD 21205"
UNIV OF MD MEDICAL SYSTEMS,http://maps.google.com/maps?q=UNIV%20OF%20MD%20MEDICAL%20SYSTEMS%2COUT-PATIENT%20PHARMCY%2C+BALTIMORE%2C+MD+21201,MD,21201,DEA,"OUT-PATIENT PHARMCY, WEINBERG BUILDING, BALTIMORE, MD 21201"
URBANCARE PHARMACY,http://maps.google.com/maps?q=URBANCARE%20PHARMACY%2C169%20W%20LEHIGH%20AVE%2C+PHILADELPHIA%2C+PA+19133,PA,19133,DEA,"169 W LEHIGH AVE, PHILADELPHIA, PA 19133"
US ARMY KIRK HEALTH CLINIC,http://maps.google.com/maps?q=US%20ARMY%20KIRK%20HEALTH%20CLINIC%2CPHARMACY%2C+ABERDEEN%20PROVING%20GROUND%2C+MD+21005,MD,21005,DEA,"PHARMACY, ABERDEEN PROVING GROUND, ABERDEEN PROVING GROUND, MD 21005"
US ARMY- KIMBROUGH AMBULATORY CARE CENTER,http://maps.google.com/maps?q=US%20ARMY%20KIMBROUGH%20AMBULATORY%20CARE%20CENTER%2CDEPARTMENT%20OF%20PHARMACY%2C+FORT%20MEADE%2C+MD+20755,MD,20755,DEA,"DEPARTMENT OF PHARMACY, KIMBROUGH AMBULATORY CARE CENTER, FORT MEADE, MD 20755"
USAF- 436 MEDICAL GROUP/SGSM,http://maps.google.com/maps?q=USAF%20%20MEDICAL%20GROUPSGSM%2C436%20MDG/SGSM%2C+DOVER%20AFB%2C+DE+19902,DE,19902,DEA,"436 MDG/SGSM, 300 TUSKEGEE BLVD, DOVER AFB, DE 19902"
WALGREEN CO,http://maps.google.com/maps?q=WALGREEN%20CO%2C1260%20LIBERTY%20RD%2C+ELDERSBURG%2C+MD+21784,MD,21784,DEA,"1260 LIBERTY RD, ELDERSBURG, MD 21784"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C10097%20BALTIMORE%20NATIONAL%20PIKE%2C+ELLICOTT%20CITY%2C+MD+21042,MD,21042,DEA,"10097 BALTIMORE NATIONAL PIKE, ELLICOTT CITY, MD 21042"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C3005%20EMMORTON%20ROAD%2C+ABINGDON%2C+MD+21009,MD,21009,DEA,"3005 EMMORTON ROAD, ABINGDON, MD 21009"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C4020%20EASTERN%20AVENUE%2C+BALTIMORE%2C+MD+21224,MD,21224,DEA,"4020 EASTERN AVENUE, BALTIMORE, MD 21224"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C5657%20BALTIMORE%20NATIONAL%20PIKE%2C+CATONSVILLE%2C+MD+21228,MD,21228,DEA,"5657 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD 21228"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C600%20WASHINGTON%20BLVD.%20S%2C+LAUREL%2C+MD+20707,MD,20707,DEA,"600 WASHINGTON BLVD. S, LAUREL, MD 20707"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C6700%20RITCHIE%20HWY%2C+GLEN%20BURNIE%2C+MD+21061,MD,21061,DEA,"6700 RITCHIE HWY, GLEN BURNIE, MD 21061"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C9616%20HARFORD%20ROAD%2C+BALTIMORE%2C+MD+21234,MD,21234,DEA,"9616 HARFORD ROAD, BALTIMORE, MD 21234"
WALGREEN EASTERN CO. INC.,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C1%20SOUTH%20BROAD%20STREET%2C+PHILADELPHIA%2C+PA+19107,PA,19107,DEA,"1 SOUTH BROAD STREET, PHILADELPHIA, PA 19107"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C10%20YORK%20ROAD%2C+WARMINSTER%2C+PA+18974,PA,18974,DEA,"10 YORK ROAD, WARMINSTER, PA 18974"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C1111%20NORTH%20HIGH%20STREET%2C+MILLVILLE%2C+NJ+08332,NJ,8332,DEA,"1111 NORTH HIGH STREET, MILLVILLE, NJ 08332"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C150%20N%20MACDADE%20BLVD.%2C+GLENOLDEN%2C+PA+19036,PA,19036,DEA,"150 N MACDADE BLVD., GLENOLDEN, PA 19036"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C1702%20TILGHMAN%2C+ALLENTOWN%2C+PA+18104,PA,18104,DEA,"1702 TILGHMAN, ALLENTOWN, PA 18104"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2014-24%20S%20BROAD%20ST%2C+PHILADELPHIA%2C+PA+19145,PA,19145,DEA,"2014-24 S BROAD ST, PHILADELPHIA, PA 19145"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2310%20W%20OREGON%20AVE%2C+PHILADELPHIA%2C+PA+19145,PA,19145,DEA,"2310 W OREGON AVE, PHILADELPHIA, PA 19145"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2350%20E%20MARKET%20ST%2C+YORK%2C+PA+17402,PA,17402,DEA,"2350 E MARKET ST, YORK, PA 17402"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2803%20W%20RIDGE%20PIKE%2C+NORRISTOWN%2C+PA+19403,PA,19403,DEA,"2803 W RIDGE PIKE, NORRISTOWN, PA 19403"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C4001%20KENSINGTON%20AVE.%2C+PHILADELPHIA%2C+PA+19124,PA,19124,DEA,"4001 KENSINGTON AVE., PHILADELPHIA, PA 19124"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C4098%20EDGEMONT%20AVE.%2C+BROOKHAVEN%2C+PA+19015,PA,19015,DEA,"4098 EDGEMONT AVE., BROOKHAVEN, PA 19015"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C4601%20WESTFIELD%20AVENUE%2C+PENNSAUKEN%2C+NJ+08110,NJ,8110,DEA,"4601 WESTFIELD AVENUE, PENNSAUKEN, NJ 08110"
"WALGREEN EASTERN CO., INC.",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C7001%20FRANKFORD%20AVE%2C+PHILADELPHIA%2C+PA+19135,PA,19135,DEA,"7001 FRANKFORD AVE, PHILADELPHIA, PA 19135"
