,name,state,postal,googleMapsUrl,address,source,source_date,lat,lng
1591,FRANCONIA DISTRICT STATION FRONT PARKING LOT -OPERATING 10 AM TO 2 PM-,VA,22310,"http://maps.google.com/maps?q=6121 FRANCONIA ROAD,+ALEXANDRIA,+VA+22310&hl=en","6121 FRANCONIA ROAD, ALEXANDRIA, VA 22310",DEA,NTBD2018,38.781807,-77.147644
1592,MOUNT VERNON DISTRICT POLICE STATION FRONT PARKING LOT -OPERATING 10 AM TO 2 PM-,VA,22306,"http://maps.google.com/maps?q=2511 PARKERS LANE,+ALEXANDRIA,+VA+22306&hl=en","2511 PARKERS LANE, ALEXANDRIA, VA 22306",DEA,NTBD2018,38.741634,-77.07584
1593,MSP FORESTVILLE BARRACK POC: LT. ROLAND BUTLER,MD,20747,"http://maps.google.com/maps?q=3500 FORESTVILLE ROAD,+FORESTVILLE,+MD+20747&hl=en","3500 FORESTVILLE ROAD, FORESTVILLE, MD 20747",DEA,NTBD2018,38.840443,-76.87441
1594,"CENTRAL COLLECTION SITE DISTRICT III, PGPD",MD,20785,"http://maps.google.com/maps?q=7600 BARLOWE ROAD,+PALMER PARK,+MD+20785&hl=en","7600 BARLOWE ROAD, PALMER PARK, MD 20785",DEA,NTBD2018,38.91818,-76.8754291
1595,DISTRICT 4 STATION - OXON HILL,MD,20745,"http://maps.google.com/maps?q=5135 INDIAN HEAD HIGHWAY,+OXON HILL,+MD+20745&hl=en","5135 INDIAN HEAD HIGHWAY, OXON HILL, MD 20745",DEA,NTBD2018,38.814735,-76.99864
1596,SEVENTH POLICE DISTRICT,DC,20020,"http://maps.google.com/maps?q=2455 ALABAMA AVENUE, SE,+WASHINGTON,+DC+20020&hl=en","2455 ALABAMA AVENUE, SE, WASHINGTON, DC 20020",DEA,NTBD2018,38.85337,-76.96997
1597,SIXTH POLICE DISTRICT,DC,20019,"http://maps.google.com/maps?q=5002 HAYES STREET NE,+WASHINGTON,+DC+20019&hl=en","5002 HAYES STREET NE, WASHINGTON, DC 20019",DEA,NTBD2018,38.899887,-76.928444
1598,ACCOMACK COUNTY SHERIFF'S OFFICE,VA,23301,"http://maps.google.com/maps?q=23323 WISE COURT,+ACCOMAC,+VA+23301&hl=en","23323 WISE COURT, ACCOMAC, VA 23301",DEA,NTBD2018,37.72043,-75.670906
1599,NORTHEAST COMMUNITY CENTER,MD,20732,"http://maps.google.com/maps?q=4075 GORDON STINNETT AVE.,+CHESAPEAKE BEACH,+MD+20732&hl=en","4075 GORDON STINNETT AVE., CHESAPEAKE BEACH, MD 20732",DEA,NTBD2018,38.692078,-76.53852
1600,SOUTHERN COMMUNITY CENTER,MD,20657,"http://maps.google.com/maps?q=20 APPEAL LANE,+LUSBY,+MD+20657&hl=en","20 APPEAL LANE, LUSBY, MD 20657",DEA,NTBD2018,38.379578,-76.43754
1601,CHARLES COUNTY GOVERNMENT MAIN ENTRANCE PARKING LOT,MD,20646,"http://maps.google.com/maps?q=200 BALTIMORE STREET,+LA PLATA,+MD+20646&hl=en","200 BALTIMORE STREET, LA PLATA, MD 20646",DEA,NTBD2018,38.530323,-76.98097
1602,KING GEORGE SHERIFF'S FRONT PARKING LOT,VA,22485,"http://maps.google.com/maps?q=10445 GOVERNMENT CENTER BLVD.,+KING GEORGE,+VA+22485&hl=en","10445 GOVERNMENT CENTER BLVD., KING GEORGE, VA 22485",DEA,NTBD2018,38.25327,-77.16134
1603,LANCASTER SHERIFF'S OFFICE,VA,22503,"http://maps.google.com/maps?q=8293 MARY BALL ROAD,+LANCASTER,+VA+22503&hl=en","8293 MARY BALL ROAD, LANCASTER, VA 22503",DEA,NTBD2018,37.769867,-76.46572
1604,MSP LA PLATA BARRACK POC: D/SGT. KEVIN BEAUCHAMP,MD,20646,"http://maps.google.com/maps?q=9500 MITCHELL ROAD,+LA PLATA,+MD+20646&hl=en","9500 MITCHELL ROAD, LA PLATA, MD 20646",DEA,NTBD2018,38.565956,-76.983246
1605,MSP LEONARDTOWN BARRACK POC: D/SGT. WILLIAM ROSADO,MD,20650,"http://maps.google.com/maps?q=23200 LEONARD HALL DRIVE,+LEONARDTOWN,+MD+20650&hl=en","23200 LEONARD HALL DRIVE, LEONARDTOWN, MD 20650",DEA,NTBD2018,38.30558,-76.632
1606,MSP PRINCESS ANNE BARRACK POC: D/SGT. KEEN,MD,21853,"http://maps.google.com/maps?q=30581 PERRY ROAD,+PRINCESS ANNE,+MD+21853&hl=en","30581 PERRY ROAD, PRINCESS ANNE, MD 21853",DEA,NTBD2018,38.161312,-75.69056
1607,PRINCE FREDERICK BARRACK POC: RANDY STEVENS,MD,20678,"http://maps.google.com/maps?q=210 MAIN STREET,+PRINCE FREDERICK,+MD+20678&hl=en","210 MAIN STREET, PRINCE FREDERICK, MD 20678",DEA,NTBD2018,38.538216,-76.58197
1608,NEWARK POLICE DEPARTMENT,DE,19711,"http://maps.google.com/maps?q=220 SOUTH MAIN STREET,+NEWARK,+DE+19711&hl=en","220 SOUTH MAIN STREET, NEWARK, DE 19711",DEA,NTBD2018,39.6776258,-75.7631283
1609,NORTHAMPTON COUNTY SHERIFF'S OFFICE FRONT LOBBY,VA,23347,"http://maps.google.com/maps?q=5211 THE HORNES,+EASTVILLE,+VA+23347&hl=en","5211 THE HORNES, EASTVILLE, VA 23347",DEA,NTBD2018,37.3496388,-75.9360772
1610,NORTHUMBERLAND COUNTY SHERIFF'S OFFICE,VA,22473,"http://maps.google.com/maps?q=195 JUDICIAL PLACE,+HEATHSVILLE,+VA+22473&hl=en","195 JUDICIAL PLACE, HEATHSVILLE, VA 22473",DEA,NTBD2018,37.9155908,-76.473028
1611,NOVA COMMUNITY COLLEGE WOODBRIDGE CAMPUS,VA,22191,"http://maps.google.com/maps?q=2645 COLLEGE DR.,+WOODBRIDGE,+VA+22191&hl=en","2645 COLLEGE DR.WRC BUILDING, WOODBRIDGE, VA 22191",DEA,NTBD2018,38.6217323,-77.2914638
1612,PRINCESS ANNE POLICE DEPARTMENT,MD,21853,"http://maps.google.com/maps?q=11780 BECKFORD AVENUE,+PRINCESS ANNE,+MD+21853&hl=en","11780 BECKFORD AVENUE, PRINCESS ANNE, MD 21853",DEA,NTBD2018,38.204212,-75.69535
1613,ST. MARY'S COUNTY SHERIFF'S OFFICE HQ,MD,20650,"http://maps.google.com/maps?q=23150 LEONARD HALL DRIVE,+LEONARDTOWN,+MD+20650&hl=en","23150 LEONARD HALL DRIVE, LEONARDTOWN, MD 20650",DEA,NTBD2018,38.3045168,-76.62915
1614,ST. MARY'S SHERIFF'S OFFICE DISTRICT ONE STATION,MD,20622,"http://maps.google.com/maps?q=37575 CHARLOTTE HALL SCHOOL ROAD,+CHARLOTTE HALL,+MD+20622&hl=en","37575 CHARLOTTE HALL SCHOOL ROAD, CHARLOTTE HALL, MD 20622",DEA,NTBD2018,38.478504,-76.7777
1615,ST. MARY'S SQUARE,MD,20653,"http://maps.google.com/maps?q=21600 GREAT MILLS ROAD,+LEXINGTON PARK,+MD+20653&hl=en","21600 GREAT MILLS ROAD, LEXINGTON PARK, MD 20653",DEA,NTBD2018,38.260727,-76.46506
1616,MARTHA JEFFERSON HOSPITAL BACKSIDE OF MAIN HOSPITAL,VA,22911,"http://maps.google.com/maps?q=500 MARTHA JEFFERSON DRIVE,+CHARLOTTESVILLE,+VA+22911&hl=en","500 MARTHA JEFFERSON DRIVE, CHARLOTTESVILLE, VA 22911",DEA,NTBD2018,38.024124,-78.442116
1617,ASHLAND POLICE DEPARTMENT VISITOR PARKING LOT,VA,23005,"http://maps.google.com/maps?q=601 ENGLAND STREET,+ASHLAND,+VA+23005&hl=en","601 ENGLAND STREET, ASHLAND, VA 23005",DEA,NTBD2018,37.7582988,-77.4735583
1618,CAROLINE SQUARE SHOPPING CENTER PARKING LOT PARKING LOT NEAR RITE AID PHARMACY ENTRANCE,VA,22427,"http://maps.google.com/maps?q=104 W. BROADDUS AVENUE,+BOWLING GREEN,+VA+22427&hl=en","104 W. BROADDUS AVENUE, BOWLING GREEN, VA 22427",DEA,NTBD2018,38.05508,-77.35101
1619,CVS PHARMACY PARKING LOT,VA,22546,"http://maps.google.com/maps?q=18048 JEFFERSON DAVIS HIGHWAY,+RUTHER GLEN,+VA+22546&hl=en","18048 JEFFERSON DAVIS HIGHWAY, RUTHER GLEN, VA 22546",DEA,NTBD2018,38.018,-77.51518
1620,CVS PHARMACY,VA,22963,"http://maps.google.com/maps?q=28 ABBY ROAD,+PALMYRA,+VA+22963&hl=en","28 ABBY ROAD, PALMYRA, VA 22963",DEA,NTBD2018,37.899597,-78.312386
1621,MARY WASHINGTON HOSPITAL TOMPKINS-MARTIN MEDICAL PLAZA,VA,22401,"http://maps.google.com/maps?q=1101 SAM PERRY BLVD,+FREDERICKSBURG,+VA+22401&hl=en","1101 SAM PERRY BLVD, FREDERICKSBURG, VA 22401",DEA,NTBD2018,38.309635,-77.48242
1622,GOOCHLAND FIRE/RESCUE COMPANY 5,VA,23063,"http://maps.google.com/maps?q=2710 FAIRGROUNDS ROAD,+GOOCHLAND,+VA+23063&hl=en","2710 FAIRGROUNDS ROAD, GOOCHLAND, VA 23063",DEA,NTBD2018,37.69795,-77.88619
1623,WEST CREEK EMERGENCY CENTER,VA,23238,"http://maps.google.com/maps?q=12720 TUCKAHOE CREEK PKWY,+HENRICO,+VA+23238&hl=en","12720 TUCKAHOE CREEK PKWY, HENRICO, VA 23238",DEA,NTBD2018,37.6260144,-77.6606122
1624,FOOD LION,VA,22942,"http://maps.google.com/maps?q=408 GORDON AVE,+GORDONSVILLE,+VA+22942&hl=en","408 GORDON AVE, GORDONSVILLE, VA 22942",DEA,NTBD2018,38.139572,-78.193405
1625,MECHANICSVILLE CONVENIENCE CENTER,VA,23116,"http://maps.google.com/maps?q=7427 VERDI LANE,+MECHANICSVILLE,+VA+23116&hl=en","7427 VERDI LANE, MECHANICSVILLE, VA 23116",DEA,NTBD2018,37.646816,-77.35572
1626,HENRICO TRAINING CENTER ENTRANCE IS ON SHRADER ROAD,VA,23294,"http://maps.google.com/maps?q=7721 E. PARHAM ROAD,+HENRICO,+VA+23294&hl=en","7721 E. PARHAM ROAD, HENRICO, VA 23294",DEA,NTBD2018,37.630238,-77.526924
1627,CENTRAL CROSSING FOOD LION PARKING LOT AREA NEAR FRONT OF STORE,VA,23009,"http://maps.google.com/maps?q=4915 RICHMOND TAPPAHANNOCK HIGHWAY,+AYLETT,+VA+23009&hl=en","4915 RICHMOND TAPPAHANNOCK HIGHWAY, AYLETT, VA 23009",DEA,NTBD2018,37.744087,-77.13396
1628,LOUISA COUNTY SHERIFF'S OFFICE,VA,23093,"http://maps.google.com/maps?q=1 WOOLFOLK AVE,+LOUISA,+VA+23093&hl=en","1 WOOLFOLK AVE, LOUISA, VA 23093",DEA,NTBD2018,38.0221377,-78.0021904
1629,CVS PHARMACY FRONT SIDEWALK,VA,22960,"http://maps.google.com/maps?q=308 RADNEY ROAD,+ORANGE,+VA+22960&hl=en","308 RADNEY ROAD, ORANGE, VA 22960",DEA,NTBD2018,38.260822,-78.11741
1630,ORANGE PHARMACY FRONT SIDEWALK,VA,22960,"http://maps.google.com/maps?q=130 WEST MAIN STREET,+ORANGE,+VA+22960&hl=en","130 WEST MAIN STREET, ORANGE, VA 22960",DEA,NTBD2018,38.24473,-78.11242
1631,POWHATAN COUNTY COURTHOUSE,VA,23139,"http://maps.google.com/maps?q=3880 OLD BUCKINGHAM ROAD,+POWHATAN,+VA+23139&hl=en","3880 OLD BUCKINGHAM ROAD, POWHATAN, VA 23139",DEA,NTBD2018,37.538166,-77.91733
1632,CHANCELLOR VOL. FIRE AND RESCUE OLD ENGINE COMPANY 5,VA,22407,"http://maps.google.com/maps?q=5992 PLANK ROAD,+FREDERICKSBURG,+VA+22407&hl=en","5992 PLANK ROAD, FREDERICKSBURG, VA 22407",DEA,NTBD2018,38.292706,-77.582115
1633,CVS COURTLAND COMMONS PARKING LOT,VA,22553,"http://maps.google.com/maps?q=9767 COURTHOUSE ROAD,+SPOTSYLVANIA,+VA+22553&hl=en","9767 COURTHOUSE ROAD, SPOTSYLVANIA, VA 22553",DEA,NTBD2018,38.194492,-77.58658
1634,MARY WASHINGTON HEALTHCARE EMERGENCY AND OUTPATIENT CENTER - LEES HILL,VA,22408,"http://maps.google.com/maps?q=10401 SPOTSYLVANIA AVENUE,+FREDERICKSBURG,+VA+22408&hl=en","10401 SPOTSYLVANIA AVENUEUNDER THE AWNING, FREDERICKSBURG, VA 22408",DEA,NTBD2018,38.242195,-77.49726
1635,SPOTSYLVANIA REGIONAL MEDICAL CENTER UNDER MAIN ENTRANCE AWNING,VA,22408,"http://maps.google.com/maps?q=4600 SPOTSYLVANIA PARKWAY,+FREDERICKSBURG,+VA+22408&hl=en","4600 SPOTSYLVANIA PARKWAY, FREDERICKSBURG, VA 22408",DEA,NTBD2018,38.219475,-77.49641
1636,STAFFORD HOSPITAL CENTER SOUTH SIDE OF HOSPITAL NEAR ER,VA,22554,"http://maps.google.com/maps?q=101 HOSPITAL CENTER BLVD,+STAFFORD,+VA+22554&hl=en","101 HOSPITAL CENTER BLVD, STAFFORD, VA 22554",DEA,NTBD2018,38.414642,-77.40418
1637,VIRGINIA STATE POLICE DIVISION I HQS POC: SGT MELANIE MCKENNEY,VA,23060,"http://maps.google.com/maps?q=9300 BROOK ROAD,+GLEN ALLEN,+VA+23060&hl=en","9300 BROOK ROAD, GLEN ALLEN, VA 23060",DEA,NTBD2018,37.65318,-77.45986
1638,CHESAPEAKE POLICE 2ND PRECINCT,VA,23324,"http://maps.google.com/maps?q=1209 20TH STREET,+CHESAPEAKE,+VA+23324&hl=en","1209 20TH STREET, CHESAPEAKE, VA 23324",DEA,NTBD2018,36.8217607,-76.2734277
1639,CHESAPEAKE POLICE 4TH PRECINCT,VA,23321,"http://maps.google.com/maps?q=4764 STATION HOUSE ROAD,+CHESAPEAKE,+VA+23321&hl=en","4764 STATION HOUSE ROAD, CHESAPEAKE, VA 23321",DEA,NTBD2018,36.84735,-76.42785
1640,GLOUCESTER PHARMACY,VA,23061,"http://maps.google.com/maps?q=7453 HARGETT BLVD,+GLOUCESTER,+VA+23061&hl=en","7453 HARGETT BLVD, GLOUCESTER, VA 23061",DEA,NTBD2018,37.4181,-76.54553
1641,WALGREEN'S PHARMACY FRONT ENTRANCE,VA,23072,"http://maps.google.com/maps?q=2418 GEORGE WASHINGTON MEMORIAL HIGHWAY,+HAYES,+VA+23072&hl=en","2418 GEORGE WASHINGTON MEMORIAL HIGHWAY, HAYES, VA 23072",DEA,NTBD2018,37.27609,-76.50011
1642,SENTARA CAREPLEX HOSPITAL NEAR EMERGENCY ROOM ENTRANCE,VA,23666,"http://maps.google.com/maps?q=3000 COLISEUM DRIVE,+HAMPTON,+VA+23666&hl=en","3000 COLISEUM DRIVE, HAMPTON, VA 23666",DEA,NTBD2018,37.063553,-76.39764
1643,EASTERN HENRICO RECREATION CENTER,VA,23223,"http://maps.google.com/maps?q=1440 N. LABURNUM AVENUE,+RICHMOND,+VA+23223&hl=en","1440 N. LABURNUM AVENUE, RICHMOND, VA 23223",DEA,NTBD2018,37.566723,-77.37882
1644,JAMES CITY COUNTY POLICE DEPARTMENT LAW ENFORCEMENT CENTER,VA,23188,"http://maps.google.com/maps?q=4600 OPPORTUNITY WAY,+WILLIAMSBURG,+VA+23188&hl=en","4600 OPPORTUNITY WAY, WILLIAMSBURG, VA 23188",DEA,NTBD2018,37.33579,-76.75887
1645,NICK'S RESTAURANT SIDE PARKING LOT,VA,23156,"http://maps.google.com/maps?q=3483 LEWIS B. PULLER HWY,+SHACKLEFORDS,+VA+23156&hl=en","3483 LEWIS B. PULLER HWY, SHACKLEFORDS, VA 23156",DEA,NTBD2018,37.5459786,-76.7164375
1646,PUMONKEY REGIONAL LIBRARY FRONT PARKING LOT,VA,23148,"http://maps.google.com/maps?q=396 NEWTOWN ROAD,+SAINT STEPHENS CHURCH,+VA+23148&hl=en","396 NEWTOWN ROAD, SAINT STEPHENS CHURCH, VA 23148",DEA,NTBD2018,37.8077517,-77.0540683
1647,NEW KENT SHERIFF'S OFFICE,VA,23124,"http://maps.google.com/maps?q=11995 COURTHOUSE CIRCLE,+NEW KENT,+VA+23124&hl=en","11995 COURTHOUSE CIRCLE, NEW KENT, VA 23124",DEA,NTBD2018,37.517464,-76.977264
1648,NEWPORT NEWS PD CENTRAL PRECINCT,VA,23601,"http://maps.google.com/maps?q=611 DRESDEN DR.,+NEWPORT NEWS,+VA+23601&hl=en","611 DRESDEN DR., NEWPORT NEWS, VA 23601",DEA,NTBD2018,37.05571,-76.462364
1649,NEWPORT NEWS PD NORTH PRECINCT LOT BETWEEN POLICE AND FIRE DEPARTMENTS,VA,23608,"http://maps.google.com/maps?q=368 DESHAZOR DRIVE,+NEWPORT NEWS,+VA+23608&hl=en","368 DESHAZOR DRIVE, NEWPORT NEWS, VA 23608",DEA,NTBD2018,37.12893,-76.54385
1650,NEWPORT NEWS PD SOUTH PRECINCT,VA,23607,"http://maps.google.com/maps?q=3303 JEFFERSON AVENUE,+NEWPORT NEWS,+VA+23607&hl=en","3303 JEFFERSON AVENUE, NEWPORT NEWS, VA 23607",DEA,NTBD2018,36.986618,-76.42429
1651,NORFOLK POLICE 3RD DIVISION FRONT ENTRANCE,VA,23513,"http://maps.google.com/maps?q=901 ASBURY AVENUE,+NORFOLK,+VA+23513&hl=en","901 ASBURY AVENUE, NORFOLK, VA 23513",DEA,NTBD2018,36.911892,-76.25006
1652,NORFOLK POLICE OPERATIONS CENTER FRONT ENTRANCE,VA,23502,"http://maps.google.com/maps?q=3661 E. VIRGINIA BEACH BLVD,+NORFOLK,+VA+23502&hl=en","3661 E. VIRGINIA BEACH BLVD, NORFOLK, VA 23502",DEA,NTBD2018,36.854855,-76.23745
1653,NORFOLK POLICE TRAINING CENTER FRONT ENTRANCE,VA,23502,"http://maps.google.com/maps?q=2500 N. MILITARY HWY,+NORFOLK,+VA+23502&hl=en","2500 N. MILITARY HWY, NORFOLK, VA 23502",DEA,NTBD2018,36.881943,-76.21408
1654,NORFOLK STATE UNIVERSITY PD LOBBY AREA,VA,23504,"http://maps.google.com/maps?q=2501 CORPREW AVE,+NORFOLK,+VA+23504&hl=en","2501 CORPREW AVE, NORFOLK, VA 23504",DEA,NTBD2018,36.85049,-76.2599
1655,POQUOSON PHARMACY PARKING LOT,VA,23662,"http://maps.google.com/maps?q=498 WYTHE CREEK ROAD,+POQUOSON,+VA+23662&hl=en","498 WYTHE CREEK ROAD, POQUOSON, VA 23662",DEA,NTBD2018,37.1285,-76.391464
1656,PORTSMOUTH FIRE STATION #3 FRONT DOOR,VA,23703,"http://maps.google.com/maps?q=4001 RIVERSHORE ROAD,+PORTSMOUTH,+VA+23703&hl=en","4001 RIVERSHORE ROAD, PORTSMOUTH, VA 23703",DEA,NTBD2018,36.87869,-76.37821
1657,PORTSMOUTH POLICE DEPARTMENT HEADQUARTERS,VA,23704,"http://maps.google.com/maps?q=801 WATER ST,+PORTSMOUTH,+VA+23704&hl=en","801 WATER ST, PORTSMOUTH, VA 23704",DEA,NTBD2018,36.835354,-76.296875
1658,PORTSMOUTH SAFETY TOWN OUTSIDE FRONT DOOR,VA,23702,"http://maps.google.com/maps?q=4404 DEEP CREEK BLVD,+PORTSMOUTH,+VA+23702&hl=en","4404 DEEP CREEK BLVD, PORTSMOUTH, VA 23702",DEA,NTBD2018,36.802456,-76.32992
1659,SURRY COUNTY CIRCUIT COURT HOUSE PARKING LOT,VA,23883,"http://maps.google.com/maps?q=28 COLONIAL TRAIL EAST,+SURRY,+VA+23883&hl=en","28 COLONIAL TRAIL EAST, SURRY, VA 23883",DEA,NTBD2018,37.1376778,-76.8346994
1660,WAL-MART PARKING LOT OUTSIDE BETWEEN TWO ENTRANCES,VA,22560,"http://maps.google.com/maps?q=1660 TAPPAHANNOCK BLVD,+TAPPAHANNOCK,+VA+22560&hl=en","1660 TAPPAHANNOCK BLVD, TAPPAHANNOCK, VA 22560",DEA,NTBD2018,37.90757,-76.86372
1661,WILLIAMSBURG FIRE DEPARTMENT,VA,23185,"http://maps.google.com/maps?q=WILLIAMSBURG FIRE DEPARTMENT,+WILLIAMSBURG,+VA+23185&hl=en","WILLIAMSBURG FIRE DEPARTMENT440 N BOUNDARY STREET, WILLIAMSBURG, VA 23185",DEA,NTBD2018,37.275854,-76.708435
1662,YORK-POQUOSON SHERIFF'S OFFICE D.A.R.E. OFFICE NEXT TO SUBWAY,VA,23692,"http://maps.google.com/maps?q=5338-D GEORGE WASHINGTON MEMORIAL HWY,+YORKTOWN,+VA+23692&hl=en","5338-D GEORGE WASHINGTON MEMORIAL HWY, YORKTOWN, VA 23692",DEA,NTBD2018,37.15912,-76.46303
1663,CHESAPEAKE POLICE 3RD PRECINCT,VA,23323,"http://maps.google.com/maps?q=949 N. GEORGE WASHINGTON HIGHWAY,+CHESAPEAKE,+VA+23323&hl=en","949 N. GEORGE WASHINGTON HIGHWAY, CHESAPEAKE, VA 23323",DEA,NTBD2018,36.7750604,-76.3399677
1664,CHESAPEAKE SHERIFF'S OFFICE ADMIN BUILDING ACROSS FROM CORRECTIONAL CENTER,VA,23322,"http://maps.google.com/maps?q=401 ALBEMARLE DRIVE,+CHESAPEAKE,+VA+23322&hl=en","401 ALBEMARLE DRIVE, CHESAPEAKE, VA 23322",DEA,NTBD2018,36.71783,-76.25084
1665,VARINA PUBLIC LIBRARY,VA,23231,"http://maps.google.com/maps?q=1875 NEW MARKET ROAD,+HENRICO,+VA+23231&hl=en","1875 NEW MARKET ROAD, HENRICO, VA 23231",DEA,NTBD2018,37.461327,-77.37886
1666,VIRGINIA STATE POLICE - AREA 47 STATION POC: SGT ANDREA FISCHER,VA,23320,"http://maps.google.com/maps?q=1557 S. MILITARY HIGHWAY,+CHESAPEAKE,+VA+23320&hl=en","1557 S. MILITARY HIGHWAY, CHESAPEAKE, VA 23320",DEA,NTBD2018,36.79607,-76.23649
1667,AUGUSTA COUNTY SHERIFF'S OFFICE,VA,24482,"http://maps.google.com/maps?q=127 LEE HIGHWAY,+VERONA,+VA+24482&hl=en","127 LEE HIGHWAY, VERONA, VA 24482",DEA,NTBD2018,38.194103,-79.018074
1668,HIGHLAND COUNTY SHERIFF'S OFFICE,VA,24465,"http://maps.google.com/maps?q=145 WEST MAIN STREET,+MONTEREY,+VA+24465&hl=en","145 WEST MAIN STREET, MONTEREY, VA 24465",DEA,NTBD2018,38.412785,-79.58168
1669,AUGUSTA HEALTH STAUNTON URGENT CARE FISHER AUTO PARKING LEFT OF URGENT CARE BUILDING,VA,24401,"http://maps.google.com/maps?q=795 STATLER BLVD,+STAUNTON,+VA+24401&hl=en","795 STATLER BLVD, STAUNTON, VA 24401",DEA,NTBD2018,38.13979,-79.06606
1670,NEIGHBORHOOD MARKET PARKING LOT,VA,22980,"http://maps.google.com/maps?q=1211 WEST BROAD STREET,+WAYNESBORO,+VA+22980&hl=en","1211 WEST BROAD STREET, WAYNESBORO, VA 22980",DEA,NTBD2018,38.071194,-78.89494
1671,AMELIA PHARMACY INC. FRONT SIDEWALK BY STORE ENTRANCE,VA,23002,"http://maps.google.com/maps?q=15412 PATRICK HENRY HWY.,+AMELIA,+VA+23002&hl=en","15412 PATRICK HENRY HWY., AMELIA, VA 23002",DEA,NTBD2018,37.357662,-77.96109
1672,RITE AID PHARMACY FRONT SIDEWALK BY STORE ENTRANCE,VA,23002,"http://maps.google.com/maps?q=15105 PATRICK HENRY HWY,+AMELIA,+VA+23002&hl=en","15105 PATRICK HENRY HWY, AMELIA, VA 23002",DEA,NTBD2018,37.3649324,-77.9370902
1673,MANCHESTER HIGH SCHOOL FRONT LOOP,VA,23112,"http://maps.google.com/maps?q=12601 BAILEY BRIDGE RD,+MIDLOTHIAN,+VA+23112&hl=en","12601 BAILEY BRIDGE RD, MIDLOTHIAN, VA 23112",DEA,NTBD2018,37.40846,-77.62327
1674,TOYS R. US PARKING LOT,VA,23834,"http://maps.google.com/maps?q=1869 SOUTHPARK BLVD,+COLONIAL HEIGHTS,+VA+23834&hl=en","1869 SOUTHPARK BLVD, COLONIAL HEIGHTS, VA 23834",DEA,NTBD2018,37.25166,-77.39061
1675,MOYOCK FOOD LION,NC,27958,"http://maps.google.com/maps?q=101 LARK DR,+MOYOCK,+NC+27958&hl=en","101 LARK DR, MOYOCK, NC 27958",DEA,NTBD2018,36.51869,-76.17157
1676,HOPEWELL POLICE DEPARTMENT PARKING LOT BY MAIN ENTRANCE,VA,23860,"http://maps.google.com/maps?q=300 N. MAIN STREET,+HOPEWELL,+VA+23860&hl=en","300 N. MAIN STREET, HOPEWELL, VA 23860",DEA,NTBD2018,37.303955,-77.28738
1677,CVS PHARMACY,VA,23805,"http://maps.google.com/maps?q=2100 SOUTH CRATER RD,+PETERSBURG,+VA+23805&hl=en","2100 SOUTH CRATER RD, PETERSBURG, VA 23805",DEA,NTBD2018,37.20254,-77.38017
1678,PRINCE GEORGE COUNTY POLICE DEPARTMENT SIDE PARKING LOT,VA,23875,"http://maps.google.com/maps?q=6600 COURTHOUSE ROAD,+PRINCE GEORGE,+VA+23875&hl=en","6600 COURTHOUSE ROAD, PRINCE GEORGE, VA 23875",DEA,NTBD2018,37.222195,-77.28556
1679,MIDTOWN SQUARE IN FRONT OF CHICK-FIL-A,VA,23901,"http://maps.google.com/maps?q=156 S. SOUTH STREET,+FARMVILLE,+VA+23901&hl=en","156 S. SOUTH STREET, FARMVILLE, VA 23901",DEA,NTBD2018,37.300667,-78.39215
1680,LAWRENCEVILLE MUNICIPAL BUILDING AT THE ENTRANCE TO THE POLICE DEPARTMENT,VA,23868,"http://maps.google.com/maps?q=400 N. MAIN STREET,+LAWRENCEVILLE,+VA+23868&hl=en","400 N. MAIN STREET, LAWRENCEVILLE, VA 23868",DEA,NTBD2018,36.759552,-77.84716
1681,YMCA SPORTS CENTER,VA,24517,"http://maps.google.com/maps?q=718 7TH ST,+ALTAVISTA,+VA+24517&hl=en","718 7TH ST, ALTAVISTA, VA 24517",DEA,NTBD2018,37.112263,-79.28676
1682,KROGER,VA,24522,"http://maps.google.com/maps?q=7851 RICHMOND HWY,+APPOMATTOX,+VA+24522&hl=en","7851 RICHMOND HWY, APPOMATTOX, VA 24522",DEA,NTBD2018,37.364265,-78.84347
1683,BLACKSBURG RECREATION CENTER PARKING LOT,VA,24060,"http://maps.google.com/maps?q=725 PATRICK HENRY DRIVE,+BLACKSBURG,+VA+24060&hl=en","725 PATRICK HENRY DRIVE, BLACKSBURG, VA 24060",DEA,NTBD2018,37.244152,-80.41115
1684,BOTETOURT PHYSICAL THERAPY,VA,24083,"http://maps.google.com/maps?q=104 KINGSTON DRIVE,+DALEVILLE,+VA+24083&hl=en","104 KINGSTON DRIVE, DALEVILLE, VA 24083",DEA,NTBD2018,37.395958,-79.90979
1685,BRAXTON COUNTY COURT HOUSE IN FRONT OF COURTHOUSE,WV,26601,"http://maps.google.com/maps?q=300 MAIN STREET,+SUTTON,+WV+26601&hl=en","300 MAIN STREET, SUTTON, WV 26601",DEA,NTBD2018,38.66451,-80.70858
1686,CVS PHARMACY EXTERIOR BREEZEWAY,VA,24416,"http://maps.google.com/maps?q=2148 E. MIDLAND TRAIL,+BUENA VISTA,+VA+24416&hl=en","2148 E. MIDLAND TRAIL, BUENA VISTA, VA 24416",DEA,NTBD2018,37.743973,-79.37808
1687,CVS PHARMACY - HILLSVILLE,VA,24343,"http://maps.google.com/maps?q=915 WEST STUART DRIVE,+HILLSVILLE,+VA+24343&hl=en","915 WEST STUART DRIVE, HILLSVILLE, VA 24343",DEA,NTBD2018,36.7555,-80.743546
