address_x,googleMapsUrl,lat_x,lng_x,name,postal_x,source,state_x,source_date,address_y,postal_y,state_y,lat_y,lng_y,_merge
"14004 WALSINGHAM RD, LARGO, FL 33774",http://maps.google.com/maps?q=WALGREEN%20CO%2C14004%20WALSINGHAM%20RD%2C+LARGO%2C+FL+33774,27.880405,-82.83264,WALGREEN CO.,33774,DEA,FL,Dec2018,,,,,,left_only
"1401 N MAIN STREET, FUQUAY VARINA, NC 27526",http://maps.google.com/maps?q=WALGREEN%20CO%2C1401%20N%20MAIN%20STREET%2C+FUQUAY%20VARINA%2C+NC+27526,35.592606,-78.773735,WALGREEN CO.,27526,DEA,NC,Dec2018,,,,,,left_only
"1402 OHIO AVENUE, LYNN HAVEN, FL 32444",http://maps.google.com/maps?q=WALGREEN%20CO%2C1402%20OHIO%20AVENUE%2C+LYNN%20HAVEN%2C+FL+32444,30.237497,-85.64876600000002,WALGREEN CO.,32444,DEA,FL,Dec2018,,,,,,left_only
"14025 NACOGDOCHES RD, SAN ANTONIO, TX 78247",http://maps.google.com/maps?q=WALGREEN%20CO%2C14025%20NACOGDOCHES%20RD%2C+SAN%20ANTONIO%2C+TX+78247,29.568682,-98.38445,WALGREEN CO.,78247,DEA,TX,Dec2018,,,,,,left_only
"1411 OXFORD ROAD, HENDERSON, NC 27536",http://maps.google.com/maps?q=WALGREEN%20CO%2C1411%20OXFORD%20ROAD%2C+HENDERSON%2C+NC+27536,36.319065,-78.4147,WALGREEN CO.,27536,DEA,NC,Dec2018,,,,,,left_only
"1445 S MAIN STREET, OTTAWA, KS 66067",http://maps.google.com/maps?q=WALGREEN%20CO%2C1445%20S%20MAIN%20STREET%2C+OTTAWA%2C+KS+66067,38.59479,-95.268745,WALGREEN CO.,66067,DEA,KS,Dec2018,,,,,,left_only
"1450 S HWY 97, REDMOND, OR 97756",http://maps.google.com/maps?q=WALGREEN%20CO%2C1450%20S%20HWY%2097%2C+REDMOND%2C+OR+97756,44.262768,-121.17714,WALGREEN CO.,97756,DEA,OR,Dec2018,,,,,,left_only
"14600 SW MURRAY SCHOLLS DR #201, BEAVERTON, OR 97007",http://maps.google.com/maps?q=WALGREEN%20CO%2C14600%20SW%20MURRAY%20SCHOLLS%20DR%20#201%2C+BEAVERTON%2C+OR+97007,45.43827,-122.8269084,WALGREEN CO.,97007,DEA,OR,Dec2018,,,,,,left_only
"14656 AMBAUM BLVD SW, BURIEN, WA 98166",http://maps.google.com/maps?q=WALGREEN%20CO%2C14656%20AMBAUM%20BLVD%20SW%2C+BURIEN%2C+WA+98166,47.47081,-122.34699,WALGREEN CO.,98166,DEA,WA,Dec2018,,,,,,left_only
"14680 S LA GRANGE ROAD, ORLAND PARK, IL 60462",http://maps.google.com/maps?q=WALGREEN%20CO%2C14680%20S%20LA%20GRANGE%20ROAD%2C+ORLAND%20PARK%2C+IL+60462,41.62247,-87.85365999999998,WALGREEN CO.,60462,DEA,IL,Dec2018,,,,,,left_only
"1477 MAIN STREET, DUNEDIN, FL 34698",http://maps.google.com/maps?q=WALGREEN%20CO%2C1477%20MAIN%20STREET%2C+DUNEDIN%2C+FL+34698,28.019468,-82.76613,WALGREEN CO.,34698,DEA,FL,Dec2018,,,,,,left_only
"1497 CANTON MART RD, JACKSON, MS 39211",http://maps.google.com/maps?q=WALGREEN%20CO%2C1497%20CANTON%20MART%20RD%2C+JACKSON%2C+MS+39211,32.366703,-90.14722,WALGREEN CO.,39211,DEA,MS,Dec2018,,,,,,left_only
"1510 MILSTEAD AVE NE, CONYERS, GA 30012",http://maps.google.com/maps?q=WALGREEN%20CO%2C1510%20MILSTEAD%20AVE%20NE%2C+CONYERS%2C+GA+30012,33.68273,-84.00107,WALGREEN CO.,30012,DEA,GA,Dec2018,,,,,,left_only
"15225 PACIFIC AVE S, TACOMA, WA 98444",http://maps.google.com/maps?q=WALGREEN%20CO%2C15225%20PACIFIC%20AVE%20S%2C+TACOMA%2C+WA+98444,47.119095,-122.43482,WALGREEN CO.,98444,DEA,WA,Dec2018,,,,,,left_only
"1525 E KIMBERLY RD, DAVENPORT, IA 52807",http://maps.google.com/maps?q=WALGREEN%20CO%2C1525%20E%20KIMBERLY%20RD%2C+DAVENPORT%2C+IA+52807,41.55678,-90.55262,WALGREEN CO.,52807,DEA,IA,Dec2018,,,,,,left_only
"15250 CEDAR AVE, APPLE VALLEY, MN 55124",http://maps.google.com/maps?q=WALGREEN%20CO%2C15250%20CEDAR%20AVE%2C+APPLE%20VALLEY%2C+MN+55124,44.7286051,-93.2169978,WALGREEN CO.,55124,DEA,MN,Dec2018,,,,,,left_only
"15295 COLLIER BLVD, NAPLES, FL 34119",http://maps.google.com/maps?q=WALGREEN%20CO%2C15295%20COLLIER%20BLVD%2C+NAPLES%2C+FL+34119,26.272676,-81.68944,WALGREEN CO.,34119,DEA,FL,Dec2018,,,,,,left_only
"15371 DEDEAUX RD., GULFPORT, MS 39503",http://maps.google.com/maps?q=WALGREEN%20CO%2C15371%20DEDEAUX%20RD.%2C+GULFPORT%2C+MS+39503,30.449503000000004,-89.09833499999998,WALGREEN CO.,39503,DEA,MS,Dec2018,,,,,,left_only
"15500 WASHINGTON AVE, SAN LEANDRO, CA 94579",http://maps.google.com/maps?q=WALGREEN%20CO%2C15500%20WASHINGTON%20AVE%2C+SAN%20LEANDRO%2C+CA+94579,37.685146,-122.13881,WALGREEN CO.,94579,DEA,CA,Dec2018,,,,,,left_only
"15650 W GREENFIELD AVE, BROOKFIELD, WI 53005",http://maps.google.com/maps?q=WALGREEN%20CO%2C15650%20W%20GREENFIELD%20AVE%2C+BROOKFIELD%2C+WI+53005,43.01685,-88.10795,WALGREEN CO.,53005,DEA,WI,Dec2018,,,,,,left_only
"1591 GEER ROAD, TURLOCK, CA 95380",http://maps.google.com/maps?q=WALGREEN%20CO%2C1591%20GEER%20ROAD%2C+TURLOCK%2C+CA+95380,37.50719,-120.84889,WALGREEN CO.,95380,DEA,CA,Dec2018,,,,,,left_only
"15911 PINES BLVD., PEMBROKE PINES, FL 33027",http://maps.google.com/maps?q=WALGREEN%20CO%2C15911%20PINES%20BLVD.%2C+PEMBROKE%20PINES%2C+FL+33027,26.007772,-80.358,WALGREEN CO.,33027,DEA,FL,Dec2018,,,,,,left_only
"1601 CHURCH STREET, CONWAY, SC 29526",http://maps.google.com/maps?q=WALGREEN%20CO%2C1601%20CHURCH%20STREET%2C+CONWAY%2C+SC+29526,33.845448,-79.06266,WALGREEN CO.,29526,DEA,SC,Dec2018,,,,,,left_only
"1602 N. DIXIE AVE, ELIZABETHTOWN, KY 42701",http://maps.google.com/maps?q=WALGREEN%20CO%2C1602%20N.%20DIXIE%20AVE%2C+ELIZABETHTOWN%2C+KY+42701,37.7284099,-85.885292,WALGREEN CO.,42701,DEA,KY,Dec2018,,,,,,left_only
"16108 FOOTHILL BOULEVARD, FONTANA, CA 92335",http://maps.google.com/maps?q=WALGREEN%20CO%2C16108%20FOOTHILL%20BOULEVARD%2C+FONTANA%2C+CA+92335,34.10658,-117.45324,WALGREEN CO.,92335,DEA,CA,Dec2018,,,,,,left_only
"1650 DUNLAWTON AVE, PORT ORANGE, FL 32127",http://maps.google.com/maps?q=WALGREEN%20CO%2C1650%20DUNLAWTON%20AVE%2C+PORT%20ORANGE%2C+FL+32127,29.1157836,-81.02296070000001,WALGREEN CO.,32127,DEA,FL,Dec2018,,,,,,left_only
"1650 E ANDREW JOHNSON HWY, GREENEVILLE, TN 37745",http://maps.google.com/maps?q=WALGREEN%20CO%2C1650%20E%20ANDREW%20JOHNSON%20HWY%2C+GREENEVILLE%2C+TN+37745,36.17698,-82.79415999999998,WALGREEN CO.,37745,DEA,TN,Dec2018,,,,,,left_only
"1651 W UNIVERSITY DRIVE, MCKINNEY, TX 75069",http://maps.google.com/maps?q=WALGREEN%20CO%2C1651%20W%20UNIVERSITY%20DRIVE%2C+MCKINNEY%2C+TX+75069,33.216396,-96.630104,WALGREEN CO.,75069,DEA,TX,Dec2018,,,,,,left_only
"1660 W LOCUST ST, DAVENPORT, IA 52804",http://maps.google.com/maps?q=WALGREEN%20CO%2C1660%20W%20LOCUST%20ST%2C+DAVENPORT%2C+IA+52804,41.538265,-90.600494,WALGREEN CO.,52804,DEA,IA,Dec2018,,,,,,left_only
"16741 CANAL RD, CLINTON TOWNSHIP, MI 48038",http://maps.google.com/maps?q=WALGREEN%20CO%2C16741%20CANAL%20RD%2C+CLINTON%20TOWNSHIP%2C+MI+48038,42.605446,-82.95329,WALGREEN CO.,48038,DEA,MI,Dec2018,,,,,,left_only
"1700 LARKIN AVE, ELGIN, IL 60123",http://maps.google.com/maps?q=WALGREEN%20CO%2C1700%20LARKIN%20AVE%2C+ELGIN%2C+IL+60123,42.033554,-88.32036,WALGREEN CO.,60123,DEA,IL,Dec2018,,,,,,left_only
"1701 SOUTH ST, LINCOLN, NE 68502",http://maps.google.com/maps?q=WALGREEN%20CO%2C1701%20SOUTH%20ST%2C+LINCOLN%2C+NE+68502,40.791683,-96.696625,WALGREEN CO.,68502,DEA,NE,Dec2018,,,,,,left_only
"1705 US HWY 1, VERO BEACH, FL 32960",http://maps.google.com/maps?q=WALGREEN%20CO%2C1705%20US%20HWY%201%2C+VERO%20BEACH%2C+FL+32960,27.63382,-80.389206,WALGREEN CO.,32960,DEA,FL,Dec2018,,,,,,left_only
"17051 BEAR VALLEY ROAD, HESPERIA, CA 92345",http://maps.google.com/maps?q=WALGREEN%20CO%2C17051%20BEAR%20VALLEY%20ROAD%2C+HESPERIA%2C+CA+92345,34.47095,-117.291,WALGREEN CO.,92345,DEA,CA,Dec2018,,,,,,left_only
"1710 FRY ROAD, HOUSTON, TX 77084",http://maps.google.com/maps?q=WALGREEN%20CO%2C1710%20FRY%20ROAD%2C+HOUSTON%2C+TX+77084,29.792606,-95.718864,WALGREEN CO.,77084,DEA,TX,Dec2018,,,,,,left_only
"1714 UTICA SQ., TULSA, OK 74114",http://maps.google.com/maps?q=WALGREEN%20CO%2C1714%20UTICA%20SQ.%2C+TULSA%2C+OK+74114,36.131493,-95.962524,WALGREEN CO.,74114,DEA,OK,Dec2018,,,,,,left_only
"1717 MILTON AVENUE, JANESVILLE, WI 53545",http://maps.google.com/maps?q=WALGREEN%20CO%2C1717%20MILTON%20AVENUE%2C+JANESVILLE%2C+WI+53545,42.704575,-89.00668,WALGREEN CO.,53545,DEA,WI,Dec2018,,,,,,left_only
"1718 SOQUEL AVENUE, SANTA CRUZ, CA 95062",http://maps.google.com/maps?q=WALGREEN%20CO%2C1718%20SOQUEL%20AVENUE%2C+SANTA%20CRUZ%2C+CA+95062,36.981445,-122.00271,WALGREEN CO.,95062,DEA,CA,Dec2018,,,,,,left_only
"1722 W WALNUT ST, ROGERS, AR 72756",http://maps.google.com/maps?q=WALGREEN%20CO%2C1722%20W%20WALNUT%20ST%2C+ROGERS%2C+AR+72756,36.333973,-94.14214,WALGREEN CO.,72756,DEA,AR,Dec2018,,,,,,left_only
"17330 W GRAND PKWY SOUTH, SUGAR LAND, TX 77479",http://maps.google.com/maps?q=WALGREEN%20CO%2C17330%20W%20GRAND%20PKWY%20SOUTH%2C+SUGAR%20LAND%2C+TX+77479,29.570038,-95.685008,WALGREEN CO.,77479,DEA,TX,Dec2018,,,,,,left_only
"17534 COLLINS AVE, SUNNY ISLES BEACH, FL 33160",http://maps.google.com/maps?q=WALGREEN%20CO%2C17534%20COLLINS%20AVE%2C+SUNNY%20ISLES%20BEACH%2C+FL+33160,25.938915,-80.12148,WALGREEN CO.,33160,DEA,FL,Dec2018,,,,,,left_only
"1780 N. UNIVERSITY DR., PLANTATION, FL 33322",http://maps.google.com/maps?q=WALGREEN%20CO%2C1780%20N.%20UNIVERSITY%20%20DR.%2C+PLANTATION%2C+FL+33322,26.148132,-80.256951,WALGREEN CO.,33322,DEA,FL,Dec2018,,,,,,left_only
"1800 W INDIANTOWN RD, JUPITER, FL 33458",http://maps.google.com/maps?q=WALGREEN%20CO%2C1800%20W%20INDIANTOWN%20RD%2C+JUPITER%2C+FL+33458,26.934240000000006,-80.12589,WALGREEN CO.,33458,DEA,FL,Dec2018,,,,,,left_only
"1801 MONGOMERY HWY, HOOVER, AL 35244",http://maps.google.com/maps?q=WALGREEN%20CO%2C1801%20MONGOMERY%20HWY%2C+HOOVER%2C+AL+35244,33.3770584,-86.8025684,WALGREEN CO.,35244,DEA,AL,Dec2018,,,,,,left_only
"1801 N DAVIS ST, JACKSONVILLE, FL 32209",http://maps.google.com/maps?q=WALGREEN%20CO%2C1801%20N%20DAVIS%20ST%2C+JACKSONVILLE%2C+FL+32209,30.347372,-81.66707,WALGREEN CO.,32209,DEA,FL,Dec2018,,,,,,left_only
"1804 E HEBRON PKWY, CARROLLTON, TX 75010",http://maps.google.com/maps?q=WALGREEN%20CO%2C1804%20E%20HEBRON%20PKWY%2C+CARROLLTON%2C+TX+75010,33.02013400000001,-96.94266,WALGREEN CO.,75010,DEA,TX,Dec2018,,,,,,left_only
"1810 FREEDOM BLVD, FREEDOM, CA 95019",http://maps.google.com/maps?q=WALGREEN%20CO%2C1810%20FREEDOM%20BLVD%2C+FREEDOM%2C+CA+95019,36.934128,-121.772285,WALGREEN CO.,95019,DEA,CA,Dec2018,,,,,,left_only
"1815 9TH AVE NORTH, BESSEMER, AL 35020",http://maps.google.com/maps?q=WALGREEN%20CO%2C1815%209TH%20AVE%20NORTH%2C+BESSEMER%2C+AL+35020,33.405784999999995,-86.96152,WALGREEN CO.,35020,DEA,AL,Dec2018,,,,,,left_only
"1821 E BRIDGE ST, STE A, BRIGHTON, CO 80601",http://maps.google.com/maps?q=WALGREEN%20CO%2C1821%20E%20BRIDGE%20ST%2C+BRIGHTON%2C+CO+80601,39.986805,-104.80027,WALGREEN CO.,80601,DEA,CO,Dec2018,,,,,,left_only
"1826 W ORANGETHORPE AVE, FULLERTON, CA 92833",http://maps.google.com/maps?q=WALGREEN%20CO%2C1826%20W%20ORANGETHORPE%20AVE%2C+FULLERTON%2C+CA+92833,33.859184,-117.96017,WALGREEN CO.,92833,DEA,CA,Dec2018,,,,,,left_only
"1831 N LEE TREVINO DRIVE, EL PASO, TX 79936",http://maps.google.com/maps?q=WALGREEN%20CO%2C1831%20N%20LEE%20TREVINO%20DRIVE%2C+EL%20PASO%2C+TX+79936,31.766348,-106.319115,WALGREEN CO.,79936,DEA,TX,Dec2018,,,,,,left_only
"1835 HENDERSONVILLE ROAD, ASHEVILLE, NC 28803",http://maps.google.com/maps?q=WALGREEN%20CO%2C1835%20HENDERSONVILLE%20ROAD%2C+ASHEVILLE%2C+NC+28803,35.50184,-82.52305600000003,WALGREEN CO.,28803,DEA,NC,Dec2018,,,,,,left_only
"1863 UNION AVE, MEMPHIS, TN 38104",http://maps.google.com/maps?q=WALGREEN%20CO%2C1863%20UNION%20AVE%2C+MEMPHIS%2C+TN+38104,35.13511,-89.9995,WALGREEN CO.,38104,DEA,TN,Dec2018,,,,,,left_only
"18910 US HWY 441, MT DORA, FL 32757",http://maps.google.com/maps?q=WALGREEN%20CO%2C18910%20US%20HWY%20441%2C+MT%20DORA%2C+FL+32757,28.823938,-81.643456,WALGREEN CO.,32757,DEA,FL,Dec2018,,,,,,left_only
"1900 HAMILTON BLVD, SIOUX CITY, IA 51104",http://maps.google.com/maps?q=WALGREEN%20CO%2C1900%20HAMILTON%20BLVD%2C+SIOUX%20CITY%2C+IA+51104,42.510612,-96.41676,WALGREEN CO.,51104,DEA,IA,Dec2018,,,,,,left_only
"19001 BROOKHURST STREET, HUNTINGTON BEACH, CA 92646",http://maps.google.com/maps?q=WALGREEN%20CO%2C19001%20BROOKHURST%20STREET%2C+HUNTINGTON%20BEACH%2C+CA+92646,33.686752,-117.95401,WALGREEN CO.,92646,DEA,CA,Dec2018,,,,,,left_only
"1905 SE 164TH AVE, VANCOUVER, WA 98683",http://maps.google.com/maps?q=WALGREEN%20CO%2C1905%20SE%20164TH%20AVE%2C+VANCOUVER%2C+WA+98683,45.607456,-122.503944,WALGREEN CO.,98683,DEA,WA,Dec2018,,,,,,left_only
"1920 ALOMA AVE., WINTER PARK, FL 32792",http://maps.google.com/maps?q=WALGREEN%20CO%2C1920%20ALOMA%20AVE.%2C+WINTER%20PARK%2C+FL+32792,28.600468,-81.32771,WALGREEN CO.,32792,DEA,FL,Dec2018,,,,,,left_only
"1950 NE BURNSIDE RD, GRESHAM, OR 97030",http://maps.google.com/maps?q=WALGREEN%20CO%2C1950%20NE%20BURNSIDE%20RD%2C+GRESHAM%2C+OR+97030,45.501465,-122.413666,WALGREEN CO.,97030,DEA,OR,Dec2018,,,,,,left_only
"1956 S HORNER BLVD, SANFORD, NC 27330",http://maps.google.com/maps?q=WALGREEN%20CO%2C1956%20S%20HORNER%20BLVD%2C+SANFORD%2C+NC+27330,35.463759,-79.1517182,WALGREEN CO.,27330,DEA,NC,Dec2018,,,,,,left_only
"1965 DONEGAL DR, WOODBURY, MN 55125",http://maps.google.com/maps?q=WALGREEN%20CO%2C1965%20DONEGAL%20DR%2C+WOODBURY%2C+MN+55125,44.925167,-92.93404,WALGREEN CO.,55125,DEA,MN,Dec2018,,,,,,left_only
"198 E MAIN ST, HENDERSONVILLE, TN 37075",http://maps.google.com/maps?q=WALGREEN%20CO%2C198%20E%20MAIN%20ST%2C+HENDERSONVILLE%2C+TN+37075,36.30663,-86.60854,WALGREEN CO.,37075,DEA,TN,Dec2018,,,,,,left_only
"1991 E APPLE AVE, MUSKEGON, MI 49442",http://maps.google.com/maps?q=WALGREEN%20CO%2C1991%20E%20APPLE%20AVE%2C+MUSKEGON%2C+MI+49442,43.2336899,-86.1949152,WALGREEN CO.,49442,DEA,MI,Dec2018,,,,,,left_only
"1992 LANCASTER DRIVE NE, SALEM, OR 97305",http://maps.google.com/maps?q=WALGREEN%20CO%2C1992%20LANCASTER%20DRIVE%20NE%2C+SALEM%2C+OR+97305,44.953804,-122.98367,WALGREEN CO.,97305,DEA,OR,Dec2018,,,,,,left_only
"19935 NW 2ND AVE, MIAMI, FL 33169",http://maps.google.com/maps?q=WALGREEN%20CO%2C19935%20NW%202ND%20AVE%2C+MIAMI%2C+FL+33169,25.957531,-80.20569,WALGREEN CO.,33169,DEA,FL,Dec2018,,,,,,left_only
"2 SOUTH GREENO RD, FAIRHOPE, AL 36532",http://maps.google.com/maps?q=WALGREEN%20CO%2C2%20SOUTH%20GREENO%20RD%2C+FAIRHOPE%2C+AL+36532,30.5231816,-87.88686640000002,WALGREEN CO.,36532,DEA,AL,Dec2018,,,,,,left_only
"200 E RACE AVE, SEARCY, AR 72143",http://maps.google.com/maps?q=WALGREEN%20CO%2C200%20E%20RACE%20AVE%2C+SEARCY%2C+AR+72143,35.25080999999999,-91.73624,WALGREEN CO.,72143,DEA,AR,Dec2018,,,,,,left_only
"2001 CUSTER RD, PLANO, TX 75075",http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20CUSTER%20RD%2C+PLANO%2C+TX+75075,33.027058000000004,-96.7337,WALGREEN CO.,75075,DEA,TX,Dec2018,,,,,,left_only
"2001 HARRODSBURG RD, LEXINGTON, KY 40504",http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20HARRODSBURG%20RD%2C+LEXINGTON%2C+KY+40504,38.02655,-84.535126,WALGREEN CO.,40504,DEA,KY,Dec2018,,,,,,left_only
"2001 N MILWAUKEE AVE, CHICAGO, IL 60647",http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20N%20MILWAUKEE%20AVE%2C+CHICAGO%2C+IL+60647,41.917595,-87.688614,WALGREEN CO.,60647,DEA,IL,Dec2018,,,,,,left_only
"2001 NEUSE BLVD, NEW BERN, NC 28560",http://maps.google.com/maps?q=WALGREEN%20CO%2C2001%20NEUSE%20BLVD%2C+NEW%20BERN%2C+NC+28560,35.109783,-76.89038000000002,WALGREEN CO.,28560,DEA,NC,Dec2018,,,,,,left_only
"201 FRONT ST., SANTA CRUZ, CA 95060",http://maps.google.com/maps?q=WALGREEN%20CO%2C201%20FRONT%20ST.%2C+SANTA%20CRUZ%2C+CA+95060,36.968544,-122.02364,WALGREEN CO.,95060,DEA,CA,Dec2018,,,,,,left_only
"2019 N MAIN STREET, HIGH POINT, NC 27262",http://maps.google.com/maps?q=WALGREEN%20CO%2C2019%20N%20MAIN%20STREET%2C+HIGH%20POINT%2C+NC+27262,35.981438,-80.02228000000002,WALGREEN CO.,27262,DEA,NC,Dec2018,,,,,,left_only
"2020 S MAC ARTHUR BLVD, SPRINGFIELD, IL 62704",http://maps.google.com/maps?q=WALGREEN%20CO%2C2020%20S%20MAC%20ARTHUR%20BLVD%2C+SPRINGFIELD%2C+IL+62704,39.777622,-89.66821999999998,WALGREEN CO.,62704,DEA,IL,Dec2018,,,,,,left_only
"2021 HIKES LANE, LOUISIVILLE, KY 40218",http://maps.google.com/maps?q=WALGREEN%20CO%2C2021%20HIKES%20LANE%2C+LOUISIVILLE%2C+KY+40218,38.19547,-85.66529,WALGREEN CO.,40218,DEA,KY,Dec2018,,,,,,left_only
"204 HIGHWAY 80 EAST, CLINTON, MS 39056",http://maps.google.com/maps?q=WALGREEN%20CO%2C204%20HIGHWAY%2080%20EAST%2C+CLINTON%2C+MS+39056,32.332754,-90.326269,WALGREEN CO.,39056,DEA,MS,Dec2018,,,,,,left_only
"207 N FAYETTEVILLE ST, ASHEBORO, NC 27203",http://maps.google.com/maps?q=WALGREEN%20CO%2C207%20N%20FAYETTEVILLE%20ST%2C+ASHEBORO%2C+NC+27203,35.707996,-79.8137,WALGREEN CO.,27203,DEA,NC,Dec2018,,,,,,left_only
"20725 HIGHWAY 99, LYNNWOOD, WA 98036",http://maps.google.com/maps?q=WALGREEN%20CO%2C20725%20HIGHWAY%2099%2C+LYNNWOOD%2C+WA+98036,47.811153,-122.32352,WALGREEN CO.,98036,DEA,WA,Dec2018,,,,,,left_only
"210 MT HERMON RD, SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=WALGREEN%20CO%2C210%20MT%20HERMON%20RD%2C+SCOTTS%20VALLEY%2C+CA+95066,37.04422,-122.02587,WALGREEN CO.,95066,DEA,CA,Dec2018,,,,,,left_only
"2115 E HILLSBOROUGH AVE, TAMPA, FL 33610",http://maps.google.com/maps?q=WALGREEN%20CO%2C2115%20E%20HILLSBOROUGH%20AVE%2C+TAMPA%2C+FL+33610,27.996058,-82.43563,WALGREEN CO.,33610,DEA,FL,Dec2018,,,,,,left_only
"214 BROAD ST, ELIZABETHTON, TN 37643",http://maps.google.com/maps?q=WALGREEN%20CO%2C214%20BROAD%20ST%2C+ELIZABETHTON%2C+TN+37643,36.35039,-82.22261999999998,WALGREEN CO.,37643,DEA,TN,Dec2018,,,,,,left_only
"2150 E DUBLIN GRANVILLE ROAD, COLUMBUS, OH 43229",http://maps.google.com/maps?q=WALGREEN%20CO%2C2150%20E%20DUBLIN%20GRANVILLE%20ROAD%2C+COLUMBUS%2C+OH+43229,40.08646,-82.95947,WALGREEN CO.,43229,DEA,OH,Dec2018,,,,,,left_only
"21880 STATE ROAD 7, BOCA RATON, FL 33428",http://maps.google.com/maps?q=WALGREEN%20CO%2C21880%20STATE%20ROAD%207%2C+BOCA%20RATON%2C+FL+33428,26.350591,-80.202214,WALGREEN CO.,33428,DEA,FL,Dec2018,,,,,,left_only
"2190 W DRAKE RD, FORT COLLINS, CO 80526",http://maps.google.com/maps?q=WALGREEN%20CO%2C2190%20W%20DRAKE%20RD%2C+FORT%20COLLINS%2C+CO+80526,40.552834,-105.116776,WALGREEN CO.,80526,DEA,CO,Dec2018,,,,,,left_only
"22401 LAKE SHORE BLVD, EUCLID, OH 44123",http://maps.google.com/maps?q=WALGREEN%20CO%2C22401%20LAKE%20SHORE%20BLVD%2C+EUCLID%2C+OH+44123,41.61084,-81.524925,WALGREEN CO.,44123,DEA,OH,Dec2018,,,,,,left_only
"2289 GUNBARREL, CHATTANOOGA, TN 37421",http://maps.google.com/maps?q=WALGREEN%20CO%2C2289%20GUNBARREL%2C+CHATTANOOGA%2C+TN+37421,35.03982,-85.15025,WALGREEN CO.,37421,DEA,TN,Dec2018,,,,,,left_only
"2300 OTIS DRIVE, ALAMEDA, CA 94501",http://maps.google.com/maps?q=WALGREEN%20CO%2C2300%20OTIS%20DRIVE%2C+ALAMEDA%2C+CA+94501,37.75958,-122.25194,WALGREEN CO.,94501,DEA,CA,Dec2018,,,,,,left_only
"2301 HALL AVE, MARINETTE, WI 54143",http://maps.google.com/maps?q=WALGREEN%20CO%2C2301%20HALL%20AVE%2C+MARINETTE%2C+WI+54143,45.0988735,-87.6384013,WALGREEN CO.,54143,DEA,WI,Dec2018,,,,,,left_only
"2301 LUDINGTON ST, ESCANABA, MI 49829",http://maps.google.com/maps?q=WALGREEN%20CO%2C2301%20LUDINGTON%20ST%2C+ESCANABA%2C+MI+49829,45.745747,-87.07984,WALGREEN CO.,49829,DEA,MI,Dec2018,,,,,,left_only
"2304 E LINCOLNWAY, CHEYENNE, WY 82001",http://maps.google.com/maps?q=WALGREEN%20CO%2C2304%20E%20LINCOLNWAY%2C+CHEYENNE%2C+WY+82001,41.13844,-104.789925,WALGREEN CO.,82001,DEA,WY,Dec2018,,,,,,left_only
"2320 BOUDINOT AVE., CINCINNATI, OH 45238",http://maps.google.com/maps?q=WALGREEN%20CO%2C2320%20BOUDINOT%20AVE.%2C+CINCINNATI%2C+OH+45238,39.12837,-84.60540999999998,WALGREEN CO.,45238,DEA,OH,Dec2018,,,,,,left_only
"2355 NE 26TH STREET, FT LAUDERDALE, FL 33305",http://maps.google.com/maps?q=WALGREEN%20CO%2C2355%20NE%2026TH%20STREET%2C+FT%20LAUDERDALE%2C+FL+33305,26.159815,-80.11729,WALGREEN CO.,33305,DEA,FL,Dec2018,,,,,,left_only
"2399 S BROADWAY, SANTA MARIA, CA 93454",http://maps.google.com/maps?q=WALGREEN%20CO%2C2399%20S%20BROADWAY%2C+SANTA%20MARIA%2C+CA+93454,34.916866,-120.43611,WALGREEN CO.,93454,DEA,CA,Dec2018,,,,,,left_only
"240 W PARK DRIVE, GRAND JUNCTION, CO 81505",http://maps.google.com/maps?q=WALGREEN%20CO%2C240%20W%20PARK%20DRIVE%2C+GRAND%20JUNCTION%2C+CO+81505,39.09127,-108.568985,WALGREEN CO.,81505,DEA,CO,Dec2018,,,,,,left_only
"2400 BEAM ROAD, COLUMBUS, IN 47203",http://maps.google.com/maps?q=WALGREEN%20CO%2C2400%20BEAM%20ROAD%2C+COLUMBUS%2C+IN+47203,39.22202,-85.88831,WALGREEN CO.,47203,DEA,IN,Dec2018,,,,,,left_only
"2410 REIDVILLE ROAD, SPARTANBURG, SC 29301",http://maps.google.com/maps?q=WALGREEN%20CO%2C2410%20REIDVILLE%20ROAD%2C+SPARTANBURG%2C+SC+29301,34.920086,-81.99499,WALGREEN CO.,29301,DEA,SC,Dec2018,,,,,,left_only
"2464 ROSWELL RD., MARIETTA, GA 30062",http://maps.google.com/maps?q=WALGREEN%20CO%2C2464%20ROSWELL%20RD.%2C+MARIETTA%2C+GA+30062,33.974003,-84.481445,WALGREEN CO.,30062,DEA,GA,Dec2018,,,,,,left_only
"2480 US HIGHWAY 19, HOLIDAY, FL 34691",http://maps.google.com/maps?q=WALGREEN%20CO%2C2480%20US%20HIGHWAY%2019%2C+HOLIDAY%2C+FL+34691,28.194874,-82.73993,WALGREEN CO.,34691,DEA,FL,Dec2018,,,,,,left_only
"2500 GRANT ST, GARY, IN 46404",http://maps.google.com/maps?q=WALGREEN%20CO%2C2500%20GRANT%20ST%2C+GARY%2C+IN+46404,41.57314,-87.35619,WALGREEN CO.,46404,DEA,IN,Dec2018,,,,,,left_only
